date,district,cases_new
2020-12-29,wanaparthy,4
2020-12-29,warangal rural,7
2020-12-29,warangal urban,19
2020-12-29,yadadri bhonigir,10
2020-12-30,adilabad,8
2020-12-30,bhadradri kothagudem,18
2020-12-30,ghmc,102
2020-12-30,jagityal,9
2020-12-30,jangaon,6
2020-12-30,jayashankar bhupalpally,6
2020-12-30,jogulamba gadwal,0
2020-12-30,kamareddy,4
2020-12-30,karimnagar,29
2020-12-30,khammam,11
2020-12-30,komarambheem asifabad,5
2020-12-30,mahaboobnagar,6
2020-12-30,mahabubabad,9
2020-12-30,mancherial,14
2020-12-30,medak,7
2020-12-30,medchal malkajigiri,45
2020-12-30,mulugu,7
2020-12-30,nagarkurnool,5
2020-12-30,nalgonda,11
2020-12-30,narayanpet,1
2020-12-30,nirmal,5
2020-12-30,nizamabad,8
2020-12-30,peddapalli,10
2020-12-30,rajanna siricilla,6
2020-12-30,rangareddy,49
2020-12-30,sangareddy,14
2020-12-30,siddipet,14
2020-12-30,suryapet,10
2020-12-30,total,474
2020-12-30,vikarabad,8
2020-12-30,wanaparthy,7
2020-12-30,warangal rural,6
2020-12-30,warangal urban,25
2020-12-30,yadadri bhonigir,9
2021-01-01,adilabad,6
2021-01-01,bhadradri kothagudem,12
2021-01-01,ghmc,108
2021-01-01,jagityal,10
2021-01-01,jangaon,7
2021-01-01,jayashankar bhupalpally,3
2021-01-01,jogulamba gadwal,3
2021-01-01,kamareddy,6
2021-01-01,karimnagar,31
2021-01-01,khammam,11
2021-01-01,komarambheem asifabad,3
2021-01-01,mahaboobnagar,5
2021-01-01,mahabubabad,5
2021-01-01,mancherial,12
2021-01-01,medak,6
2021-01-01,medchal malkajigiri,41
2021-01-01,mulugu,4
2021-01-01,nagarkurnool,7
2021-01-01,nalgonda,14
2021-01-01,narayanpet,2
2021-01-01,nirmal,3
2021-01-01,nizamabad,13
2021-01-01,peddapalli,11
2021-01-01,rajanna siricilla,6
2021-01-01,rangareddy,44
2021-01-01,sangareddy,15
2021-01-01,siddipet,10
2021-01-01,suryapet,15
2021-01-01,total,461
2021-01-01,vikarabad,4
2021-01-01,wanaparthy,5
2021-01-01,warangal rural,8
2021-01-01,warangal urban,22
2021-01-01,yadadri bhonigir,9
2021-01-02,adilabad,2
2021-01-02,bhadradri kothagudem,5
2021-01-02,ghmc,72
2021-01-02,jagityal,5
2021-01-02,jangaon,5
2021-01-02,jayashankar bhupalpally,2
2021-01-02,jogulamba gadwal,3
2021-01-02,kamareddy,1
2021-01-02,karimnagar,22
2021-01-02,khammam,5
2021-01-02,komarambheem asifabad,4
2021-01-02,mahaboobnagar,5
2021-01-02,mahabubabad,4
2021-01-02,mancherial,5
2021-01-02,medak,3
2021-01-02,medchal malkajigiri,26
2021-01-02,mulugu,4
2021-01-02,nagarkurnool,4
2021-01-02,nalgonda,5
2021-01-02,narayanpet,1
2021-01-02,nirmal,1
2021-01-02,nizamabad,8
2021-01-02,peddapalli,7
2021-01-02,rajanna siricilla,5
2021-01-02,rangareddy,34
2021-01-02,sangareddy,12
2021-01-02,siddipet,3
2021-01-02,suryapet,5
2021-01-02,total,293
2021-01-02,vikarabad,6
2021-01-02,wanaparthy,6
2021-01-02,warangal rural,5
2021-01-02,warangal urban,14
2021-01-02,yadadri bhonigir,4
2021-01-03,adilabad,7
2021-01-03,bhadradri kothagudem,15
2021-01-03,ghmc,81
2021-01-03,jagityal,12
2021-01-03,jangaon,6
2021-01-03,jayashankar bhupalpally,4
2021-01-03,jogulamba gadwal,2
2021-01-03,kamareddy,6
2021-01-03,karimnagar,29
2021-01-03,khammam,9
2021-01-03,komarambheem asifabad,4
2021-01-03,mahaboobnagar,7
2021-01-03,mahabubabad,6
2021-01-03,mancherial,11
2021-01-03,medak,3
2021-01-03,medchal malkajigiri,31
2021-01-03,mulugu,6
2021-01-03,nagarkurnool,5
2021-01-03,nalgonda,10
2021-01-03,narayanpet,0
2021-01-03,nirmal,5
2021-01-03,nizamabad,7
2021-01-03,peddapalli,11
2021-01-03,rajanna siricilla,6
2021-01-03,rangareddy,36
2021-01-03,sangareddy,12
2021-01-03,siddipet,8
2021-01-03,suryapet,11
2021-01-03,total,394
2021-01-03,vikarabad,5
2021-01-03,wanaparthy,6
2021-01-03,warangal rural,7
2021-01-03,warangal urban,16
2021-01-03,yadadri bhonigir,10
2021-01-04,adilabad,3
2021-01-04,bhadradri kothagudem,4
2021-01-04,ghmc,60
2021-01-04,jagityal,5
2021-01-04,jangaon,3
2021-01-04,jayashankar bhupalpally,5
2021-01-04,jogulamba gadwal,4
2021-01-04,kamareddy,2
2021-01-04,karimnagar,15
2021-01-04,khammam,4
2021-01-04,komarambheem asifabad,1
2021-01-04,mahaboobnagar,4
2021-01-04,mahabubabad,3
2021-01-04,mancherial,8
2021-01-04,medak,4
2021-01-04,medchal malkajigiri,15
2021-01-04,mulugu,2
2021-01-04,nagarkurnool,4
2021-01-04,nalgonda,6
2021-01-04,narayanpet,0
2021-01-04,nirmal,4
2021-01-04,nizamabad,5
2021-01-04,peddapalli,5
2021-01-04,rajanna siricilla,3
2021-01-04,rangareddy,26
2021-01-04,sangareddy,7
2021-01-04,siddipet,3
2021-01-04,suryapet,4
2021-01-04,total,238
2021-01-04,vikarabad,3
2021-01-04,wanaparthy,0
2021-01-04,warangal rural,4
2021-01-04,warangal urban,20
2021-01-04,yadadri bhonigir,2
2021-01-05,adilabad,4
2021-01-05,bhadradri kothagudem,7
2021-01-05,ghmc,61
2021-01-05,jagityal,7
2021-01-05,jangaon,2
2021-01-05,jayashankar bhupalpally,4
2021-01-05,jogulamba gadwal,1
2021-01-05,kamareddy,3
2021-01-05,karimnagar,14
2021-01-05,khammam,7
2021-01-05,komarambheem asifabad,4
2021-01-05,mahaboobnagar,6
2021-01-05,mahabubabad,4
2021-01-05,mancherial,9
2021-01-05,medak,2
2021-01-05,medchal malkajigiri,18
2021-01-05,mulugu,5
2021-01-05,nagarkurnool,6
2021-01-05,nalgonda,10
2021-01-05,narayanpet,0
2021-01-05,nirmal,3
2021-01-05,nizamabad,4
2021-01-05,peddapalli,7
2021-01-05,rajanna siricilla,4
2021-01-05,rangareddy,17
2021-01-05,sangareddy,3
2021-01-05,siddipet,2
2021-01-05,suryapet,4
2021-01-05,total,253
2021-01-05,vikarabad,3
2021-01-05,wanaparthy,4
2021-01-05,warangal rural,3
2021-01-05,warangal urban,20
2021-01-05,yadadri bhonigir,5
2021-01-06,adilabad,10
2021-01-06,bhadradri kothagudem,11
2021-01-06,ghmc,82
2021-01-06,jagityal,10
2021-01-06,jangaon,7
2021-01-06,jayashankar bhupalpally,5
2021-01-06,jogulamba gadwal,7
2021-01-06,kamareddy,10
2021-01-06,karimnagar,24
2021-01-06,khammam,10
2021-01-06,komarambheem asifabad,2
2021-01-06,mahaboobnagar,8
2021-01-06,mahabubabad,8
2021-01-06,mancherial,12
2021-01-06,medak,5
2021-01-06,medchal malkajigiri,32
2021-01-06,mulugu,7
2021-01-06,nagarkurnool,9
2021-01-06,nalgonda,11
2021-01-06,narayanpet,0
2021-01-06,nirmal,5
2021-01-06,nizamabad,11
2021-01-06,peddapalli,8
2021-01-06,rajanna siricilla,7
2021-01-06,rangareddy,34
2021-01-06,sangareddy,19
2021-01-06,siddipet,11
2021-01-06,suryapet,9
2021-01-06,total,417
2021-01-06,vikarabad,8
2021-01-06,wanaparthy,4
2021-01-06,warangal rural,7
2021-01-06,warangal urban,13
2021-01-06,yadadri bhonigir,11
2021-01-07,adilabad,7
2021-01-07,bhadradri kothagudem,12
2021-01-07,ghmc,71
2021-01-07,jagityal,11
2021-01-07,jangaon,6
2021-01-07,jayashankar bhupalpally,5
2021-01-07,jogulamba gadwal,4
2021-01-07,kamareddy,9
2021-01-07,karimnagar,19
2021-01-07,khammam,12
2021-01-07,komarambheem asifabad,7
2021-01-07,mahaboobnagar,7
2021-01-07,mahabubabad,6
2021-01-07,mancherial,12
2021-01-07,medak,6
2021-01-07,medchal malkajigiri,37
2021-01-07,mulugu,5
2021-01-07,nagarkurnool,4
2021-01-07,nalgonda,12
2021-01-07,narayanpet,1
2021-01-07,nirmal,3
2021-01-07,nizamabad,9
2021-01-07,peddapalli,7
2021-01-07,rajanna siricilla,8
2021-01-07,rangareddy,36
2021-01-07,sangareddy,12
2021-01-07,siddipet,6
2021-01-07,suryapet,8
2021-01-07,total,379
2021-01-07,vikarabad,5
2021-01-07,wanaparthy,4
2021-01-07,warangal rural,7
2021-01-07,warangal urban,14
2021-01-07,yadadri bhonigir,7
2021-01-08,adilabad,8
2021-01-08,bhadradri kothagudem,9
2021-01-08,ghmc,66
2021-01-08,jagityal,6
2021-01-08,jangaon,5
2021-01-08,jayashankar bhupalpally,3
2021-01-08,jogulamba gadwal,3
2021-01-08,kamareddy,2
2021-01-08,karimnagar,18
2021-01-08,khammam,8
2021-01-08,komarambheem asifabad,6
2021-01-08,mahaboobnagar,7
2021-01-08,mahabubabad,8
2021-01-08,mancherial,9
2021-01-08,medak,5
2021-01-08,medchal malkajigiri,34
2021-01-08,mulugu,5
2021-01-08,nagarkurnool,3
2021-01-08,nalgonda,9
2021-01-08,narayanpet,1
2021-01-08,nirmal,7
2021-01-08,nizamabad,8
2021-01-08,peddapalli,9
2021-01-08,rajanna siricilla,6
2021-01-08,rangareddy,41
2021-01-08,sangareddy,10
2021-01-08,siddipet,3
2021-01-08,suryapet,8
2021-01-08,total,346
2021-01-08,vikarabad,6
2021-01-08,wanaparthy,4
2021-01-08,warangal rural,6
2021-01-08,warangal urban,18
2021-01-08,yadadri bhonigir,5
2021-01-09,adilabad,4
2021-01-09,bhadradri kothagudem,8
2021-01-09,ghmc,61
2021-01-09,jagityal,9
2021-01-09,jangaon,4
2021-01-09,jayashankar bhupalpally,5
2021-01-09,jogulamba gadwal,1
2021-01-09,kamareddy,4
2021-01-09,karimnagar,16
2021-01-09,khammam,8
2021-01-09,komarambheem asifabad,3
2021-01-09,mahaboobnagar,6
2021-01-09,mahabubabad,6
2021-01-09,mancherial,8
2021-01-09,medak,5
2021-01-09,medchal malkajigiri,25
2021-01-09,mulugu,4
2021-01-09,nagarkurnool,4
2021-01-09,nalgonda,7
2021-01-09,narayanpet,0
2021-01-09,nirmal,7
2021-01-09,nizamabad,9
2021-01-09,peddapalli,5
2021-01-09,rajanna siricilla,6
2021-01-09,rangareddy,28
2021-01-09,sangareddy,10
2021-01-09,siddipet,6
2021-01-09,suryapet,5
2021-01-09,total,298
2021-01-09,vikarabad,5
2021-01-09,wanaparthy,4
2021-01-09,warangal rural,8
2021-01-09,warangal urban,9
2021-01-09,yadadri bhonigir,8
2021-01-10,adilabad,5
2021-01-10,bhadradri kothagudem,9
2021-01-10,ghmc,65
2021-01-10,jagityal,8
2021-01-10,jangaon,5
2021-01-10,jayashankar bhupalpally,6
2021-01-10,jogulamba gadwal,2
2021-01-10,kamareddy,5
2021-01-10,karimnagar,16
2021-01-10,khammam,11
2021-01-10,komarambheem asifabad,6
2021-01-10,mahaboobnagar,8
2021-01-10,mahabubabad,7
2021-01-10,mancherial,9
2021-01-10,medak,5
2021-01-10,medchal malkajigiri,28
2021-01-10,mulugu,5
2021-01-10,nagarkurnool,4
2021-01-10,nalgonda,10
2021-01-10,narayanpet,2
2021-01-10,nirmal,7
2021-01-10,nizamabad,9
2021-01-10,peddapalli,10
2021-01-10,rajanna siricilla,7
2021-01-10,rangareddy,30
2021-01-10,sangareddy,11
2021-01-10,siddipet,9
2021-01-10,suryapet,7
2021-01-10,total,351
2021-01-10,vikarabad,9
2021-01-10,wanaparthy,3
2021-01-10,warangal rural,6
2021-01-10,warangal urban,18
2021-01-10,yadadri bhonigir,9
2021-01-11,adilabad,8
2021-01-11,bhadradri kothagudem,7
2021-01-11,ghmc,56
2021-01-11,jagityal,8
2021-01-11,jangaon,1
2021-01-11,jayashankar bhupalpally,0
2021-01-11,jogulamba gadwal,3
2021-01-11,kamareddy,2
2021-01-11,karimnagar,13
2021-01-11,khammam,3
2021-01-11,komarambheem asifabad,0
2021-01-11,mahaboobnagar,0
2021-01-11,mahabubabad,5
2021-01-11,mancherial,7
2021-01-11,medak,6
2021-01-11,medchal malkajigiri,13
2021-01-11,mulugu,0
2021-01-11,nagarkurnool,3
2021-01-11,nalgonda,2
2021-01-11,narayanpet,0
2021-01-11,nirmal,0
2021-01-11,nizamabad,7
2021-01-11,peddapalli,5
2021-01-11,rajanna siricilla,8
2021-01-11,rangareddy,26
2021-01-11,sangareddy,11
2021-01-11,siddipet,2
2021-01-11,suryapet,2
2021-01-11,total,224
2021-01-11,vikarabad,3
2021-01-11,wanaparthy,2
2021-01-11,warangal rural,4
2021-01-11,warangal urban,11
2021-01-11,yadadri bhonigir,6
2021-01-12,adilabad,6
2021-01-12,bhadradri kothagudem,10
2021-01-12,ghmc,58
2021-01-12,jagityal,9
2021-01-12,jangaon,5
2021-01-12,jayashankar bhupalpally,6
2021-01-12,jogulamba gadwal,0
2021-01-12,kamareddy,4
2021-01-12,karimnagar,11
2021-01-12,khammam,9
2021-01-12,komarambheem asifabad,4
2021-01-12,mahaboobnagar,9
2021-01-12,mahabubabad,3
2021-01-12,mancherial,10
2021-01-12,medak,5
2021-01-12,medchal malkajigiri,27
2021-01-12,mulugu,7
2021-01-12,nagarkurnool,2
2021-01-12,nalgonda,12
2021-01-12,narayanpet,0
2021-01-12,nirmal,7
2021-01-12,nizamabad,10
2021-01-12,peddapalli,8
2021-01-12,rajanna siricilla,7
2021-01-12,rangareddy,16
2021-01-12,sangareddy,8
2021-01-12,siddipet,5
2021-01-12,suryapet,6
2021-01-12,total,301
2021-01-12,vikarabad,9
2021-01-12,wanaparthy,1
2021-01-12,warangal rural,5
2021-01-12,warangal urban,12
2021-01-12,yadadri bhonigir,10
2021-01-13,adilabad,6
2021-01-13,bhadradri kothagudem,12
2021-01-13,ghmc,61
2021-01-13,jagityal,9
2021-01-13,jangaon,8
2021-01-13,jayashankar bhupalpally,4
2021-01-13,jogulamba gadwal,0
2021-01-13,kamareddy,4
2021-01-13,karimnagar,25
2021-01-13,khammam,10
2021-01-13,komarambheem asifabad,3
2021-01-13,mahaboobnagar,4
2021-01-13,mahabubabad,2
2021-01-13,mancherial,12
2021-01-13,medak,8
2021-01-13,medchal malkajigiri,28
2021-01-13,mulugu,4
2021-01-13,nagarkurnool,2
2021-01-13,nalgonda,11
2021-01-13,narayanpet,1
2021-01-13,nirmal,1
2021-01-13,nizamabad,9
2021-01-13,peddapalli,10
2021-01-13,rajanna siricilla,9
2021-01-13,rangareddy,21
2021-01-13,sangareddy,11
2021-01-13,siddipet,9
2021-01-13,suryapet,8
2021-01-13,total,331
2021-01-13,vikarabad,7
2021-01-13,wanaparthy,3
2021-01-13,warangal rural,6
2021-01-13,warangal urban,17
2021-01-13,yadadri bhonigir,6
2021-01-14,adilabad,6
2021-01-14,bhadradri kothagudem,8
2021-01-14,ghmc,53
2021-01-14,jagityal,8
2021-01-14,jangaon,6
2021-01-14,jayashankar bhupalpally,3
2021-01-14,jogulamba gadwal,1
2021-01-14,kamareddy,0
2021-01-14,karimnagar,16
2021-01-14,khammam,8
2021-01-14,komarambheem asifabad,1
2021-01-14,mahaboobnagar,7
2021-01-14,mahabubabad,6
2021-01-14,mancherial,9
2021-01-14,medak,4
2021-01-14,medchal malkajigiri,18
2021-01-14,mulugu,2
2021-01-14,nagarkurnool,5
2021-01-14,nalgonda,8
2021-01-14,narayanpet,1
2021-01-14,nirmal,5
2021-01-14,nizamabad,8
2021-01-14,peddapalli,8
2021-01-14,rajanna siricilla,7
2021-01-14,rangareddy,23
2021-01-14,sangareddy,10
2021-01-14,siddipet,6
2021-01-14,suryapet,1
2021-01-14,total,276
2021-01-14,vikarabad,8
2021-01-14,wanaparthy,4
2021-01-14,warangal rural,7
2021-01-14,warangal urban,15
2021-01-14,yadadri bhonigir,4
2021-01-15,adilabad,4
2021-01-15,bhadradri kothagudem,7
2021-01-15,ghmc,48
2021-01-15,jagityal,6
2021-01-15,jangaon,2
2021-01-15,jayashankar bhupalpally,2
2021-01-15,jogulamba gadwal,0
2021-01-15,kamareddy,1
2021-01-15,karimnagar,12
2021-01-15,khammam,8
2021-01-15,komarambheem asifabad,0
2021-01-15,mahaboobnagar,6
2021-01-15,mahabubabad,0
2021-01-15,mancherial,8
2021-01-15,medak,4
2021-01-15,medchal malkajigiri,10
2021-01-15,mulugu,0
2021-01-15,nagarkurnool,4
2021-01-15,nalgonda,9
2021-01-15,narayanpet,0
2021-01-15,nirmal,0
2021-01-15,nizamabad,7
2021-01-15,peddapalli,5
2021-01-15,rajanna siricilla,4
2021-01-15,rangareddy,15
2021-01-15,sangareddy,7
2021-01-15,siddipet,2
2021-01-15,suryapet,5
2021-01-15,total,202
2021-01-15,vikarabad,7
2021-01-15,wanaparthy,0
2021-01-15,warangal rural,3
2021-01-15,warangal urban,13
2021-01-15,yadadri bhonigir,3
2021-01-16,adilabad,7
2021-01-16,bhadradri kothagudem,9
2021-01-16,ghmc,54
2021-01-16,jagityal,5
2021-01-16,jangaon,5
2021-01-16,jayashankar bhupalpally,3
2021-01-16,jogulamba gadwal,4
2021-01-16,kamareddy,3
2021-01-16,karimnagar,10
2021-01-16,khammam,8
2021-01-16,komarambheem asifabad,1
2021-01-16,mahaboobnagar,8
2021-01-16,mahabubabad,3
2021-01-16,mancherial,11
2021-01-16,medak,0
2021-01-16,medchal malkajigiri,17
2021-01-16,mulugu,2
2021-01-16,nagarkurnool,1
2021-01-16,nalgonda,8
2021-01-16,narayanpet,1
2021-01-16,nirmal,6
2021-01-16,nizamabad,7
2021-01-16,peddapalli,9
2021-01-16,rajanna siricilla,8
2021-01-16,rangareddy,10
2021-01-16,sangareddy,9
2021-01-16,siddipet,8
2021-01-16,suryapet,5
2021-01-16,total,249
2021-01-16,vikarabad,2
2021-01-16,wanaparthy,0
2021-01-16,warangal rural,4
2021-01-16,warangal urban,18
2021-01-16,yadadri bhonigir,3
2021-01-17,adilabad,8
2021-01-17,bhadradri kothagudem,11
2021-01-17,ghmc,57
2021-01-17,jagityal,8
2021-01-17,jangaon,2
2021-01-17,jayashankar bhupalpally,6
2021-01-17,jogulamba gadwal,2
2021-01-17,kamareddy,3
2021-01-17,karimnagar,24
2021-01-17,khammam,10
2021-01-17,komarambheem asifabad,1
2021-01-17,mahaboobnagar,8
2021-01-17,mahabubabad,3
2021-01-17,mancherial,11
2021-01-17,medak,5
2021-01-17,medchal malkajigiri,26
2021-01-17,mulugu,4
2021-01-17,nagarkurnool,2
2021-01-17,nalgonda,10
2021-01-17,narayanpet,0
2021-01-17,nirmal,2
2021-01-17,nizamabad,5
2021-01-17,peddapalli,9
2021-01-17,rajanna siricilla,7
2021-01-17,rangareddy,18
2021-01-17,sangareddy,11
2021-01-17,siddipet,10
2021-01-17,suryapet,7
2021-01-17,total,299
2021-01-17,vikarabad,4
2021-01-17,wanaparthy,2
2021-01-17,warangal rural,8
2021-01-17,warangal urban,10
2021-01-17,yadadri bhonigir,5
2021-01-18,adilabad,4
2021-01-18,bhadradri kothagudem,7
2021-01-18,ghmc,45
2021-01-18,jagityal,8
2021-01-18,jangaon,5
2021-01-18,jayashankar bhupalpally,2
2021-01-18,jogulamba gadwal,0
2021-01-18,kamareddy,1
2021-01-18,karimnagar,17
2021-01-18,khammam,6
2021-01-18,komarambheem asifabad,4
2021-01-18,mahaboobnagar,2
2021-01-18,mahabubabad,4
2021-01-18,mancherial,9
2021-01-18,medak,4
2021-01-18,medchal malkajigiri,11
2021-01-18,mulugu,1
2021-01-18,nagarkurnool,0
2021-01-18,nalgonda,8
2021-01-18,narayanpet,0
2021-01-18,nirmal,5
2021-01-18,nizamabad,4
2021-01-18,peddapalli,4
2021-01-18,rajanna siricilla,3
2021-01-18,rangareddy,16
2021-01-18,sangareddy,8
2021-01-18,siddipet,2
2021-01-18,suryapet,6
2021-01-18,total,206
2021-01-18,vikarabad,5
2021-01-18,wanaparthy,0
2021-01-18,warangal rural,2
2021-01-18,warangal urban,9
2021-01-18,yadadri bhonigir,4
2021-01-19,adilabad,6
2021-01-19,bhadradri kothagudem,9
2021-01-19,ghmc,51
2021-01-19,jagityal,9
2021-01-19,jangaon,6
2021-01-19,jayashankar bhupalpally,8
2021-01-19,jogulamba gadwal,1
2021-01-19,kamareddy,1
2021-01-19,karimnagar,11
2021-01-19,khammam,9
2021-01-19,komarambheem asifabad,5
2021-01-19,mahaboobnagar,4
2021-01-19,mahabubabad,1
2021-01-19,mancherial,10
2021-01-19,medak,3
2021-01-19,medchal malkajigiri,17
2021-01-19,mulugu,5
2021-01-19,nagarkurnool,0
2021-01-19,nalgonda,11
2021-01-19,narayanpet,1
2021-01-19,nirmal,3
2021-01-19,nizamabad,3
2021-01-19,peddapalli,10
2021-01-19,rajanna siricilla,7
2021-01-19,rangareddy,15
2021-01-19,sangareddy,8
2021-01-19,siddipet,6
2021-01-19,suryapet,9
2021-01-19,total,256
2021-01-19,vikarabad,9
2021-01-19,wanaparthy,0
2021-01-19,warangal rural,5
2021-01-19,warangal urban,10
2021-01-19,yadadri bhonigir,3
2021-01-20,adilabad,8
2021-01-20,bhadradri kothagudem,8
2021-01-20,ghmc,55
2021-01-20,jagityal,7
2021-01-20,jangaon,7
2021-01-20,jayashankar bhupalpally,7
2021-01-20,jogulamba gadwal,0
2021-01-20,kamareddy,1
2021-01-20,karimnagar,20
2021-01-20,khammam,8
2021-01-20,komarambheem asifabad,4
2021-01-20,mahaboobnagar,4
2021-01-20,mahabubabad,2
2021-01-20,mancherial,10
2021-01-20,medak,6
2021-01-20,medchal malkajigiri,18
2021-01-20,mulugu,0
2021-01-20,nagarkurnool,4
2021-01-20,nalgonda,9
2021-01-20,narayanpet,0
2021-01-20,nirmal,5
2021-01-20,nizamabad,4
2021-01-20,peddapalli,8
2021-01-20,rajanna siricilla,4
2021-01-20,rangareddy,16
2021-01-20,sangareddy,9
2021-01-20,siddipet,8
2021-01-20,suryapet,7
2021-01-20,total,267
2021-01-20,vikarabad,7
2021-01-20,wanaparthy,0
2021-01-20,warangal rural,7
2021-01-20,warangal urban,10
2021-01-20,yadadri bhonigir,4
2021-01-21,adilabad,6
2021-01-21,bhadradri kothagudem,6
2021-01-21,ghmc,39
2021-01-21,jagityal,7
2021-01-21,jangaon,3
2021-01-21,jayashankar bhupalpally,3
2021-01-21,jogulamba gadwal,0
2021-01-21,kamareddy,0
2021-01-21,karimnagar,16
2021-01-21,khammam,8
2021-01-21,komarambheem asifabad,1
2021-01-21,mahaboobnagar,5
2021-01-21,mahabubabad,5
2021-01-21,mancherial,5
2021-01-21,medak,4
2021-01-21,medchal malkajigiri,16
2021-01-21,mulugu,3
2021-01-21,nagarkurnool,3
2021-01-21,nalgonda,8
2021-01-21,narayanpet,2
2021-01-21,nirmal,2
2021-01-21,nizamabad,8
2021-01-21,peddapalli,6
2021-01-21,rajanna siricilla,6
2021-01-21,rangareddy,15
2021-01-21,sangareddy,8
2021-01-21,siddipet,6
2021-01-21,suryapet,8
2021-01-21,total,226
2021-01-21,vikarabad,6
2021-01-21,wanaparthy,3
2021-01-21,warangal rural,4
2021-01-21,warangal urban,10
2021-01-21,yadadri bhonigir,4
2021-01-22,adilabad,5
2021-01-22,bhadradri kothagudem,7
2021-01-22,ghmc,38
2021-01-22,jagityal,8
2021-01-22,jangaon,4
2021-01-22,jayashankar bhupalpally,4
2021-01-22,jogulamba gadwal,0
2021-01-22,kamareddy,0
2021-01-22,karimnagar,14
2021-01-22,khammam,6
2021-01-22,komarambheem asifabad,5
2021-01-22,mahaboobnagar,4
2021-01-22,mahabubabad,4
2021-01-22,mancherial,7
2021-01-22,medak,4
2021-01-22,medchal malkajigiri,14
2021-01-22,mulugu,3
2021-01-22,nagarkurnool,0
2021-01-22,nalgonda,8
2021-01-22,narayanpet,1
2021-01-22,nirmal,5
2021-01-22,nizamabad,6
2021-01-22,peddapalli,7
2021-01-22,rajanna siricilla,5
2021-01-22,rangareddy,14
2021-01-22,sangareddy,8
2021-01-22,siddipet,7
2021-01-22,suryapet,4
2021-01-22,total,214
2021-01-22,vikarabad,7
2021-01-22,wanaparthy,0
2021-01-22,warangal rural,3
2021-01-22,warangal urban,8
2021-01-22,yadadri bhonigir,4
2021-01-23,adilabad,4
2021-01-23,bhadradri kothagudem,5
2021-01-23,ghmc,36
2021-01-23,jagityal,9
2021-01-23,jangaon,2
2021-01-23,jayashankar bhupalpally,5
2021-01-23,jogulamba gadwal,3
2021-01-23,kamareddy,2
2021-01-23,karimnagar,17
2021-01-23,khammam,4
2021-01-23,komarambheem asifabad,3
2021-01-23,mahaboobnagar,6
2021-01-23,mahabubabad,2
2021-01-23,mancherial,8
2021-01-23,medak,4
2021-01-23,medchal malkajigiri,16
2021-01-23,mulugu,2
2021-01-23,nagarkurnool,5
2021-01-23,nalgonda,6
2021-01-23,narayanpet,0
2021-01-23,nirmal,5
2021-01-23,nizamabad,8
2021-01-23,peddapalli,9
2021-01-23,rajanna siricilla,0
2021-01-23,rangareddy,14
2021-01-23,sangareddy,10
2021-01-23,siddipet,7
2021-01-23,suryapet,4
2021-01-23,total,221
2021-01-23,vikarabad,4
2021-01-23,wanaparthy,2
2021-01-23,warangal rural,3
2021-01-23,warangal urban,10
2021-01-23,yadadri bhonigir,6
2021-01-24,adilabad,5
2021-01-24,bhadradri kothagudem,8
2021-01-24,ghmc,32
2021-01-24,jagityal,6
2021-01-24,jangaon,3
2021-01-24,jayashankar bhupalpally,3
2021-01-24,jogulamba gadwal,0
2021-01-24,kamareddy,4
2021-01-24,karimnagar,13
2021-01-24,khammam,6
2021-01-24,komarambheem asifabad,2
2021-01-24,mahaboobnagar,4
2021-01-24,mahabubabad,4
2021-01-24,mancherial,9
2021-01-24,medak,4
2021-01-24,medchal malkajigiri,12
2021-01-24,mulugu,3
2021-01-24,nagarkurnool,5
2021-01-24,nalgonda,6
2021-01-24,narayanpet,1
2021-01-24,nirmal,2
2021-01-24,nizamabad,5
2021-01-24,peddapalli,7
2021-01-24,rajanna siricilla,4
2021-01-24,rangareddy,12
2021-01-24,sangareddy,8
2021-01-24,siddipet,7
2021-01-24,suryapet,4
2021-01-24,total,197
2021-01-24,vikarabad,3
2021-01-24,wanaparthy,2
2021-01-24,warangal rural,4
2021-01-24,warangal urban,7
2021-01-24,yadadri bhonigir,2
2021-01-25,adilabad,1
2021-01-25,bhadradri kothagudem,0
2021-01-25,ghmc,35
2021-01-25,jagityal,4
2021-01-25,jangaon,4
2021-01-25,jayashankar bhupalpally,3
2021-01-25,jogulamba gadwal,0
2021-01-25,kamareddy,0
2021-01-25,karimnagar,10
2021-01-25,khammam,4
2021-01-25,komarambheem asifabad,1
2021-01-25,mahaboobnagar,5
2021-01-25,mahabubabad,4
2021-01-25,mancherial,7
2021-01-25,medak,4
2021-01-25,medchal malkajigiri,9
2021-01-25,mulugu,3
2021-01-25,nagarkurnool,2
2021-01-25,nalgonda,2
2021-01-25,narayanpet,0
2021-01-25,nirmal,1
2021-01-25,nizamabad,4
2021-01-25,peddapalli,4
2021-01-25,rajanna siricilla,0
2021-01-25,rangareddy,11
2021-01-25,sangareddy,8
2021-01-25,siddipet,1
2021-01-25,suryapet,2
2021-01-25,total,148
2021-01-25,vikarabad,7
2021-01-25,wanaparthy,0
2021-01-25,warangal rural,3
2021-01-25,warangal urban,6
2021-01-25,yadadri bhonigir,3
2021-01-26,adilabad,2
2021-01-26,bhadradri kothagudem,8
2021-01-26,ghmc,38
2021-01-26,jagityal,7
2021-01-26,jangaon,4
2021-01-26,jayashankar bhupalpally,5
2021-01-26,jogulamba gadwal,0
2021-01-26,kamareddy,2
2021-01-26,karimnagar,8
2021-01-26,khammam,8
