date,district,cumulative_under_observation,cumulative_under_home_isolation,cumulative_hospitalized,new_hospitalized
2020-11-15,Kannur,17653,16890.0,763,77
2020-11-15,Kasaragod,6069,5609.0,460,20
2020-11-15,total,322296,304463.0,17833,1963
2020-11-17,Thiruvananthapuram,27046,25137.0,1909,142
2020-11-17,Kollam,19279,18192.0,1087,128
2020-11-17,Pathanamthitta,10257,9526.0,731,63
2020-11-17,Alappuzha,14593,12924.0,1669,124
2020-11-17,Kottayam,20449,18800.0,1649,93
2020-11-17,Idukki,14123,13674.0,449,31
2020-11-17,Ernakulam,31413,29654.0,1759,79
2020-11-17,Thrissur,28296,26405.0,1891,161
2020-11-17,Palakkad,15922,14841.0,1081,120
2020-11-17,Malappuram,76891,75751.0,1140,126
2020-11-17,Kozhikode,26063,24287.0,1776,147
2020-11-17,Wayanad,12276,11767.0,509,60
2020-11-17,Kannur,17177,16491.0,686,65
2020-11-17,Kasaragod,6238,5769.0,469,14
2020-11-17,total,320023,303218.0,16805,1353
2020-11-18,Thiruvananthapuram,27234,25488.0,1746,173
2020-11-18,Kollam,18618,17207.0,1411,444
2020-11-18,Pathanamthitta,10234,9546.0,688,68
2020-11-18,Alappuzha,14192,12655.0,1537,136
2020-11-18,Kottayam,20437,18878.0,1559,223
2020-11-18,Idukki,14374,14011.0,363,35
2020-11-18,Ernakulam,31094,29513.0,1581,137
2020-11-18,Thrissur,28307,26416.0,1891,196
2020-11-18,Palakkad,16132,15042.0,1090,118
2020-11-18,Malappuram,77159,75990.0,1169,186
2020-11-18,Kozhikode,25961,24188.0,1773,207
2020-11-18,Wayanad,11970,11423.0,547,77
2020-11-18,Kannur,16921,16216.0,705,82
2020-11-18,Kasaragod,6200,5757.0,443,29
2020-11-18,total,318833,302330.0,16503,2111
2020-11-19,Thiruvananthapuram,27247,25523.0,1724,257
2020-11-19,Kollam,19096,17707.0,1389,135
2020-11-19,Pathanamthitta,10240,9549.0,691,103
2020-11-19,Alappuzha,13579,12037.0,1542,268
2020-11-19,Kottayam,19935,18406.0,1529,203
2020-11-19,Idukki,14669,14274.0,395,69
2020-11-19,Ernakulam,30822,29193.0,1629,208
2020-11-19,Thrissur,28279,26406.0,1873,211
2020-11-19,Palakkad,16692,15543.0,1149,123
2020-11-19,Malappuram,77330,76168.0,1162,143
2020-11-19,Kozhikode,25391,23669.0,1722,235
2020-11-19,Wayanad,11653,11106.0,547,57
2020-11-19,Kannur,16766,16069.0,697,70
2020-11-19,Kasaragod,6326,5897.0,429,49
2020-11-19,total,318025,301547.0,16478,2131
2020-11-21,Thiruvananthapuram,27586,25951.0,1635,147
2020-11-21,Kollam,19703,18318.0,1385,125
2020-11-21,Pathanamthitta,10205,9474.0,731,106
2020-11-21,Alappuzha,12226,10686.0,1540,165
2020-11-21,Kottayam,19640,18143.0,1497,256
2020-11-21,Idukki,15392,14940.0,452,58
2020-11-21,Ernakulam,28374,26807.0,1567,111
2020-11-21,Thrissur,28419,26606.0,1813,202
2020-11-21,Palakkad,16620,15472.0,1148,124
2020-11-21,Malappuram,80775,79533.0,1242,154
2020-11-21,Kozhikode,24683,22998.0,1685,206
2020-11-21,Wayanad,10995,10396.0,599,86
2020-11-21,Kannur,16780,16132.0,648,85
2020-11-21,Kasaragod,6681,6293.0,388,21
2020-11-21,total,318079,301749.0,16330,1846
2020-11-23,Thiruvananthapuram,28150,26615.0,1535,161
2020-11-23,Kollam,19295,17983.0,1312,73
2020-11-23,Pathanamthitta,10215,9470.0,745,94
2020-11-23,Alappuzha,11684,10126.0,1558,198
2020-11-23,Kottayam,19389,17792.0,1597,212
2020-11-23,Idukki,14512,14054.0,458,47
2020-11-23,Ernakulam,26192,24625.0,1567,101
2020-11-23,Thrissur,28582,26869.0,1713,141
2020-11-23,Palakkad,16319,15193.0,1126,123
2020-11-23,Malappuram,82490,81182.0,1308,109
2020-11-23,Kozhikode,23757,22105.0,1652,171
2020-11-23,Wayanad,10294,9720.0,574,36
2020-11-23,Kannur,16707,16067.0,640,58
2020-11-23,Kasaragod,6957,6594.0,363,27
2020-11-23,total,314543,298395.0,16148,1551
2020-11-24,Thiruvananthapuram,28124,26608.0,1516,159
2020-11-24,Kollam,20359,19040.0,1319,148
2020-11-24,Pathanamthitta,10227,9499.0,728,60
2020-11-24,Alappuzha,11145,9629.0,1516,88
2020-11-24,Kottayam,18189,16584.0,1605,180
2020-11-24,Idukki,14922,14468.0,454,28
2020-11-24,Ernakulam,26267,24794.0,1473,61
2020-11-24,Thrissur,28497,26847.0,1650,160
2020-11-24,Palakkad,15911,14792.0,1119,131
2020-11-24,Malappuram,84099,82753.0,1346,199
2020-11-24,Kozhikode,23468,21852.0,1616,156
2020-11-24,Wayanad,9804,9237.0,567,58
2020-11-24,Kannur,16783,16171.0,612,53
2020-11-24,Kasaragod,6957,6628.0,329,8
2020-11-24,total,314752,298902.0,15850,1489
2020-11-25,Thiruvananthapuram,28629,27109.0,1520,178
2020-11-25,Kollam,20278,19019.0,1259,118
2020-11-25,Pathanamthitta,10238,9536.0,702,52
2020-11-25,Alappuzha,10860,9508.0,1352,148
2020-11-25,Kottayam,17039,15335.0,1704,260
2020-11-25,Idukki,15266,14813.0,453,30
2020-11-25,Ernakulam,26319,24806.0,1513,195
2020-11-25,Thrissur,27546,25852.0,1694,200
2020-11-25,Palakkad,16199,15038.0,1161,151
2020-11-25,Malappuram,85259,83869.0,1390,106
2020-11-25,Kozhikode,23303,21619.0,1684,187
2020-11-25,Wayanad,9485,8816.0,669,137
2020-11-25,Kannur,16958,16355.0,603,63
2020-11-25,Kasaragod,7297,6941.0,356,28
2020-11-25,total,314676,298616.0,16060,1853
2020-11-26,Thiruvananthapuram,28505,26988.0,1517,191
2020-11-26,Kollam,19980,18859.0,1121,162
2020-11-26,Pathanamthitta,10226,9497.0,729,99
2020-11-26,Alappuzha,10668,9251.0,1417,187
2020-11-26,Kottayam,17638,15849.0,1789,242
2020-11-26,Idukki,15456,14981.0,475,57
2020-11-26,Ernakulam,27030,25518.0,1512,118
2020-11-26,Thrissur,28442,26699.0,1743,208
2020-11-26,Palakkad,16301,15088.0,1213,135
2020-11-26,Malappuram,86131,84714.0,1417,132
2020-11-26,Kozhikode,23207,21534.0,1673,174
2020-11-26,Wayanad,9421,8714.0,707,96
2020-11-26,Kannur,16967,16374.0,593,66
2020-11-26,Kasaragod,7223,6859.0,364,24
2020-11-26,total,317195,300925.0,16270,1891
2020-11-27,Thiruvananthapuram,29024,27486.0,1538,189
2020-11-27,Kollam,18399,17326.0,1073,93
2020-11-27,Pathanamthitta,10255,9471.0,784,116
2020-11-27,Alappuzha,10073,8686.0,1387,106
2020-11-27,Kottayam,16500,14731.0,1769,196
2020-11-27,Idukki,15463,14991.0,472,53
2020-11-27,Ernakulam,27817,26322.0,1495,94
2020-11-27,Thrissur,28205,26510.0,1695,231
2020-11-27,Palakkad,15897,14703.0,1194,123
2020-11-27,Malappuram,85192,83789.0,1403,114
2020-11-27,Kozhikode,23188,21581.0,1607,160
2020-11-27,Wayanad,9149,8461.0,688,43
2020-11-27,Kannur,16903,16319.0,584,45
2020-11-27,Kasaragod,7543,7155.0,388,31
2020-11-27,total,313608,297531.0,16077,1594
2020-11-28,Thiruvananthapuram,30180,28672.0,1508,166
2020-11-28,Kollam,16523,15472.0,1051,131
2020-11-28,Pathanamthitta,10263,9475.0,788,95
2020-11-28,Alappuzha,9797,8457.0,1340,77
2020-11-28,Kottayam,15574,13814.0,1760,162
2020-11-28,Idukki,14389,13920.0,469,47
2020-11-28,Ernakulam,28128,26594.0,1534,152
2020-11-28,Thrissur,28099,26429.0,1670,197
2020-11-28,Palakkad,16160,14982.0,1178,102
2020-11-28,Malappuram,86314,84915.0,1399,116
2020-11-28,Kozhikode,23177,21569.0,1608,232
2020-11-28,Wayanad,8913,8148.0,765,155
2020-11-28,Kannur,16838,16265.0,573,50
2020-11-28,Kasaragod,7896,7511.0,385,19
2020-11-28,total,312251,296223.0,16028,1701
2020-11-29,Thiruvananthapuram,31168,29677.0,1491,156
2020-11-29,Kollam,16454,15475.0,979,106
2020-11-29,Pathanamthitta,10286,9475.0,811,107
2020-11-29,Alappuzha,9837,8573.0,1264,164
2020-11-29,Kottayam,14513,12651.0,1862,307
2020-11-29,Idukki,14463,13967.0,496,67
2020-11-29,Ernakulam,28507,27007.0,1500,83
2020-11-29,Thrissur,28076,26420.0,1656,209
2020-11-29,Palakkad,16431,15251.0,1180,135
2020-11-29,Malappuram,85842,84483.0,1359,140
2020-11-29,Kozhikode,23473,21837.0,1636,196
2020-11-29,Wayanad,8358,7609.0,749,66
2020-11-29,Kannur,19802,19270.0,532,67
2020-11-29,Kasaragod,8287,7906.0,381,37
2020-11-29,total,315497,299601.0,15896,1840
2020-11-30,Thiruvananthapuram,31795,30339.0,1456,170
2020-11-30,Kollam,16236,15318.0,918,81
2020-11-30,Pathanamthitta,10309,9474.0,835,100
2020-11-30,Alappuzha,9727,8402.0,1325,86
2020-11-30,Kottayam,13123,11235.0,1888,191
2020-11-30,Idukki,13260,12798.0,462,51
2020-11-30,Ernakulam,28572,27090.0,1482,111
2020-11-30,Thrissur,28380,26754.0,1626,152
2020-11-30,Palakkad,15791,14659.0,1132,128
2020-11-30,Malappuram,85239,83913.0,1326,133
2020-11-30,Kozhikode,23463,21853.0,1610,136
2020-11-30,Wayanad,8244,7543.0,701,49
2020-11-30,Kannur,19636,19124.0,512,61
2020-11-30,Kasaragod,7995,7592.0,403,32
2020-11-30,total,311770,296094.0,15676,1481
2020-12-01,Thiruvananthapuram,32099,30694.0,1405,156
2020-12-01,Kollam,15848,14956.0,892,95
2020-12-01,Pathanamthitta,10327,9548.0,779,108
2020-12-01,Alappuzha,9501,8233.0,1268,78
2020-12-01,Kottayam,12373,10597.0,1776,150
2020-12-01,Idukki,12806,12384.0,422,17
2020-12-01,Ernakulam,28913,27557.0,1356,102
2020-12-01,Thrissur,26920,25312.0,1608,177
2020-12-01,Palakkad,15884,14765.0,1119,128
2020-12-01,Malappuram,85907,84613.0,1294,132
2020-12-01,Kozhikode,23572,21981.0,1591,162
2020-12-01,Wayanad,8743,8002.0,741,116
2020-12-01,Kannur,19740,19224.0,516,61
2020-12-01,Kasaragod,7978,7628.0,350,12
2020-12-01,total,310611,295494.0,15117,1494
2020-12-02,Thiruvananthapuram,33046,31611.0,1435,170
2020-12-02,Kollam,15655,14756.0,899,104
2020-12-02,Pathanamthitta,10351,9556.0,795,100
2020-12-02,Alappuzha,9389,8204.0,1185,165
2020-12-02,Kottayam,10631,8712.0,1919,250
2020-12-02,Idukki,12480,12060.0,420,30
2020-12-02,Ernakulam,27528,26205.0,1323,86
2020-12-02,Thrissur,26997,25352.0,1645,211
2020-12-02,Palakkad,15724,14619.0,1105,103
2020-12-02,Malappuram,85159,83887.0,1272,122
2020-12-02,Kozhikode,24508,22922.0,1586,152
2020-12-02,Wayanad,8733,7918.0,815,114
2020-12-02,Kannur,21059,20548.0,511,72
2020-12-02,Kasaragod,8020,7668.0,352,37
2020-12-02,total,309280,294018.0,15262,1716
2020-12-04,Thiruvananthapuram,33470,32132.0,1338,144
2020-12-04,Kollam,14894,14116.0,778,75
2020-12-04,Pathanamthitta,10365,9439.0,926,168
2020-12-04,Alappuzha,9322,8077.0,1245,121
2020-12-04,Kottayam,11307,9513.0,1794,176
2020-12-04,Idukki,11634,11215.0,419,53
2020-12-04,Ernakulam,29997,28670.0,1327,130
2020-12-04,Thrissur,26740,25001.0,1739,258
2020-12-04,Palakkad,14995,13968.0,1027,111
2020-12-04,Malappuram,85994,84677.0,1317,141
2020-12-04,Kozhikode,26294,24761.0,1533,156
2020-12-04,Wayanad,9495,8657.0,838,106
2020-12-04,Kannur,21495,21003.0,492,69
2020-12-04,Kasaragod,8027,7700.0,327,18
2020-12-04,total,314029,298929.0,15100,1726
2020-12-06,Thiruvananthapuram,33372,32046.0,1326,157
2020-12-06,Kollam,14910,14148.0,762,95
2020-12-06,Pathanamthitta,10420,9527.0,893,111
2020-12-06,Alappuzha,9223,8046.0,1177,98
2020-12-06,Kottayam,11434,9688.0,1746,267
2020-12-06,Idukki,11582,11194.0,388,21
2020-12-06,Ernakulam,28351,27020.0,1331,114
2020-12-06,Thrissur,24337,22568.0,1769,167
2020-12-06,Palakkad,14656,13619.0,1037,118
2020-12-06,Malappuram,87438,86196.0,1242,102
2020-12-06,Kozhikode,29058,27499.0,1559,189
2020-12-06,Wayanad,10198,9303.0,895,114
2020-12-06,Kannur,21143,20652.0,491,67
2020-12-06,Kasaragod,8278,7963.0,315,23
2020-12-06,total,314400,299469.0,14931,1643
2020-12-07,Thiruvananthapuram,32867,31585.0,1282,73
2020-12-07,Kollam,14666,13931.0,735,61
2020-12-07,Pathanamthitta,10450,9531.0,919,114
2020-12-07,Alappuzha,9034,7765.0,1269,173
2020-12-07,Kottayam,11276,9610.0,1666,169
2020-12-07,Idukki,11335,10969.0,366,86
2020-12-07,Ernakulam,26109,24806.0,1303,58
2020-12-07,Thrissur,24317,22589.0,1728,169
2020-12-07,Palakkad,14920,13876.0,1044,91
2020-12-07,Malappuram,85513,84298.0,1215,127
2020-12-07,Kozhikode,29989,28495.0,1494,141
2020-12-07,Wayanad,10695,9901.0,794,40
2020-12-07,Kannur,21216,20735.0,481,45
2020-12-07,Kasaragod,7500,7213.0,287,6
2020-12-07,total,309887,295304.0,14583,1353
2020-12-08,Thiruvananthapuram,32141,30946.0,1195,130
2020-12-08,Kollam,14350,13612.0,738,82
2020-12-08,Pathanamthitta,10341,9412.0,929,96
2020-12-08,Alappuzha,8932,7717.0,1215,76
2020-12-08,Kottayam,12392,10794.0,1598,104
2020-12-08,Idukki,10837,10460.0,377,52
2020-12-08,Ernakulam,26803,25518.0,1285,103
2020-12-08,Thrissur,24020,22413.0,1607,132
2020-12-08,Palakkad,14527,13497.0,1030,104
2020-12-08,Malappuram,85772,84580.0,1192,123
2020-12-08,Kozhikode,30650,29215.0,1435,145
2020-12-08,Wayanad,11240,10445.0,795,80
2020-12-08,Kannur,20849,20360.0,489,45
2020-12-08,Kasaragod,7491,7235.0,256,1
2020-12-08,total,310345,296204.0,14141,1273
2020-12-09,Thiruvananthapuram,31423,30241.0,1182,112
2020-12-09,Kollam,14168,13444.0,724,73
2020-12-09,Pathanamthitta,10250,9352.0,898,48
2020-12-09,Alappuzha,8588,7494.0,1094,92
2020-12-09,Kottayam,12689,11020.0,1669,266
2020-12-09,Idukki,10081,9716.0,365,10
2020-12-09,Ernakulam,27532,26199.0,1333,156
2020-12-09,Thrissur,24720,23067.0,1653,188
2020-12-09,Palakkad,14277,13262.0,1015,111
2020-12-09,Malappuram,85778,84589.0,1189,103
2020-12-09,Kozhikode,31279,29834.0,1445,149
2020-12-09,Wayanad,11567,10746.0,821,85
2020-12-09,Kannur,20382,19873.0,509,90
2020-12-09,Kasaragod,7201,6934.0,267,16
2020-12-09,total,309935,295771.0,14164,1499
2020-12-12,Thiruvananthapuram,30350,29262.0,1088,122
2020-12-12,Kollam,14905,14232.0,673,101
2020-12-12,Pathanamthitta,10010,9074.0,936,139
2020-12-12,Alappuzha,8397,7262.0,1135,106
2020-12-12,Kottayam,13058,11429.0,1629,146
2020-12-12,Idukki,9673,9313.0,360,54
2020-12-12,Ernakulam,28471,27155.0,1316,108
2020-12-12,Thrissur,24247,22733.0,1514,126
2020-12-12,Palakkad,14148,13209.0,939,59
2020-12-12,Malappuram,86079,85015.0,1064,142
2020-12-12,Kozhikode,33421,32014.0,1407,136
2020-12-12,Wayanad,12009,11343.0,666,27
2020-12-12,Kannur,23454,22916.0,538,77
2020-12-12,Kasaragod,7422,7145.0,277,36
2020-12-12,total,315644,302102.0,13542,1379
2020-12-13,Thiruvananthapuram,28325,27234.0,1091,136
2020-12-13,Kollam,13684,13004.0,680,83
2020-12-13,Pathanamthitta,9768,8803.0,965,150
2020-12-13,Alappuzha,8238,7163.0,1075,90
2020-12-13,Kottayam,13344,11751.0,1593,212
2020-12-13,Idukki,9166,8821.0,345,29
2020-12-13,Ernakulam,31621,30307.0,1314,174
2020-12-13,Thrissur,24209,22788.0,1421,164
2020-12-13,Palakkad,13499,12561.0,938,141
2020-12-13,Malappuram,86794,85725.0,1069,139
2020-12-13,Kozhikode,35990,34579.0,1411,203
2020-12-13,Wayanad,11507,10818.0,689,81
2020-12-13,Kannur,22658,22128.0,530,63
2020-12-13,Kasaragod,7744,7468.0,276,15
2020-12-13,total,316547,303150.0,13397,1680
2020-12-14,Thiruvananthapuram,27217,26145.0,1072,100
2020-12-14,Kollam,13783,13105.0,678,66
2020-12-14,Pathanamthitta,9666,8701.0,965,159
2020-12-14,Alappuzha,8101,6977.0,1124,105
2020-12-14,Kottayam,12049,10501.0,1548,185
2020-12-14,Idukki,8953,8619.0,334,25
2020-12-14,Ernakulam,30330,29021.0,1309,91
2020-12-14,Thrissur,24069,22637.0,1432,177
2020-12-14,Palakkad,13363,12459.0,904,93
2020-12-14,Malappuram,85082,84035.0,1047,122
2020-12-14,Kozhikode,36085,34740.0,1345,153
2020-12-14,Wayanad,11362,10731.0,631,48
2020-12-14,Kannur,22349,21825.0,524,64
2020-12-14,Kasaragod,7698,7424.0,274,6
2020-12-14,total,310107,296920.0,13187,1394
2020-12-15,Thiruvananthapuram,26052,24933.0,1119,183
2020-12-15,Kollam,14266,13591.0,675,104
2020-12-15,Pathanamthitta,9607,8589.0,1018,89
2020-12-15,Alappuzha,7820,6731.0,1089,88
2020-12-15,Kottayam,11721,10174.0,1547,125
2020-12-15,Idukki,8621,8249.0,372,66
2020-12-15,Ernakulam,30508,29188.0,1320,77
2020-12-15,Thrissur,23960,22659.0,1301,128
2020-12-15,Palakkad,13062,12138.0,924,79
2020-12-15,Malappuram,82969,81844.0,1125,178
2020-12-15,Kozhikode,34738,33469.0,1269,84
2020-12-15,Wayanad,11526,10890.0,636,97
2020-12-15,Kannur,21701,21182.0,519,58
2020-12-15,Kasaragod,7614,7350.0,264,1
2020-12-15,total,304165,290987.0,13178,1357
2020-12-17,Thiruvananthapuram,25026,23859.0,1167,114
2020-12-17,Kollam,13839,13185.0,654,70
2020-12-17,Pathanamthitta,9533,8481.0,1052,127
2020-12-17,Alappuzha,7336,6324.0,1012,118
2020-12-17,Kottayam,12297,10654.0,1643,260
2020-12-17,Idukki,7878,7496.0,382,35
2020-12-17,Ernakulam,30451,29098.0,1353,163
2020-12-17,Thrissur,23697,22319.0,1378,183
2020-12-17,Palakkad,12486,11617.0,869,80
2020-12-17,Malappuram,80910,79785.0,1125,158
2020-12-17,Kozhikode,32521,31285.0,1236,125
2020-12-17,Wayanad,10848,10158.0,690,68
2020-12-17,Kannur,23852,23310.0,542,53
2020-12-17,Kasaragod,6073,5818.0,255,9
2020-12-17,total,296747,283389.0,13358,1563
2020-12-18,Thiruvananthapuram,25124,23931.0,1193,164
2020-12-18,Kollam,13917,13254.0,663,77
2020-12-18,Pathanamthitta,9511,8403.0,1108,156
2020-12-18,Alappuzha,7127,6088.0,1039,116
2020-12-18,Kottayam,12308,10657.0,1651,170
2020-12-18,Idukki,8005,7605.0,400,40
2020-12-18,Ernakulam,31318,29917.0,1401,155
2020-12-18,Thrissur,23447,22125.0,1322,140
2020-12-18,Palakkad,12116,11263.0,853,98
2020-12-18,Malappuram,79529,78437.0,1092,67
2020-12-18,Kozhikode,31766,30541.0,1225,133
2020-12-18,Wayanad,10706,10050.0,656,72
2020-12-18,Kannur,23421,22866.0,555,65
2020-12-18,Kasaragod,6351,6080.0,271,17
2020-12-18,total,294646,281217.0,13429,1470
2020-12-19,Thiruvananthapuram,24659,23462.0,1197,139
2020-12-19,Kollam,13053,12377.0,676,101
2020-12-19,Pathanamthitta,9517,8385.0,1132,121
2020-12-19,Alappuzha,7175,6092.0,1083,129
2020-12-19,Kottayam,12867,11235.0,1632,205
2020-12-19,Idukki,7955,7540.0,415,47
2020-12-19,Ernakulam,30119,28744.0,1375,103
2020-12-19,Thrissur,23351,21999.0,1352,165
2020-12-19,Palakkad,12042,11226.0,816,53
2020-12-19,Malappuram,79684,78647.0,1037,54
2020-12-19,Kozhikode,30804,29506.0,1298,180
2020-12-19,Wayanad,10502,9810.0,692,93
2020-12-19,Kannur,22234,21678.0,556,72
2020-12-19,Kasaragod,5948,5676.0,272,12
2020-12-19,total,289910,276377.0,13533,1474
2020-12-20,Thiruvananthapuram,24710,23494.0,1216,141
2020-12-20,Kollam,13909,13221.0,688,99
2020-12-20,Pathanamthitta,9482,8308.0,1174,147
2020-12-20,Alappuzha,7211,6122.0,1089,116
2020-12-20,Kottayam,13301,11699.0,1602,131
2020-12-20,Idukki,7991,7590.0,401,39
2020-12-20,Ernakulam,29257,27826.0,1431,138
2020-12-20,Thrissur,23236,21844.0,1392,158
2020-12-20,Palakkad,11936,11110.0,826,87
2020-12-20,Malappuram,78621,77582.0,1039,91
2020-12-20,Kozhikode,30055,28842.0,1213,83
2020-12-20,Wayanad,10389,9631.0,758,92
2020-12-20,Kannur,20978,20383.0,595,61
2020-12-20,Kasaragod,6023,5746.0,277,10
2020-12-20,total,287099,273398.0,13701,1393
2020-12-21,Thiruvananthapuram,24417,23194.0,1223,122
2020-12-21,Kollam,14154,13477.0,677,99
2020-12-21,Pathanamthitta,9458,8295.0,1163,144
2020-12-21,Alappuzha,7071,5929.0,1142,136
2020-12-21,Kottayam,12761,11179.0,1582,232
2020-12-21,Idukki,8084,7699.0,385,18
2020-12-21,Ernakulam,29693,28259.0,1434,92
2020-12-21,Thrissur,23301,21900.0,1401,164
2020-12-21,Palakkad,11816,10976.0,840,65
2020-12-21,Malappuram,75337,74332.0,1005,66
2020-12-21,Kozhikode,28820,27600.0,1220,77
2020-12-21,Wayanad,10389,9717.0,672,23
2020-12-21,Kannur,19285,18717.0,568,51
2020-12-21,Kasaragod,5789,5491.0,298,23
2020-12-21,total,280375,266765.0,13610,1312
2020-12-22,Thiruvananthapuram,24166,22926.0,1240,144
2020-12-22,Kollam,14055,13382.0,673,82
2020-12-22,Pathanamthitta,9470,8332.0,1138,110
2020-12-22,Alappuzha,7722,6629.0,1093,59
2020-12-22,Kottayam,13623,11805.0,1818,368
2020-12-22,Idukki,8234,7848.0,386,57
2020-12-22,Ernakulam,30919,29520.0,1399,117
2020-12-22,Thrissur,23348,22049.0,1299,105
2020-12-22,Palakkad,11644,10844.0,800,75
2020-12-22,Malappuram,74883,73910.0,973,68
2020-12-22,Kozhikode,27628,26439.0,1189,113
2020-12-22,Wayanad,10314,9641.0,673,78
2020-12-22,Kannur,18007,17438.0,569,60
2020-12-22,Kasaragod,5698,5415.0,283,5
2020-12-22,total,279711,266178.0,13533,1441
2020-12-23,Thiruvananthapuram,24171,22919.0,1252,133
2020-12-23,Kollam,13952,13135.0,817,202
2020-12-23,Pathanamthitta,9479,8307.0,1172,121
2020-12-23,Alappuzha,7571,6654.0,917,55
2020-12-23,Kottayam,13757,11841.0,1916,202
2020-12-23,Idukki,8265,7880.0,385,27
2020-12-23,Ernakulam,30058,28737.0,1321,93
2020-12-23,Thrissur,23292,21958.0,1334,176
2020-12-23,Palakkad,11329,10568.0,761,86
2020-12-23,Malappuram,73918,72942.0,976,103
2020-12-23,Kozhikode,26745,25588.0,1157,115
2020-12-23,Wayanad,9760,9035.0,725,115
2020-12-23,Kannur,16554,15991.0,563,42
2020-12-23,Kasaragod,5355,5090.0,265,12
2020-12-23,total,274206,260645.0,13561,1482
2020-12-24,Thiruvananthapuram,23995,22811.0,1184,153
2020-12-24,Kollam,13385,12421.0,964,224
2020-12-24,Pathanamthitta,9493,8311.0,1182,121
2020-12-24,Alappuzha,7458,6380.0,1078,199
2020-12-24,Kottayam,14168,12296.0,1872,166
2020-12-24,Idukki,8248,7881.0,367,43
2020-12-24,Ernakulam,30530,29202.0,1328,142
2020-12-24,Thrissur,22962,21615.0,1347,180
2020-12-24,Palakkad,11465,10707.0,758,81
2020-12-24,Malappuram,73103,72105.0,998,122
2020-12-24,Kozhikode,25523,24350.0,1173,95
2020-12-24,Wayanad,9688,9012.0,676,56
2020-12-24,Kannur,15480,14947.0,533,52
2020-12-24,Kasaragod,5227,4975.0,252,11
2020-12-24,total,270725,257013.0,13712,1645
2020-12-25,Thiruvananthapuram,23719,22463.0,1256,200
2020-12-25,Kollam,12831,11853.0,978,100
2020-12-25,Pathanamthitta,9480,8292.0,1188,137
2020-12-25,Alappuzha,7258,6138.0,1120,134
2020-12-25,Kottayam,14363,12505.0,1858,105
2020-12-25,Idukki,8329,7960.0,369,29
2020-12-25,Ernakulam,29454,28139.0,1315,102
2020-12-25,Thrissur,22713,21431.0,1282,170
2020-12-25,Palakkad,11448,10691.0,757,81
2020-12-25,Malappuram,71462,70444.0,1018,80
2020-12-25,Kozhikode,24251,23140.0,1111,81
2020-12-25,Wayanad,10055,9403.0,652,81
2020-12-25,Kannur,14696,14173.0,523,52
2020-12-25,Kasaragod,4925,4667.0,258,15
2020-12-25,total,264984,251299.0,13685,1367
2020-12-26,Thiruvananthapuram,23200,21971.0,1229,89
2020-12-26,Kollam,12895,11961.0,934,68
2020-12-26,Pathanamthitta,9490,8291.0,1199,105
2020-12-26,Alappuzha,7007,5959.0,1048,111
2020-12-26,Kottayam,14171,12317.0,1854,161
2020-12-26,Idukki,8335,7948.0,387,35
2020-12-26,Ernakulam,29974,28700.0,1274,102
2020-12-26,Thrissur,22291,21038.0,1253,112
2020-12-26,Palakkad,11095,10375.0,720,41
2020-12-26,Malappuram,70555,69574.0,981,63
2020-12-26,Kozhikode,22176,21151.0,1025,64
2020-12-26,Wayanad,9593,8972.0,621,50
2020-12-26,Kannur,13650,13171.0,479,51
2020-12-26,Kasaragod,4651,4395.0,256,9
2020-12-26,total,259083,245823.0,13260,1061
2020-12-27,Thiruvananthapuram,23133,21884.0,1249,140
2020-12-27,Kollam,12540,11578.0,962,65
2020-12-27,Pathanamthitta,9518,8396.0,1122,127
2020-12-27,Alappuzha,6854,5804.0,1050,93
2020-12-27,Kottayam,14356,12501.0,1855,115
2020-12-27,Idukki,8092,7707.0,385,50
2020-12-27,Ernakulam,29681,28450.0,1231,90
2020-12-27,Thrissur,21910,20635.0,1275,147
2020-12-27,Palakkad,10718,10015.0,703,52
2020-12-27,Malappuram,71007,70047.0,960,79
2020-12-27,Kozhikode,22097,21066.0,1031,85
2020-12-27,Wayanad,9557,8959.0,598,51
2020-12-27,Kannur,12550,12070.0,480,41
2020-12-27,Kasaragod,4601,4353.0,248,6
2020-12-27,total,256614,243465.0,13149,1141
2020-12-29,Thiruvananthapuram,22494,21355.0,1139,116
2020-12-29,Kollam,12036,11152.0,884,100
2020-12-29,Pathanamthitta,10204,9171.0,1033,78
2020-12-29,Alappuzha,7112,6116.0,996,93
2020-12-29,Kottayam,12694,11227.0,1467,105
2020-12-29,Idukki,7927,7596.0,331,26
2020-12-29,Ernakulam,30332,29119.0,1213,113
2020-12-29,Thrissur,21603,20442.0,1161,117
2020-12-29,Palakkad,10359,9733.0,626,79
2020-12-29,Malappuram,68516,67578.0,938,108
2020-12-29,Kozhikode,21745,20719.0,1026,89
2020-12-29,Wayanad,9448,8879.0,569,54
2020-12-29,Kannur,10344,9888.0,456,46
2020-12-29,Kasaragod,4348,4101.0,247,6
2020-12-29,total,249162,237076.0,12086,1130
2020-12-31,Thiruvananthapuram,21438,20252.0,1186,156
2020-12-31,Kollam,11511,10567.0,944,107
2020-12-31,Pathanamthitta,10640,9415.0,1225,160
2020-12-31,Alappuzha,6988,6015.0,973,88
2020-12-31,Kottayam,12386,10886.0,1500,201
2020-12-31,Idukki,7828,7525.0,303,38
2020-12-31,Ernakulam,30592,29334.0,1258,147
2020-12-31,Thrissur,22119,20924.0,1195,131
