date,cases_positive,tests_conducted,positivity_rate,cases_recovered,deaths
2021-11-19,30.0,56689.0,0.05,67.0,0.0
2021-11-20,32.0,54249.0,0.06,32.0,0.0
2021-11-21,29.0,49139.0,0.06,45.0,0.0
2021-11-22,26.0,40532.0,0.06,38.0,0.0
2021-11-23,27.0,49590.0,0.05,28.0,0.0
2021-11-24,35.0,54268.0,0.06,20.0,0.0
2021-11-25,30.0,55930.0,0.05,32.0,0.0
2021-11-26,23.0,58615.0,0.04,31.0,0.0
2021-11-27,32.0,53515.0,0.06,33.0,1.0
2021-11-28,32.0,53515.0,0.06,33.0,1.0
2021-11-29,39.0,59507.0,0.07,40.0,0.0
2021-11-30,41.0,63194.0,0.06,196.0,0.0
2021-12-01,39.0,59507.0,0.07,40.0,0.0
2021-12-02,41.0,63194.0,0.06,196.0,0.0
2021-12-03,54.0,62221.0,0.09,29.0,0.0
2021-12-04,51.0,64826.0,0.08,61.0,0.0
2021-12-05,63.0,55711.0,0.11,15.0,0.0
2021-12-06,40.0,46481.0,0.09,65.0,1.0
2021-12-07,51.0,50023.0,0.1,19.0,0.0
2021-12-08,65.0,59429.0,0.11,36.0,1.0
2021-12-09,55.0,59890.0,0.09,73.0,0.0
