date,cumulative_positive_cases,cumulative_positivity_rate,cumulative_recovered,cumulative_deaths,cumulative_cfr,active_cases
2020-11-09,443552.0,8.63,396697.0,7060.0,1.59,39795.0
2020-11-10,451382.0,8.68,402854.0,7143.0,1.58,41385.0
2020-11-11,459975.0,8.74,410118.0,7228.0,1.57,42629.0
2020-11-12,467028.0,8.77,416580.0,7332.0,1.57,43116.0
2020-11-13,474830.0,8.83,423078.0,7423.0,1.56,44329.0
2020-11-14,482170.0,8.88,430195.0,7519.0,1.56,44456.0
2020-11-15,,,,,,
2020-11-16,489202.0,8.93,441361.0,7713.0,1.58,40128.0
2020-11-17,495598.0,8.96,445782.0,7812.0,1.58,42004.0
2020-11-18,503084.0,9.0,452683.0,7943.0,1.58,42458.0
2020-11-19,510630.0,9.03,459368.0,8041.0,1.57,43221.0
2020-11-20,517238.0,9.05,468143.0,8159.0,1.58,40936.0
2020-11-21,523117.0,9.08,475106.0,8270.0,1.58,39741.0
2020-11-22,529863.0,9.11,481260.0,8391.0,1.58,40212.0
2020-11-23,534317.0,9.13,488476.0,8512.0,1.59,37329.0
2020-11-24,540541.0,9.14,493419.0,8621.0,1.59,38501.0
2020-11-25,545787.0,9.13,498780.0,8720.0,1.6,38287.0
2020-11-26,551262.0,9.13,503717.0,8811.0,1.6,38734.0
2020-11-27,556744.0,9.12,509654.0,8909.0,1.6,38181.0
2020-11-28,561742.0,9.1,516166.0,8998.0,1.6,36578.0
2020-11-29,566648.0,9.08,522491.0,9066.0,1.6,35091.0
2020-11-30,570374.0,9.07,528315.0,9174.0,1.61,32885.0
2020-12-01,574380.0,9.05,533351.0,9260.0,1.61,31769.0
2020-12-02,578324.0,9.0,538680.0,9342.0,1.62,30302.0
2020-12-03,582058.0,8.95,543514.0,9424.0,1.62,29120.0
2020-12-04,,,,,,
2020-12-05,589544.0,8.84,553292.0,9574.0,1.62,26678.0
2020-12-06,592250.0,8.79,557914.0,9643.0,1.63,24693.0
2020-12-07,593924.0,8.74,561732.0,9706.0,1.63,22486.0
2020-12-08,601150.0,8.58,572523.0,9874.0,1.64,18753.0
2020-12-09,599575.0,8.64,569216.0,9813.0,1.64,20546.0
2020-12-10,601150.0,8.58,572523.0,9874.0,1.64,18753.0
2020-12-11,603535.0,8.53,574925.0,9934.0,1.65,18676.0
2020-12-12,605470.0,8.47,578116.0,9981.0,1.65,17373.0
2020-12-13,607454.0,8.41,580655.0,10014.0,1.65,16785.0
2020-12-14,608830.0,8.36,583509.0,10074.0,1.65,15247.0
2020-12-15,,,,,,
2020-12-16,611994.0,8.21,588586.0,10147.0,1.66,13261.0
2020-12-17,613357.0,8.13,590977.0,10182.0,1.66,12198.0
2020-12-18,614775.0,8.06,593137.0,10219.0,1.66,11419.0
2020-12-19,615914.0,7.98,595305.0,10251.0,1.66,10358.0
2020-12-20,617005.0,7.91,596580.0,10277.0,1.67,10148.0
2020-12-21,617808.0,7.86,598249.0,10304.0,1.67,9255.0
2020-12-22,618747.0,7.79,599683.0,10329.0,1.67,8735.0
2020-12-23,619618.0,7.71,601268.0,10347.0,1.67,8003.0
2020-12-24,620681.0,7.64,602388.0,10384.0,1.67,7909.0
2020-12-25,621439.0,7.57,603758.0,10414.0,1.68,7267.0
2020-12-26,622094.0,7.52,604746.0,10437.0,1.68,6911.0
2020-12-27,622851.0,7.46,605685.0,10453.0,1.68,6713.0
2020-12-28,623415.0,7.41,606644.0,10474.0,1.68,6297.0
2020-12-29,624118.0,7.35,607494.0,10502.0,1.68,6122.0
2020-12-30,624795.0,7.28,608434.0,10523.0,1.68,5838.0
2020-12-31,625369.0,7.22,609322.0,10536.0,1.68,5511.0
2021-01-01,625954.0,7.16,610039.0,10557.0,1.69,5358.0
2021-01-02,626448.0,7.11,610535.0,10571.0,1.69,5342.0
2021-01-03,626872.0,7.06,611243.0,10585.0,1.69,5044.0
2021-01-04,627256.0,7.03,611970.0,10597.0,1.69,4689.0
2021-01-05,627698.0,6.97,612527.0,10609.0,1.69,4562.0
2021-01-06,628352.0,6.92,613246.0,10625.0,1.69,4481.0
2021-01-07,628838.0,6.87,614026.0,10644.0,1.69,4168.0
2021-01-08,629282.0,6.81,614849.0,10654.0,1.69,3779.0
2021-01-09,629801.0,6.76,615452.0,10666.0,1.69,3683.0
2021-01-10,630200.0,6.71,616054.0,10678.0,1.69,3468.0
2021-01-11,630506.0,6.67,616461.0,10691.0,1.7,3354.0
2021-01-12,630892.0,6.62,617006.0,10707.0,1.7,3179.0
2021-01-13,631249.0,6.58,617540.0,10718.0,1.7,2991.0
2021-01-14,631589.0,6.53,617930.0,10722.0,1.7,2937.0
2021-01-15,631884.0,6.49,618357.0,10732.0,1.7,2795.0
2021-01-16,632183.0,6.45,618754.0,10738.0,1.7,2691.0
2021-01-17,632429.0,6.4,619139.0,10746.0,1.7,2544.0
2021-01-18,632590.0,6.37,619501.0,10754.0,1.7,2335.0
2021-01-19,632821.0,6.33,619723.0,10764.0,1.7,2334.0
2021-01-20,633049.0,6.29,620128.0,10774.0,1.7,2147.0
2021-01-21,633276.0,6.24,620374.0,10782.0,1.7,2120.0
2021-01-22,633542.0,6.2,620693.0,10789.0,1.7,2060.0
2021-01-23,633739.0,6.16,621060.0,10799.0,1.7,1880.0
2021-01-24,633924.0,6.12,621375.0,10808.0,1.7,1741.0
2021-01-25,634072.0,6.1,621565.0,10813.0,1.7,1694.0
2021-01-26,634229.0,6.06,621783.0,10820.0,1.71,1626.0
2021-01-27,634325.0,6.04,621995.0,10829.0,1.71,1501.0
2021-01-28,634524.0,6.01,622114.0,10835.0,1.71,1575.0
2021-01-29,634773.0,5.98,622381.0,10841.0,1.71,1551.0
2021-01-30,634956.0,5.94,622671.0,10849.0,1.71,1436.0
2021-01-31,635096.0,5.91,622882.0,10853.0,1.71,1361.0
2021-02-01,635217.0,5.89,623096.0,10856.0,1.71,1265.0
2021-02-02,635331.0,5.86,623256.0,10858.0,1.71,1217.0
2021-02-03,635481.0,5.83,623409.0,10864.0,1.71,1208.0
2021-02-04,635639.0,5.8,623574.0,10871.0,1.71,1194.0
2021-02-05,635793.0,5.77,623714.0,10873.0,1.71,1206.0
2021-02-06,635916.0,5.73,623865.0,10877.0,1.71,1174.0
2021-02-07,636035.0,5.71,624044.0,10879.0,1.71,1112.0
2021-02-09,636260.0,5.65,624326.0,10882.0,1.71,1052.0
2021-02-10,636387.0,5.62,624457.0,10884.0,1.71,1046.0
2021-02-11,636529.0,5.59,624592.0,10886.0,1.71,1051.0
2021-02-12,636670.0,5.56,624728.0,10889.0,1.71,1053.0
2021-02-13,636796.0,5.53,624866.0,10889.0,1.71,1041.0
2021-02-14,636946.0,5.51,625024.0,10891.0,1.71,1031.0
2021-02-15,637087.0,5.49,625158.0,10893.0,1.71,1036.0
2021-02-16,637181.0,5.46,625268.0,10894.0,1.71,1019.0
2021-02-17,637315.0,5.44,625343.0,10894.0,1.71,1078.0
2021-02-18,637445.0,5.41,625496.0,10896.0,1.71,1053.0
2021-02-19,637603.0,5.38,625653.0,10897.0,1.71,1053.0
2021-02-20,637755.0,5.36,625832.0,10898.0,1.71,1025.0
2021-02-21,637900.0,5.33,625929.0,10900.0,1.71,1071.0
2021-02-22,638028.0,5.31,626086.0,10901.0,1.71,1041.0
2021-02-23,638173.0,5.29,626216.0,10903.0,1.71,1054.0
2021-02-24,638373.0,5.26,626331.0,10905.0,1.71,1137.0
2021-02-25,638593.0,5.24,626519.0,10905.0,1.71,1169.0
2021-02-26,638849.0,5.21,626712.0,10906.0,1.71,1231.0
2021-02-27,639092.0,5.19,626876.0,10909.0,1.71,1307.0
2021-02-28,,,,,,
2021-03-01,639464.0,5.15,627149.0,10911.0,1.71,1404.0
2021-03-02,639681.0,5.12,627227.0,10911.0,1.71,1543.0
2021-03-03,639921.0,5.1,627423.0,10914.0,1.71,1584.0
2021-03-04,640182.0,5.07,627566.0,10915.0,1.7,1701.0
2021-03-05,640494.0,5.05,627797.0,10918.0,1.7,1779.0
2021-03-06,640815.0,5.03,628117.0,10919.0,1.7,1779.0
2021-03-07,641101.0,5.0,628377.0,10921.0,1.7,1803.0
2021-03-08,641340.0,4.98,628686.0,10924.0,1.7,1730.0
2021-03-09,641660.0,4.96,628920.0,10928.0,1.7,1812.0
2021-03-10,642030.0,4.93,629199.0,10931.0,1.7,1900.0
2021-03-11,642439.0,4.91,629485.0,10934.0,1.7,2020.0
2021-03-12,642870.0,4.89,629841.0,10936.0,1.7,2093.0
2021-03-13,643289.0,4.86,630143.0,10939.0,1.7,2207.0
2021-03-14,643696.0,4.84,630493.0,10941.0,1.7,2262.0
2021-03-15,644064.0,4.82,630799.0,10944.0,1.7,2321.0
2021-03-16,644489.0,4.8,631056.0,10945.0,1.7,2488.0
2021-03-17,645025.0,4.77,631375.0,10948.0,1.7,2702.0
2021-03-18,645632.0,4.75,631759.0,10949.0,1.7,2924.0
2021-03-19,645632.0,4.75,631759.0,10949.0,1.7,2924.0
2021-03-20,647161.0,4.71,632797.0,10955.0,1.69,3409.0
2021-03-21,647984.0,4.69,633410.0,10956.0,1.69,3618.0
2021-03-22,648872.0,4.67,633975.0,10963.0,1.69,3934.0
2021-03-23,649973.0,4.65,634595.0,10967.0,1.69,4411.0
2021-03-24,651227.0,4.63,635364.0,10973.0,1.68,4890.0
2021-03-25,652742.0,4.61,636267.0,10978.0,1.68,5497.0
2021-03-26,654276.0,4.6,637238.0,10987.0,1.68,6051.0
2021-03-27,655834.0,4.58,638212.0,10997.0,1.68,6625.0
2021-03-28,657715.0,4.57,639164.0,11006.0,1.67,7545.0
2021-03-29,659619.0,4.56,640575.0,11012.0,1.67,8032.0
2021-03-30,660611.0,4.55,642166.0,11016.0,1.67,7429.0
2021-03-31,662430.0,4.54,642565.0,11027.0,1.66,8838.0
2021-04-01,665220.0,4.54,643686.0,11036.0,1.66,10498.0
2021-04-02,668814.0,4.54,645770.0,11050.0,1.65,11994.0
2021-04-03,672381.0,4.54,648674.0,11060.0,1.65,12647.0
2021-04-04,676414.0,4.54,651351.0,11081.0,1.64,13982.0
2021-04-05,679962.0,4.54,654277.0,11096.0,1.63,14589.0
2021-04-06,685062.0,4.54,656617.0,11113.0,1.62,17332.0
2021-04-07,690568.0,4.55,659980.0,11133.0,1.61,19455.0
2021-04-08,698005.0,4.57,663667.0,11157.0,1.6,23181.0
2021-04-09,706526.0,4.6,668699.0,11196.0,1.58,26631.0
2021-04-10,714423.0,4.63,674415.0,11235.0,1.57,28773.0
2021-04-11,725197.0,4.66,679573.0,11283.0,1.56,34341.0
2021-04-12,736688.0,4.71,687238.0,11355.0,1.54,38095.0
2021-04-13,750156.0,4.76,695210.0,11436.0,1.52,43510.0
2021-04-14,,,,,,
2021-04-15,784137.0,4.92,718176.0,11652.0,1.49,54309.0
2021-04-16,,,,,,
2021-04-17,,,,,,
2021-04-18,853460.0,5.26,766398.0,12121.0,1.42,74941.0
2021-04-19,,,,,,
2021-04-20,,,,,,
2021-04-21,930179.0,5.64,831928.0,12887.0,1.39,85364.0
2021-04-22,956348.0,5.78,851537.0,13193.0,1.38,91618.0
2021-04-23,980679.0,5.9,875109.0,13541.0,1.38,92029.0
2021-04-24,1004782.0,6.01,897804.0,13898.0,1.38,93080.0
2021-04-25,1027715.0,6.12,918875.0,14248.0,1.39,94592.0
2021-04-26,1047916.0,6.22,940930.0,14628.0,1.4,92358.0
2021-04-27,1072065.0,6.34,958792.0,15009.0,1.4,98264.0
2021-04-28,1098051.0,6.46,982922.0,15377.0,1.4,99752.0
2021-04-29,,,,,,
2021-04-30,1149333.0,6.7,1033825.0,16147.0,1.4,99361.0
2021-05-01,1174552.0,6.82,1061246.0,16559.0,1.41,96747.0
2021-05-02,1194946.0,6.91,1085690.0,16966.0,1.42,92290.0
2021-05-03,,,,,,
2021-05-04,1232942.0,7.07,1124771.0,17752.0,1.44,90419.0
2021-05-05,1253902.0,7.16,1143980.0,18063.0,1.44,91859.0
2021-05-06,1273035.0,7.27,1164008.0,18398.0,1.45,90629.0
2021-05-07,1292867.0,7.31,1183093.0,18739.0,1.45,91035.0
2021-05-08,1310231.0,7.38,1203253.0,19071.0,1.46,87907.0
2021-05-09,1323567.0,7.43,1217991.0,19344.0,1.46,86232.0
2021-05-10,1336218.0,7.47,1231297.0,19663.0,1.47,85258.0
2021-05-11,1348699.0,7.51,1244880.0,20010.0,1.48,83809.0
2021-05-12,1361986.0,7.56,1258951.0,20310.0,1.49,82725.0
2021-05-13,1372475.0,7.58,1274140.0,20618.0,1.5,77717.0
2021-05-14,1380981.0,7.6,1288280.0,20907.0,1.51,71794.0
2021-05-15,1387411.0,7.61,1299872.0,21244.0,1.53,66295.0
2021-05-16,1393867.0,7.62,1309578.0,21506.0,1.55,62783.0
2021-05-17,1398391.0,7.62,1320496.0,21846.0,1.56,56049.0
2021-05-18,1402873.0,7.62,1329899.0,22111.0,1.58,50863.0
2021-05-19,1406719.0,7.61,1339326.0,22346.0,1.59,45047.0
2021-05-20,1409950.0,7.61,1347157.0,22579.0,1.6,40214.0
2021-05-21,1412959.0,7.6,1354445.0,22831.0,1.62,35683.0
2021-05-22,1415219.0,7.58,1360898.0,23013.0,1.63,31308.0
2021-05-23,1416868.0,7.57,1366056.0,23202.0,1.64,27610.0
2021-05-24,1418418.0,7.55,1370431.0,23409.0,1.65,24578.0
2021-05-25,1419986.0,7.53,1374682.0,23565.0,1.66,21739.0
2021-05-26,,,,,,
2021-05-27,1422549.0,7.48,1382359.0,23812.0,1.67,16378.0
2021-05-28,1423690.0,7.46,1385158.0,23951.0,1.68,14581.0
2021-05-29,1424646.0,7.43,1387538.0,24073.0,1.69,13035.0
2021-05-30,1424646.0,7.43,1387538.0,24073.0,1.69,13035.0
2021-05-31,1426240.0,7.39,1390963.0,24237.0,1.7,11040.0
2021-06-01,1426863.0,7.37,1392386.0,24299.0,1.7,10178.0
2021-06-02,1427439.0,7.34,1393673.0,24402.0,1.71,9364.0
2021-06-03,1427926.0,7.31,1394731.0,24447.0,1.71,8748.0
2021-06-04,1428449.0,7.29,1395892.0,24497.0,1.71,8060.0
2021-06-05,1428863.0,7.26,1397575.0,24557.0,1.72,6731.0
2021-06-06,1429244.0,7.23,1398764.0,24591.0,1.72,5889.0
2021-06-07,1429475.0,7.21,1399640.0,24627.0,1.72,5208.0
2021-06-08,1429791.0,7.19,1400161.0,24668.0,1.73,4962.0
2021-06-09,,,,,,
2021-06-10,1430433.0,7.14,1401473.0,24748.0,1.73,4212.0
2021-06-11,1430671.0,7.11,1401977.0,24772.0,1.73,3922.0
2021-06-12,1430884.0,7.09,1402474.0,24800.0,1.73,3610.0
2021-06-13,1431139.0,7.06,1402850.0,24823.0,1.73,3466.0
2021-06-14,1431270.0,7.04,1403205.0,24839.0,1.74,3226.0
2021-06-15,1431498.0,7.02,1403569.0,24851.0,1.74,3078.0
2021-06-16,1431710.0,6.99,1404085.0,24876.0,1.74,2749.0
2021-06-17,1431868.0,6.97,1404428.0,24886.0,1.74,2554.0
2021-06-18,1432033.0,6.94,1404688.0,24900.0,1.74,2445.0
2021-06-19,1432168.0,6.92,1404889.0,24907.0,1.74,2372.0
2021-06-20,1432292.0,6.89,1405287.0,24914.0,1.74,2091.0
2021-06-21,,,,,,
2021-06-25,1433590.0,6.78,1406958.0,24952.0,1.74,1680.0
2021-06-26,1433675.0,6.76,1407116.0,24961.0,1.74,1598.0
2021-06-27,1433934.0,6.74,1407401.0,24965.0,1.74,1568.0
2021-06-28,1433993.0,6.72,1407473.0,24967.0,1.74,1553.0
2021-06-29,1434094.0,6.7,1407592.0,24971.0,1.74,1531.0
2021-06-30,1434188.0,6.68,1407832.0,24977.0,1.74,1379.0
2021-07-01,1434281.0,6.65,1407943.0,24981.0,1.74,1357.0
2021-07-02,1434374.0,6.63,1408350.0,24983.0,1.74,1041.0
2021-07-03,1434460.0,6.61,1408456.0,24988.0,1.74,1016.0
2021-07-04,1434554.0,6.59,1408567.0,24995.0,1.74,992.0
2021-07-05,1434608.0,6.57,1408699.0,24997.0,1.74,912.0
2021-07-06,1434687.0,6.55,1408853.0,25001.0,1.74,833.0
2021-07-07,1434780.0,6.52,1408917.0,25005.0,1.74,858.0
2021-07-08,1434873.0,6.5,1409018.0,25008.0,1.74,847.0
2021-07-09,1434954.0,6.48,1409145.0,25011.0,1.74,798.0
2021-07-10,1435030.0,6.46,1409226.0,25012.0,1.74,792.0
2021-07-11,1435083.0,6.43,1409325.0,25015.0,1.74,743.0
2021-07-12,1435128.0,6.42,1409417.0,25018.0,1.74,693.0
2021-07-13,1435204.0,6.4,1409501.0,25020.0,1.74,683.0
2021-07-14,1435281.0,6.38,1409572.0,25021.0,1.74,688.0
2021-07-15,1435353.0,6.36,1409660.0,25022.0,1.74,671.0
2021-07-16,1435419.0,6.34,1409739.0,25023.0,1.74,657.0
2021-07-17,1435478.0,6.32,1409830.0,25027.0,1.74,621.0
2021-07-18,1435529.0,6.3,1409910.0,25027.0,1.74,592.0
2021-07-19,1435565.0,6.28,1409968.0,25030.0,1.74,567.0
2021-07-20,1435609.0,6.26,1410005.0,25035.0,1.74,569.0
2021-07-21,1435671.0,6.25,1410066.0,25039.0,1.74,566.0
2021-07-22,1435720.0,6.23,1410095.0,25040.0,1.74,585.0
2021-07-23,1435778.0,6.21,1410164.0,25041.0,1.74,573.0
2021-07-24,1435844.0,6.19,1410216.0,25041.0,1.74,587.0
2021-07-25,1435910.0,6.17,1410288.0,25043.0,1.74,579.0
2021-07-26,1435949.0,6.16,1410368.0,25044.0,1.74,537.0
2021-07-27,1436026.0,6.14,1410410.0,25046.0,1.74,570.0
2021-07-28,1436093.0,6.12,1410471.0,25049.0,1.74,573.0
2021-07-29,1436144.0,6.1,1410541.0,25049.0,1.74,554.0
2021-07-30,1436207.0,6.09,1410575.0,25052.0,1.74,580.0
2021-07-31,1436265.0,6.07,1410631.0,25053.0,1.74,581.0
2021-08-01,1436350.0,6.05,1410714.0,25054.0,1.74,582.0
2021-08-02,1436401.0,6.04,1410809.0,25054.0,1.74,538.0
2021-08-03,1436451.0,6.02,1410874.0,25058.0,1.74,519.0
2021-08-04,1436518.0,6.0,1410947.0,25058.0,1.74,513.0
2021-08-05,1436579.0,5.99,1411001.0,25060.0,1.74,518.0
2021-08-06,1436623.0,5.97,1411042.0,25065.0,1.74,516.0
2021-08-07,1436695.0,5.95,1411064.0,25066.0,1.74,565.0
2021-08-08,1436761.0,5.93,1411159.0,25066.0,1.74,536.0
2021-08-09,1436800.0,5.92,1411235.0,25067.0,1.74,498.0
2021-08-10,1436852.0,5.9,1411280.0,25068.0,1.74,504.0
2021-08-11,1436889.0,5.89,1411327.0,25068.0,1.74,494.0
2021-08-12,,,,,,
2021-08-13,1436988.0,5.85,1411452.0,25068.0,1.74,468.0
2021-08-14,1437038.0,5.84,1411491.0,25069.0,1.74,478.0
2021-08-15,1437091.0,5.82,1411509.0,25069.0,1.74,513.0
2021-08-16,1437118.0,5.81,1411582.0,25069.0,1.74,467.0
2021-08-17,1437156.0,5.8,1411612.0,25073.0,1.74,471.0
2021-08-18,1437192.0,5.79,1411688.0,25077.0,1.74,427.0
2021-08-19,1437217.0,5.77,1411690.0,25079.0,1.74,448.0
2021-08-20,1437274.0,5.75,1411736.0,25079.0,1.74,459.0
2021-08-21,1437293.0,5.74,1411784.0,25079.0,1.74,430.0
2021-08-22,1437317.0,5.73,1411840.0,25079.0,1.74,398.0
2021-08-23,1437334.0,5.72,1411881.0,25079.0,1.74,374.0
2021-08-24,1437485.0,5.7,1411995.0,25079.0,1.74,411.0
2021-08-25,1437550.0,5.69,1412081.0,25080.0,1.74,389.0
