date,district_name,cases_daily,cases_total,deaths_daily,deaths_total
2020-12-03,dhule mc,14.0,6783,0.0,152
2020-12-03,gadchiroli,55.0,7615,0.0,62
2020-12-03,gondia,45.0,12680,0.0,130
2020-12-03,grand total,5182.0,1837358,115.0,47472
2020-12-03,hingoli,14.0,3988,1.0,78
2020-12-03,jalgaon,32.0,42345,1.0,1115
2020-12-03,jalgaon mc,10.0,12818,0.0,301
2020-12-03,jalna,62.0,11929,1.0,316
2020-12-03,kdmc,167.0,58501,0.0,936
2020-12-03,kolhapur,13.0,34608,1.0,1242
2020-12-03,kolhapur circle total,130.0,113808,3.0,3882
2020-12-03,kolhapur mc,6.0,13987,1.0,405
2020-12-03,latur,31.0,13251,3.0,446
2020-12-03,latur circle total,159.0,75693,8.0,2289
2020-12-03,latur mc,23.0,9181,2.0,212
2020-12-03,malegaon mc,8.0,4355,0.0,152
2020-12-03,mcgm,878.0,283696,18.0,10931
2020-12-03,mira bhayandar mc,55.0,25461,2.0,628
2020-12-03,mumbai circle total,1742.0,635205,28.0,18602
2020-12-03,nagpur,102.0,27136,3.0,615
2020-12-03,nagpur circle total,833.0,176369,18.0,3986
2020-12-03,nagpur mc,333.0,88029,6.0,2397
2020-12-03,nanded,10.0,10730,0.0,345
2020-12-03,nanded mc,21.0,9695,1.0,267
2020-12-03,nandurbar,72.0,7158,0.0,152
2020-12-03,nashik,166.0,31780,4.0,648
2020-12-03,nashik circle total,764.0,247356,9.0,4580
2020-12-03,nashik mc,206.0,70139,2.0,936
2020-12-03,navi mumbai,161.0,52249,2.0,1019
2020-12-03,osmanabad,28.0,16451,0.0,527
2020-12-03,other states/countries,19.0,2152,0.0,121
2020-12-03,palghar,28.0,16171,0.0,317
2020-12-03,panvel mc,64.0,27069,1.0,539
2020-12-03,parbhani,7.0,4008,5.0,143
2020-12-03,parbhani mc,11.0,3161,2.0,119
2020-12-03,pcmc,157.0,89471,0.0,1271
2020-12-03,pmc,360.0,181563,8.0,4269
2020-12-03,pune,276.0,84664,5.0,1967
2020-12-03,pune circle total,1130.0,459048,26.0,10866
2020-12-03,raigad,59.0,36487,1.0,909
2020-12-03,ratnagiri,21.0,10939,0.0,369
2020-12-03,sangli,35.0,29247,0.0,1106
2020-12-03,sangli mc,6.0,19533,1.0,609
2020-12-03,satara,163.0,52892,5.0,1683
2020-12-03,sindhudurg,49.0,5494,0.0,151
2020-12-03,solapur,135.0,39112,6.0,1111
2020-12-03,solapur mc,39.0,11346,2.0,565
2020-12-03,thane,84.0,36954,0.0,920
2020-12-03,tmc,147.0,51630,1.0,1159
2020-12-03,ulhasnagar mc,24.0,11033,0.0,333
2020-12-03,vasai virar mc,62.0,29273,3.0,572
2020-12-03,wardha,67.0,8398,4.0,221
2020-12-03,washim,18.0,6362,0.0,148
2020-12-03,yawatmal,60.0,12318,6.0,359
2020-12-04,ahamadnagar,174.0,44383,16.0,594
2020-12-04,ahamadnagar mc,51.0,19799,0.0,362
2020-12-04,akola,5.0,4183,1.0,131
2020-12-04,akola circle total,207.0,59350,4.0,1425
2020-12-04,akola mc,29.0,5477,0.0,222
2020-12-04,amarawati,13.0,6906,0.0,156
2020-12-04,amarawati mc,56.0,11898,1.0,200
2020-12-04,aurangabad,15.0,15326,0.0,283
2020-12-04,aurangabad circle total,213.0,68797,11.0,1736
2020-12-04,aurangabad mc,86.0,30273,5.0,791
2020-12-04,beed,44.0,16429,0.0,492
2020-12-04,bhandara,101.0,11504,4.0,232
2020-12-04,bhivandi nijampur mc,12.0,6693,0.0,339
2020-12-04,buldhana,21.0,12123,1.0,208
2020-12-04,chandrapur,111.0,13193,1.0,189
2020-12-04,chandrapur mc,53.0,8079,2.0,147
2020-12-04,dhule,16.0,8037,0.0,184
2020-12-04,dhule mc,11.0,6794,0.0,152
2020-12-04,gadchiroli,37.0,7652,3.0,65
2020-12-04,gondia,81.0,12761,0.0,130
2020-12-04,grand total,5229.0,1842587,127.0,47599
2020-12-04,hingoli,9.0,3997,1.0,79
2020-12-04,jalgaon,28.0,42373,0.0,1115
2020-12-04,jalgaon mc,16.0,12834,0.0,301
2020-12-04,jalna,83.0,12012,3.0,319
2020-12-04,kdmc,126.0,58627,1.0,937
2020-12-04,kolhapur,5.0,34613,0.0,1242
2020-12-04,kolhapur circle total,96.0,113904,9.0,3891
2020-12-04,kolhapur mc,6.0,13993,0.0,405
2020-12-04,latur,23.0,13274,1.0,447
2020-12-04,latur circle total,152.0,75845,10.0,2299
2020-12-04,latur mc,19.0,9200,1.0,213
2020-12-04,malegaon mc,4.0,4359,0.0,152
2020-12-04,mcgm,813.0,284509,14.0,10945
2020-12-04,mira bhayandar mc,57.0,25518,1.0,629
2020-12-04,mumbai circle total,1672.0,636877,23.0,18625
2020-12-04,nagpur,117.0,27253,2.0,617
2020-12-04,nagpur circle total,1016.0,177385,19.0,4005
2020-12-04,nagpur mc,453.0,88482,7.0,2404
2020-12-04,nanded,17.0,10747,0.0,345
2020-12-04,nanded mc,26.0,9721,0.0,267
2020-12-04,nandurbar,12.0,7170,0.0,152
2020-12-04,nashik,218.0,31998,1.0,649
2020-12-04,nashik circle total,795.0,248151,19.0,4599
2020-12-04,nashik mc,265.0,70404,2.0,938
2020-12-04,navi mumbai,164.0,52413,3.0,1022
2020-12-04,osmanabad,23.0,16474,8.0,535
2020-12-04,other states/countries,16.0,2168,0.0,121
2020-12-04,palghar,17.0,16188,0.0,317
2020-12-04,panvel mc,88.0,27157,1.0,540
2020-12-04,parbhani,6.0,4014,0.0,143
2020-12-04,parbhani mc,14.0,3175,2.0,121
2020-12-04,pcmc,148.0,89619,3.0,1274
2020-12-04,pmc,359.0,181922,13.0,4282
2020-12-04,pune,296.0,84960,9.0,1976
2020-12-04,pune circle total,1062.0,460110,32.0,10898
2020-12-04,raigad,49.0,36536,0.0,909
2020-12-04,ratnagiri,15.0,10954,1.0,370
2020-12-04,sangli,39.0,29286,6.0,1112
2020-12-04,sangli mc,6.0,19539,2.0,611
2020-12-04,satara,128.0,53020,4.0,1687
2020-12-04,sindhudurg,25.0,5519,0.0,151
2020-12-04,solapur,115.0,39227,2.0,1113
2020-12-04,solapur mc,16.0,11362,1.0,566
2020-12-04,thane,75.0,37029,2.0,922
2020-12-04,tmc,171.0,51801,1.0,1160
2020-12-04,ulhasnagar mc,33.0,11066,0.0,333
2020-12-04,vasai virar mc,67.0,29340,0.0,572
2020-12-04,wardha,63.0,8461,0.0,221
2020-12-04,washim,13.0,6375,0.0,148
2020-12-04,yawatmal,70.0,12388,1.0,360
2020-12-06,ahamadnagar,228.0,44835,1.0,601
2020-12-06,ahamadnagar mc,45.0,19900,0.0,364
2020-12-06,akola,8.0,4198,0.0,133
2020-12-06,akola circle total,247.0,59878,2.0,1442
2020-12-06,akola mc,31.0,5563,0.0,227
2020-12-06,amarawati,22.0,6955,0.0,158
2020-12-06,amarawati mc,52.0,12002,0.0,201
2020-12-06,aurangabad,7.0,15342,0.0,283
2020-12-06,aurangabad circle total,188.0,69153,0.0,1756
2020-12-06,aurangabad mc,96.0,30434,0.0,800
2020-12-06,beed,49.0,16509,0.0,494
2020-12-06,bhandara,65.0,11613,0.0,233
2020-12-06,bhivandi nijampur mc,7.0,6706,1.0,342
2020-12-06,buldhana,38.0,12207,1.0,210
2020-12-06,chandrapur,95.0,13361,0.0,191
2020-12-06,chandrapur mc,28.0,8149,1.0,150
2020-12-06,dhule,17.0,8061,0.0,184
2020-12-06,dhule mc,9.0,6810,0.0,152
2020-12-06,gadchiroli,54.0,7742,0.0,65
2020-12-06,gondia,54.0,12883,0.0,131
2020-12-06,grand total,4757.0,1852266,40.0,47734
2020-12-06,hingoli,6.0,4008,0.0,88
2020-12-06,jalgaon,38.0,42455,1.0,1119
2020-12-06,jalgaon mc,3.0,12851,0.0,303
2020-12-06,jalna,61.0,12094,0.0,320
2020-12-06,kdmc,120.0,58920,0.0,952
2020-12-06,kolhapur,15.0,34646,0.0,1247
2020-12-06,kolhapur circle total,105.0,114115,2.0,3900
2020-12-06,kolhapur mc,5.0,13998,0.0,407
2020-12-06,latur,13.0,13313,1.0,449
2020-12-06,latur circle total,186.0,76139,1.0,2304
2020-12-06,latur mc,27.0,9238,0.0,213
2020-12-06,malegaon mc,21.0,4381,0.0,152
2020-12-06,mcgm,786.0,286053,13.0,10896
2020-12-06,mira bhayandar mc,50.0,25632,0.0,630
2020-12-06,mumbai circle total,1488.0,640005,16.0,18607
2020-12-06,nagpur,100.0,27427,4.0,631
2020-12-06,nagpur circle total,830.0,178903,6.0,4032
2020-12-06,nagpur mc,390.0,89179,1.0,2410
2020-12-06,nanded,17.0,10774,0.0,345
2020-12-06,nanded mc,36.0,9770,0.0,267
2020-12-06,nandurbar,29.0,7230,0.0,154
2020-12-06,nashik,232.0,32347,0.0,650
2020-12-06,nashik circle total,785.0,249765,3.0,4621
2020-12-06,nashik mc,163.0,70895,1.0,942
2020-12-06,navi mumbai,126.0,52664,0.0,1024
2020-12-06,osmanabad,44.0,16535,0.0,536
2020-12-06,other states/countries,10.0,2191,1.0,122
2020-12-06,palghar,24.0,16241,0.0,318
2020-12-06,panvel mc,58.0,27309,0.0,540
2020-12-06,parbhani,8.0,4078,0.0,143
2020-12-06,parbhani mc,10.0,3197,0.0,122
2020-12-06,pcmc,111.0,89895,2.0,1264
2020-12-06,pmc,263.0,182536,1.0,4323
2020-12-06,pune,248.0,85480,0.0,1984
2020-12-06,pune circle total,918.0,462117,9.0,10950
2020-12-06,raigad,42.0,36633,1.0,910
2020-12-06,ratnagiri,33.0,10996,0.0,370
2020-12-06,sangli,43.0,29369,0.0,1112
2020-12-06,sangli mc,5.0,19549,1.0,612
2020-12-06,satara,159.0,53300,4.0,1692
2020-12-06,sindhudurg,4.0,5557,1.0,152
2020-12-06,solapur,120.0,39499,2.0,1118
2020-12-06,solapur mc,17.0,11407,0.0,569
2020-12-06,thane,72.0,37178,0.0,922
2020-12-06,tmc,127.0,52080,1.0,1161
2020-12-06,ulhasnagar mc,22.0,11112,0.0,333
2020-12-06,vasai virar mc,54.0,29477,0.0,579
2020-12-06,wardha,44.0,8549,0.0,221
2020-12-06,washim,12.0,6402,1.0,149
2020-12-06,yawatmal,84.0,12551,0.0,364
2020-12-07,ahamadnagar,85.0,44920,1.0,602
2020-12-07,ahamadnagar mc,36.0,19936,0.0,364
2020-12-07,akola,10.0,4208,0.0,133
2020-12-07,akola circle total,76.0,59954,2.0,1444
2020-12-07,akola mc,18.0,5581,0.0,227
2020-12-07,amarawati,9.0,6964,0.0,158
2020-12-07,amarawati mc,14.0,12016,0.0,201
2020-12-07,aurangabad,5.0,15347,0.0,283
2020-12-07,aurangabad circle total,100.0,69253,0.0,1756
2020-12-07,aurangabad mc,39.0,30473,0.0,800
2020-12-07,beed,40.0,16549,0.0,494
2020-12-07,bhandara,18.0,11631,1.0,234
2020-12-07,bhivandi nijampur mc,0.0,6706,0.0,342
2020-12-07,buldhana,6.0,12213,0.0,210
2020-12-07,chandrapur,21.0,13382,2.0,193
2020-12-07,chandrapur mc,23.0,8172,1.0,151
2020-12-07,dhule,7.0,8068,0.0,184
2020-12-07,dhule mc,8.0,6818,0.0,152
2020-12-07,gadchiroli,71.0,7813,0.0,65
2020-12-07,gondia,43.0,12926,0.0,131
2020-12-07,grand total,3075.0,1855341,40.0,47774
2020-12-07,hingoli,3.0,4011,0.0,88
2020-12-07,jalgaon,15.0,42470,0.0,1119
2020-12-07,jalgaon mc,3.0,12854,0.0,303
2020-12-07,jalna,45.0,12139,0.0,320
2020-12-07,kdmc,103.0,59023,2.0,954
2020-12-07,kolhapur,13.0,34659,0.0,1247
2020-12-07,kolhapur circle total,113.0,114228,0.0,3900
2020-12-07,kolhapur mc,8.0,14006,0.0,407
2020-12-07,latur,19.0,13332,1.0,450
2020-12-07,latur circle total,114.0,76253,1.0,2305
2020-12-07,latur mc,18.0,9256,0.0,213
2020-12-07,malegaon mc,32.0,4413,0.0,152
2020-12-07,mcgm,544.0,286597,11.0,10907
2020-12-07,mira bhayandar mc,35.0,25667,0.0,630
2020-12-07,mumbai circle total,1050.0,641055,17.0,18624
2020-12-07,nagpur,40.0,27467,0.0,631
2020-12-07,nagpur circle total,457.0,179360,8.0,4040
2020-12-07,nagpur mc,219.0,89398,4.0,2414
2020-12-07,nanded,7.0,10781,0.0,345
2020-12-07,nanded mc,12.0,9782,0.0,267
2020-12-07,nandurbar,22.0,7252,0.0,154
2020-12-07,nashik,129.0,32476,3.0,653
2020-12-07,nashik circle total,469.0,250234,4.0,4625
2020-12-07,nashik mc,132.0,71027,0.0,942
2020-12-07,navi mumbai,82.0,52746,0.0,1024
2020-12-07,osmanabad,18.0,16553,0.0,536
2020-12-07,other states/countries,8.0,2199,2.0,124
2020-12-07,palghar,7.0,16248,0.0,318
2020-12-07,panvel mc,44.0,27353,2.0,542
2020-12-07,parbhani,6.0,4084,0.0,143
2020-12-07,parbhani mc,2.0,3199,0.0,122
2020-12-07,pcmc,127.0,90022,1.0,1265
2020-12-07,pmc,186.0,182722,1.0,4324
2020-12-07,pune,145.0,85625,1.0,1985
2020-12-07,pune circle total,688.0,462805,6.0,10956
2020-12-07,raigad,23.0,36656,0.0,910
2020-12-07,ratnagiri,9.0,11005,0.0,370
2020-12-07,sangli,33.0,29402,0.0,1112
2020-12-07,sangli mc,9.0,19558,0.0,612
2020-12-07,satara,129.0,53429,3.0,1695
2020-12-07,sindhudurg,41.0,5598,0.0,152
2020-12-07,solapur,81.0,39580,0.0,1118
2020-12-07,solapur mc,20.0,11427,0.0,569
2020-12-07,thane,38.0,37216,2.0,924
2020-12-07,tmc,116.0,52196,0.0,1161
2020-12-07,ulhasnagar mc,28.0,11140,0.0,333
2020-12-07,vasai virar mc,30.0,29507,0.0,579
2020-12-07,wardha,22.0,8571,0.0,221
2020-12-07,washim,9.0,6411,0.0,149
2020-12-07,yawatmal,10.0,12561,2.0,366
2020-12-08,ahamadnagar,155.0,45075,2.0,604
2020-12-08,ahamadnagar mc,51.0,19987,0.0,364
2020-12-08,akola,7.0,4215,1.0,134
2020-12-08,akola circle total,196.0,60150,1.0,1445
2020-12-08,akola mc,11.0,5592,0.0,227
2020-12-08,amarawati,16.0,6980,0.0,158
2020-12-08,amarawati mc,24.0,12040,0.0,201
2020-12-08,aurangabad,14.0,15361,0.0,283
2020-12-08,aurangabad circle total,145.0,69398,1.0,1757
2020-12-08,aurangabad mc,43.0,30516,0.0,800
2020-12-08,beed,34.0,16583,0.0,494
2020-12-08,bhandara,80.0,11711,4.0,238
2020-12-08,bhivandi nijampur mc,2.0,6708,0.0,342
2020-12-08,buldhana,48.0,12261,0.0,210
2020-12-08,chandrapur,44.0,13426,2.0,195
2020-12-08,chandrapur mc,29.0,8201,1.0,152
2020-12-08,dhule,8.0,8076,0.0,184
2020-12-08,dhule mc,6.0,6824,0.0,152
2020-12-08,gadchiroli,24.0,7837,0.0,65
2020-12-08,gondia,36.0,12962,0.0,131
2020-12-08,grand total,4026.0,1859367,53.0,47827
2020-12-08,hingoli,4.0,4015,0.0,88
2020-12-08,jalgaon,21.0,42491,0.0,1119
2020-12-08,jalgaon mc,13.0,12867,0.0,303
2020-12-08,jalna,71.0,12210,1.0,321
2020-12-08,kdmc,120.0,59143,0.0,954
2020-12-08,kolhapur,4.0,35068,0.0,1247
2020-12-08,kolhapur circle total,59.0,114692,5.0,3905
2020-12-08,kolhapur mc,4.0,14010,0.0,407
2020-12-08,latur,18.0,13350,1.0,451
2020-12-08,latur circle total,129.0,76382,2.0,2307
2020-12-08,latur mc,27.0,9283,0.0,213
2020-12-08,malegaon mc,8.0,4421,1.0,153
2020-12-08,mcgm,585.0,287182,7.0,10914
2020-12-08,mira bhayandar mc,41.0,25708,0.0,630
2020-12-08,mumbai circle total,1212.0,642267,7.0,18631
2020-12-08,nagpur,45.0,27512,2.0,633
2020-12-08,nagpur circle total,697.0,180057,12.0,4052
2020-12-08,nagpur mc,402.0,89800,3.0,2417
2020-12-08,nanded,10.0,10791,0.0,345
2020-12-08,nanded mc,25.0,9807,0.0,267
2020-12-08,nandurbar,63.0,7315,0.0,154
2020-12-08,nashik,166.0,32642,1.0,654
2020-12-08,nashik circle total,822.0,251056,5.0,4630
2020-12-08,nashik mc,331.0,71358,1.0,943
2020-12-08,navi mumbai,99.0,52845,0.0,1024
2020-12-08,osmanabad,15.0,16568,1.0,537
2020-12-08,other states/countries,17.0,1811,0.0,124
2020-12-08,palghar,29.0,16277,0.0,318
2020-12-08,panvel mc,32.0,27385,0.0,542
2020-12-08,parbhani,4.0,4088,0.0,143
2020-12-08,parbhani mc,9.0,3208,0.0,122
2020-12-08,pcmc,127.0,90149,1.0,1266
2020-12-08,pmc,285.0,183007,6.0,4330
2020-12-08,pune,164.0,85789,1.0,1986
2020-12-08,pune circle total,749.0,463554,20.0,10976
2020-12-08,raigad,51.0,36707,0.0,910
2020-12-08,ratnagiri,4.0,11009,1.0,371
2020-12-08,sangli,31.0,29433,2.0,1114
2020-12-08,sangli mc,5.0,19563,1.0,613
2020-12-08,satara,55.0,53484,3.0,1698
2020-12-08,sindhudurg,11.0,5609,1.0,153
2020-12-08,solapur,103.0,39683,4.0,1122
2020-12-08,solapur mc,15.0,11442,5.0,574
2020-12-08,thane,74.0,37290,0.0,924
2020-12-08,tmc,110.0,52306,0.0,1161
2020-12-08,ulhasnagar mc,19.0,11159,0.0,333
2020-12-08,vasai virar mc,50.0,29557,0.0,579
2020-12-08,wardha,37.0,8608,0.0,221
2020-12-08,washim,11.0,6422,0.0,149
2020-12-08,yawatmal,79.0,12640,0.0,366
2020-12-09,ahamadnagar,232.0,45307,1.0,605
2020-12-09,ahamadnagar mc,83.0,20070,0.0,364
2020-12-09,akola,9.0,4224,0.0,134
2020-12-09,akola circle total,324.0,60474,2.0,1447
2020-12-09,akola mc,28.0,5620,0.0,227
2020-12-09,amarawati,28.0,7008,0.0,158
2020-12-09,amarawati mc,55.0,12095,0.0,201
2020-12-09,aurangabad,9.0,15370,0.0,283
2020-12-09,aurangabad circle total,127.0,69525,3.0,1760
2020-12-09,aurangabad mc,39.0,30555,2.0,802
2020-12-09,beed,37.0,16620,3.0,497
2020-12-09,bhandara,56.0,11767,0.0,238
2020-12-09,bhivandi nijampur mc,6.0,6714,0.0,342
2020-12-09,buldhana,120.0,12381,0.0,210
2020-12-09,chandrapur,80.0,13506,2.0,197
2020-12-09,chandrapur mc,17.0,8218,3.0,155
2020-12-09,dhule,12.0,8088,0.0,184
2020-12-09,dhule mc,5.0,6829,1.0,153
2020-12-09,gadchiroli,43.0,7880,0.0,65
2020-12-09,gondia,49.0,13011,1.0,132
2020-12-09,grand total,4981.0,1864348,75.0,47902
2020-12-09,hingoli,31.0,4046,0.0,88
2020-12-09,jalgaon,25.0,42516,1.0,1120
2020-12-09,jalgaon mc,29.0,12896,0.0,303
2020-12-09,jalna,37.0,12247,0.0,321
2020-12-09,kdmc,164.0,59307,0.0,954
2020-12-09,kolhapur,14.0,35082,1.0,1248
2020-12-09,kolhapur circle total,101.0,114793,7.0,3912
2020-12-09,kolhapur mc,8.0,14018,0.0,407
2020-12-09,latur,15.0,13365,1.0,452
2020-12-09,latur circle total,112.0,76494,7.0,2314
2020-12-09,latur mc,23.0,9306,0.0,213
2020-12-09,malegaon mc,17.0,4438,1.0,154
2020-12-09,mcgm,716.0,287898,15.0,10929
2020-12-09,mira bhayandar mc,76.0,25784,1.0,631
2020-12-09,mumbai circle total,1441.0,643708,18.0,18649
2020-12-09,nagpur,94.0,27606,3.0,636
2020-12-09,nagpur circle total,759.0,180816,14.0,4066
2020-12-09,nagpur mc,345.0,90145,5.0,2422
2020-12-09,nanded,7.0,10798,1.0,346
2020-12-09,nanded mc,15.0,9822,1.0,268
2020-12-09,nandurbar,73.0,7388,0.0,154
2020-12-09,nashik,294.0,32936,2.0,656
2020-12-09,nashik circle total,1020.0,252076,7.0,4637
2020-12-09,nashik mc,250.0,71608,1.0,944
2020-12-09,navi mumbai,107.0,52952,0.0,1024
2020-12-09,osmanabad,15.0,16583,1.0,538
2020-12-09,other states/countries,13.0,1824,1.0,125
2020-12-09,palghar,14.0,16291,0.0,318
2020-12-09,panvel mc,45.0,27430,0.0,542
2020-12-09,parbhani,6.0,4094,1.0,144
2020-12-09,parbhani mc,5.0,3213,0.0,122
2020-12-09,pcmc,164.0,90313,2.0,1268
2020-12-09,pmc,352.0,183359,4.0,4334
2020-12-09,pune,268.0,86057,0.0,1986
2020-12-09,pune circle total,1084.0,464638,16.0,10992
2020-12-09,raigad,50.0,36757,0.0,910
2020-12-09,ratnagiri,15.0,11024,0.0,371
2020-12-09,sangli,18.0,29451,5.0,1119
2020-12-09,sangli mc,11.0,19574,1.0,614
2020-12-09,satara,151.0,53635,7.0,1705
2020-12-09,sindhudurg,35.0,5644,0.0,153
2020-12-09,solapur,122.0,39805,3.0,1125
2020-12-09,solapur mc,27.0,11469,0.0,574
2020-12-09,thane,64.0,37354,1.0,925
2020-12-09,tmc,126.0,52432,1.0,1162
2020-12-09,ulhasnagar mc,27.0,11186,0.0,333
2020-12-09,vasai virar mc,46.0,29603,0.0,579
2020-12-09,wardha,75.0,8683,0.0,221
2020-12-09,washim,14.0,6436,0.0,149
2020-12-09,yawatmal,70.0,12710,2.0,368
2020-12-10,ahamadnagar,165.0,45472,1.0,606
2020-12-10,ahamadnagar mc,55.0,20125,2.0,366
2020-12-10,akola,4.0,4228,0.0,134
2020-12-10,akola circle total,161.0,60635,0.0,1447
2020-12-10,akola mc,28.0,5648,0.0,227
2020-12-10,amarawati,10.0,7018,0.0,158
2020-12-10,amarawati mc,23.0,12118,0.0,201
2020-12-10,aurangabad,5.0,15375,0.0,283
2020-12-10,aurangabad circle total,71.0,69596,5.0,1765
2020-12-10,aurangabad mc,28.0,30583,0.0,802
2020-12-10,beed,26.0,16646,0.0,497
2020-12-10,bhandara,75.0,11842,0.0,238
2020-12-10,bhivandi nijampur mc,5.0,6719,1.0,343
2020-12-10,buldhana,45.0,12426,0.0,210
2020-12-10,chandrapur,51.0,13557,1.0,198
2020-12-10,chandrapur mc,47.0,8265,0.0,155
2020-12-10,dhule,6.0,8094,0.0,184
2020-12-10,dhule mc,11.0,6840,0.0,153
2020-12-10,gadchiroli,53.0,7933,1.0,66
2020-12-10,gondia,27.0,13038,0.0,132
2020-12-10,grand total,3824.0,1868172,70.0,47972
2020-12-10,hingoli,2.0,4048,0.0,88
2020-12-10,jalgaon,26.0,42542,1.0,1121
2020-12-10,jalgaon mc,9.0,12905,1.0,304
2020-12-10,jalna,24.0,12271,4.0,325
2020-12-10,kdmc,136.0,59443,0.0,954
2020-12-10,kolhapur,6.0,35088,0.0,1248
2020-12-10,kolhapur circle total,59.0,114852,5.0,3917
2020-12-10,kolhapur mc,2.0,14020,0.0,407
2020-12-10,latur,14.0,13379,1.0,453
2020-12-10,latur circle total,106.0,76600,6.0,2320
2020-12-10,latur mc,17.0,9323,2.0,215
2020-12-10,malegaon mc,10.0,4448,0.0,154
2020-12-10,mcgm,798.0,288696,13.0,10942
2020-12-10,mira bhayandar mc,63.0,25847,0.0,631
2020-12-10,mumbai circle total,1441.0,645149,22.0,18671
2020-12-10,nagpur,81.0,27687,1.0,637
2020-12-10,nagpur circle total,696.0,181512,5.0,4071
2020-12-10,nagpur mc,328.0,90473,2.0,2424
2020-12-10,nanded,13.0,10811,2.0,348
2020-12-10,nanded mc,12.0,9834,0.0,268
2020-12-10,nandurbar,32.0,7420,1.0,155
2020-12-10,nashik,80.0,33016,0.0,656
2020-12-10,nashik circle total,572.0,252648,9.0,4646
2020-12-10,nashik mc,178.0,71786,3.0,947
2020-12-10,navi mumbai,88.0,53040,3.0,1027
2020-12-10,osmanabad,24.0,16607,1.0,539
2020-12-10,other states/countries,9.0,1833,1.0,126
2020-12-10,palghar,20.0,16311,0.0,318
2020-12-10,panvel mc,54.0,27484,1.0,543
2020-12-10,parbhani,6.0,4100,1.0,145
2020-12-10,parbhani mc,6.0,3219,0.0,122
2020-12-10,pcmc,115.0,90428,0.0,1268
2020-12-10,pmc,240.0,183599,5.0,4339
2020-12-10,pune,185.0,86242,3.0,1989
2020-12-10,pune circle total,709.0,465347,17.0,11009
2020-12-10,raigad,25.0,36782,0.0,910
2020-12-10,ratnagiri,7.0,11031,0.0,371
2020-12-10,sangli,36.0,29487,4.0,1123
2020-12-10,sangli mc,3.0,19577,0.0,614
2020-12-10,satara,94.0,53729,5.0,1710
2020-12-10,sindhudurg,5.0,5649,1.0,154
2020-12-10,solapur,60.0,39865,4.0,1129
2020-12-10,solapur mc,15.0,11484,0.0,574
2020-12-10,thane,74.0,37428,2.0,927
2020-12-10,tmc,123.0,52555,0.0,1162
2020-12-10,ulhasnagar mc,11.0,11197,0.0,333
2020-12-10,vasai virar mc,44.0,29647,2.0,581
2020-12-10,wardha,34.0,8717,0.0,221
2020-12-10,washim,18.0,6454,0.0,149
2020-12-10,yawatmal,33.0,12743,0.0,368
2020-12-11,ahamadnagar,157.0,45629,2.0,608
2020-12-11,ahamadnagar mc,52.0,20177,0.0,366
2020-12-11,akola,11.0,4239,1.0,135
2020-12-11,akola circle total,223.0,60858,10.0,1457
2020-12-11,akola mc,3.0,5651,2.0,229
2020-12-11,amarawati,23.0,7041,0.0,158
2020-12-11,amarawati mc,48.0,12166,0.0,201
2020-12-11,aurangabad,17.0,15392,0.0,283
2020-12-11,aurangabad circle total,131.0,69727,1.0,1766
2020-12-11,aurangabad mc,87.0,30670,1.0,803
2020-12-11,beed,23.0,16669,2.0,499
2020-12-11,bhandara,61.0,11903,5.0,243
2020-12-11,bhivandi nijampur mc,10.0,6729,0.0,343
2020-12-11,buldhana,70.0,12496,4.0,214
2020-12-11,chandrapur,50.0,13607,0.0,198
2020-12-11,chandrapur mc,36.0,8301,0.0,155
2020-12-11,dhule,12.0,8106,1.0,185
2020-12-11,dhule mc,12.0,6852,0.0,153
2020-12-11,gadchiroli,40.0,7973,0.0,66
2020-12-11,gondia,39.0,13077,0.0,132
2020-12-11,grand total,4268.0,1872440,87.0,48059
2020-12-11,hingoli,2.0,4050,0.0,88
2020-12-11,jalgaon,31.0,42573,0.0,1121
2020-12-11,jalgaon mc,28.0,12933,0.0,304
2020-12-11,jalna,15.0,12286,0.0,325
2020-12-11,kdmc,109.0,59552,0.0,954
2020-12-11,kolhapur,11.0,35099,1.0,1249
2020-12-11,kolhapur circle total,124.0,114976,6.0,3923
2020-12-11,kolhapur mc,8.0,14028,0.0,407
2020-12-11,latur,12.0,13391,0.0,453
2020-12-11,latur circle total,150.0,76750,5.0,2325
2020-12-11,latur mc,42.0,9365,0.0,215
2020-12-11,malegaon mc,10.0,4458,0.0,154
2020-12-11,mcgm,654.0,289350,13.0,10955
2020-12-11,mira bhayandar mc,60.0,25907,0.0,631
2020-12-11,mumbai circle total,1301.0,646450,17.0,18688
2020-12-11,nagpur,104.0,27791,2.0,639
2020-12-11,nagpur circle total,647.0,182159,20.0,4091
2020-12-11,nagpur mc,276.0,90749,10.0,2434
2020-12-11,nanded,18.0,10829,1.0,349
2020-12-11,nanded mc,31.0,9865,0.0,268
2020-12-11,nandurbar,38.0,7458,0.0,155
2020-12-11,nashik,186.0,33202,1.0,657
2020-12-11,nashik circle total,790.0,253438,8.0,4654
2020-12-11,nashik mc,264.0,72050,4.0,951
2020-12-11,navi mumbai,96.0,53136,2.0,1029
2020-12-11,osmanabad,24.0,16631,2.0,541
2020-12-11,other states/countries,0.0,1833,0.0,126
2020-12-11,palghar,22.0,16333,0.0,318
2020-12-11,panvel mc,51.0,27535,0.0,543
2020-12-11,parbhani,3.0,4103,0.0,145
2020-12-11,parbhani mc,7.0,3226,0.0,122
