date,district_name,positive_cases_today,positive_cases_cumulative,recovered_total,recovered_new,recovery_rate,deaths_with_comorbidity,deaths_without_comorbidity,deaths_total,deaths_new,active_cases_less_11days,active_cases_more_11days,active_cases_total,vaccination_dose1,vaccination_dose2,vaccination_total
2021-02-25,Sonepat,2,14834,14744,,99.39,57.0,29.0,86,,,,4,205.0,725.0,17407.0
2021-02-25,Total,166,270263,266166,67.0,98.48,2670.0,373.0,3043,0.0,,,1054,4250.0,13286.0,294072.0
2021-02-25,Yamunanagar,7,6957,6759,3.0,97.15,148.0,7.0,155,,,,43,84.0,537.0,12406.0
2021-03-02,Ambala,18,12072,11805,9.0,97.79,134.0,11.0,145,,,,122,125.0,261.0,18583.0
2021-03-02,Bhiwani,0,6349,6194,,97.56,129.0,16.0,145,,,,10,32.0,35.0,10274.0
2021-03-02,Charkhi Dadri,1,1523,1493,1.0,98.03,20.0,6.0,26,,,,4,3.0,31.0,5274.0
2021-03-02,Faridabad,12,46508,46025,7.0,98.96,319.0,97.0,416,,,,67,143.0,315.0,35376.0
2021-03-02,Fatehabad,0,4741,4613,1.0,97.3,113.0,6.0,119,,,,9,42.0,142.0,9096.0
2021-03-02,Gurugram,48,59091,58388,44.0,98.81,291.0,67.0,358,1.0,,,345,49.0,250.0,53172.0
2021-03-02,Hisar,1,17154,16810,2.0,97.99,301.0,26.0,327,,,,17,194.0,135.0,19684.0
2021-03-02,Jhajjar,0,5937,5832,,98.23,97.0,5.0,102,,,,3,112.0,42.0,8628.0
2021-03-02,Jind,2,4937,4820,1.0,97.63,91.0,3.0,94,,,,23,25.0,51.0,7704.0
2021-03-02,Kaithal,2,3963,3867,4.0,97.58,54.0,1.0,55,,,,41,8.0,31.0,8922.0
2021-03-02,Karnal,20,11510,11162,21.0,96.98,145.0,9.0,154,,,,194,103.0,112.0,17031.0
2021-03-02,Kurukshetra,31,9172,8841,6.0,96.39,134.0,1.0,135,1.0,,,196,6.0,51.0,8665.0
2021-03-02,Mahindergarh,0,6614,6593,,99.68,18.0,3.0,21,,,,0,52.0,79.0,7746.0
2021-03-02,Nuh,0,1713,1682,1.0,98.19,20.0,10.0,30,,,,1,0.0,20.0,6259.0
2021-03-02,Palwal,0,4435,4396,1.0,99.12,32.0,3.0,35,,,,4,12.0,33.0,7302.0
2021-03-02,Panchkula,17,10861,10579,8.0,97.4,139.0,10.0,149,,,,133,78.0,210.0,12022.0
2021-03-02,Panipat,6,10914,10677,4.0,97.83,129.0,25.0,154,,,,83,18.0,55.0,8187.0
2021-03-02,Rewari,0,11381,11305,,99.33,56.0,20.0,76,,,,0,83.0,20.0,9781.0
2021-03-02,Rohtak,1,12313,12142,1.0,98.61,151.0,2.0,153,,,,18,22.0,71.0,12753.0
2021-03-02,Sirsa,1,8094,7962,,98.37,100.0,16.0,116,,,,16,65.0,245.0,8935.0
2021-03-02,Sonepat,3,14848,14759,2.0,99.4,57.0,29.0,86,,,,3,33.0,83.0,17816.0
2021-03-02,Total,175,271125,266725,113.0,98.38,2679.0,373.0,3052,2.0,,,1348,1270.0,2405.0,306055.0
2021-03-02,Yamunanagar,12,6995,6780,,96.93,149.0,7.0,156,,,,59,65.0,133.0,12845.0
2021-03-04,Ambala,34,12124,11824,12.0,97.53,134.0,11.0,145,,,,155,476.0,137.0,18145.0
2021-03-04,Bhiwani,0,6351,6198,4.0,97.59,129.0,16.0,145,,,,8,141.0,6.0,10700.0
2021-03-04,Charkhi Dadri,1,1524,1493,,97.97,20.0,6.0,26,,,,5,148.0,0.0,5483.0
2021-03-04,Faridabad,17,46545,46047,13.0,98.93,319.0,97.0,416,,,,82,2292.0,580.0,40953.0
2021-03-04,Fatehabad,6,4748,4616,2.0,97.22,113.0,6.0,119,,,,13,73.0,81.0,8484.0
2021-03-04,Gurugram,52,59187,58464,36.0,98.78,291.0,67.0,358,,,,365,3545.0,407.0,59008.0
2021-03-04,Hisar,0,17156,16812,1.0,97.99,301.0,26.0,327,,,,17,423.0,173.0,19886.0
2021-03-04,Jhajjar,0,5938,5833,,98.23,97.0,5.0,102,,,,3,280.0,153.0,9330.0
2021-03-04,Jind,5,4945,4825,3.0,97.57,91.0,3.0,94,,,,26,304.0,112.0,8251.0
2021-03-04,Kaithal,9,3985,3873,4.0,97.19,54.0,1.0,55,,,,57,300.0,158.0,9445.0
2021-03-04,Karnal,60,11614,11201,31.0,96.44,145.0,9.0,154,,,,259,1113.0,113.0,19240.0
2021-03-04,Kurukshetra,34,9243,8863,12.0,95.89,134.0,1.0,135,,,,245,332.0,171.0,9561.0
2021-03-04,Mahindergarh,0,6615,6593,,99.67,18.0,3.0,21,,,,1,402.0,166.0,8370.0
2021-03-04,Nuh,1,1714,1682,,98.13,20.0,10.0,30,,,,2,60.0,87.0,6484.0
2021-03-04,Palwal,0,4435,4396,,99.12,32.0,3.0,35,,,,4,160.0,55.0,8444.0
2021-03-04,Panchkula,44,10927,10616,10.0,97.15,139.0,10.0,149,,,,162,1248.0,195.0,14425.0
2021-03-04,Panipat,10,10938,10686,8.0,97.7,129.0,25.0,154,,,,98,335.0,150.0,8716.0
2021-03-04,Rewari,2,11383,11305,,99.31,56.0,20.0,76,,,,2,373.0,188.0,10518.0
2021-03-04,Rohtak,3,12317,12143,,98.59,151.0,2.0,153,,,,21,467.0,210.0,13123.0
2021-03-04,Sirsa,1,8097,7962,,98.33,100.0,16.0,116,,,,19,1025.0,199.0,10475.0
2021-03-04,Sonepat,3,14854,14766,7.0,99.41,57.0,29.0,86,,,,2,639.0,165.0,19929.0
2021-03-04,Total,294,271659,266992,149.0,98.28,2679.0,373.0,3052,0.0,,,1615,14974.0,3879.0,333415.0
2021-03-04,Yamunanagar,12,7019,6794,6.0,96.79,149.0,7.0,156,,,,69,838.0,373.0,14445.0
2021-03-05,Ambala,15,12139,11839,15.0,97.53,134.0,11.0,145,,,,155,580.0,67.0,18792.0
2021-03-05,Bhiwani,2,6353,6200,2.0,97.59,129.0,16.0,145,,,,8,459.0,63.0,11222.0
2021-03-05,Charkhi Dadri,0,1524,1493,,97.97,20.0,6.0,26,,,,5,53.0,36.0,5572.0
2021-03-05,Faridabad,12,46557,46054,7.0,98.92,319.0,97.0,416,,,,87,3275.0,324.0,44552.0
2021-03-05,Fatehabad,0,4748,4618,2.0,97.26,113.0,6.0,119,,,,11,226.0,128.0,8838.0
2021-03-05,Gurugram,51,59238,58493,29.0,98.74,291.0,67.0,358,,,,387,4193.0,344.0,63545.0
2021-03-05,Hisar,2,17158,16814,2.0,98.0,301.0,26.0,327,,,,17,421.0,126.0,20433.0
2021-03-05,Jhajjar,1,5939,5834,1.0,98.23,97.0,5.0,102,,,,3,264.0,142.0,9736.0
2021-03-05,Jind,7,4952,4827,2.0,97.48,91.0,3.0,94,,,,31,143.0,39.0,8433.0
2021-03-05,Kaithal,21,4006,3880,7.0,96.85,54.0,1.0,55,,,,71,185.0,66.0,9696.0
2021-03-05,Karnal,19,11633,11215,14.0,96.41,145.0,9.0,154,,,,264,1033.0,166.0,20439.0
2021-03-05,Kurukshetra,19,9262,8876,13.0,95.83,134.0,1.0,135,,,,251,476.0,204.0,10241.0
2021-03-05,Mahindergarh,0,6615,6593,,99.67,18.0,3.0,21,,,,1,376.0,141.0,8887.0
2021-03-05,Nuh,1,1715,1683,1.0,98.13,20.0,10.0,30,,,,2,0.0,13.0,6497.0
2021-03-05,Palwal,0,4435,4397,1.0,99.14,32.0,3.0,35,,,,3,205.0,45.0,8694.0
2021-03-05,Panchkula,41,10968,10628,12.0,96.9,139.0,10.0,149,,,,191,1688.0,126.0,16239.0
2021-03-05,Panipat,23,10961,10695,9.0,97.57,129.0,25.0,154,,,,112,135.0,0.0,8851.0
2021-03-05,Rewari,0,11383,11305,,99.31,56.0,20.0,76,,,,2,542.0,86.0,11146.0
2021-03-05,Rohtak,0,12317,12143,,98.59,151.0,2.0,153,,,,21,396.0,200.0,13719.0
2021-03-05,Sirsa,2,8099,7962,,98.31,100.0,16.0,116,,,,21,1481.0,107.0,12063.0
2021-03-05,Sonepat,6,14860,14766,,99.37,57.0,29.0,86,,,,8,519.0,247.0,20695.0
2021-03-05,Total,233,271892,267116,124.0,98.24,2680.0,373.0,3053,1.0,,,1723,17495.0,2850.0,353760.0
2021-03-05,Yamunanagar,11,7030,6801,7.0,96.74,150.0,7.0,157,1.0,,,72,845.0,180.0,15470.0
2021-03-09,Ambala,40,12259,11901,11.0,97.08,135.0,11.0,146,1.0,,,212,704.0,666.0,22105.0
2021-03-09,Bhiwani,2,6365,6205,,97.49,129.0,16.0,145,,,,15,460.0,113.0,12552.0
2021-03-09,Charkhi Dadri,0,1530,1494,,97.65,20.0,6.0,26,,,,10,83.0,355.0,6240.0
2021-03-09,Faridabad,23,46638,46093,10.0,98.83,321.0,97.0,418,,,,127,3670.0,497.0,54270.0
2021-03-09,Fatehabad,1,4765,4620,2.0,96.96,113.0,6.0,119,,,,26,743.0,211.0,10674.0
2021-03-09,Gurugram,75,59463,58669,36.0,98.66,291.0,67.0,358,,,,436,6643.0,496.0,82690.0
2021-03-09,Hisar,1,17168,16830,6.0,98.03,304.0,26.0,330,1.0,,,8,554.0,269.0,22194.0
2021-03-09,Jhajjar,1,5943,5836,,98.2,97.0,5.0,102,,,,5,706.0,234.0,11390.0
2021-03-09,Jind,9,4984,4834,1.0,96.99,91.0,3.0,94,,,,56,210.0,25.0,9077.0
2021-03-09,Kaithal,4,4079,3902,4.0,95.66,55.0,1.0,56,1.0,,,121,441.0,143.0,10842.0
2021-03-09,Karnal,53,11817,11283,12.0,95.48,146.0,9.0,155,,,,379,1165.0,579.0,25271.0
2021-03-09,Kurukshetra,54,9405,8988,40.0,95.57,135.0,1.0,136,1.0,,,281,706.0,154.0,12240.0
2021-03-09,Mahindergarh,0,6616,6593,,99.65,18.0,3.0,21,,,,2,123.0,39.0,10340.0
2021-03-09,Nuh,3,1718,1683,,97.96,20.0,10.0,30,,,,5,157.0,443.0,7562.0
2021-03-09,Palwal,0,4437,4399,1.0,99.14,32.0,3.0,35,,,,3,167.0,314.0,9658.0
2021-03-09,Panchkula,44,11100,10674,4.0,96.16,139.0,10.0,149,,,,277,1748.0,1022.0,23034.0
2021-03-09,Panipat,7,10998,10733,13.0,97.59,129.0,25.0,154,,,,111,555.0,164.0,11228.0
2021-03-09,Rewari,0,11385,11305,,99.3,56.0,20.0,76,,,,4,399.0,221.0,13336.0
2021-03-09,Rohtak,2,12324,12146,,98.56,151.0,2.0,153,,,,25,556.0,935.0,16081.0
2021-03-09,Sirsa,4,8109,7970,2.0,98.29,100.0,16.0,116,,,,23,3537.0,343.0,19309.0
2021-03-09,Sonepat,1,14876,14775,,99.32,57.0,29.0,86,,,,15,1670.0,798.0,24123.0
2021-03-09,Total,336,273087,267762,152.0,98.05,2689.0,373.0,3062,4.0,,,2263,26038.0,8410.0,432755.0
2021-03-09,Yamunanagar,12,7108,6829,10.0,96.07,150.0,7.0,157,,,,122,1041.0,389.0,18539.0
2021-03-12,Ambala,40,12360,11974,20.0,96.88,136.0,11.0,147,1.0,,,239,4802.0,201.0,28014.0
2021-03-12,Bhiwani,4,6372,6207,,97.41,129.0,16.0,145,,,,20,879.0,181.0,13999.0
2021-03-12,Charkhi Dadri,2,1532,1494,,97.52,20.0,6.0,26,,,,12,81.0,231.0,6552.0
2021-03-12,Faridabad,19,46698,46126,13.0,98.78,321.0,97.0,418,,,,154,4019.0,432.0,67076.0
2021-03-12,Fatehabad,6,4771,4629,6.0,97.02,114.0,6.0,120,,,,22,1027.0,110.0,12625.0
2021-03-12,Gurugram,88,59712,58803,50.0,98.48,292.0,67.0,359,,,,550,5431.0,1753.0,100361.0
2021-03-12,Hisar,1,17174,16833,2.0,98.01,304.0,26.0,330,,,,11,592.0,191.0,23690.0
2021-03-12,Jhajjar,0,5946,5840,1.0,98.22,97.0,5.0,102,,,,4,472.0,128.0,12331.0
2021-03-12,Jind,5,5007,4842,,96.7,92.0,3.0,95,1.0,,,70,357.0,167.0,9620.0
2021-03-12,Kaithal,23,4144,3946,21.0,95.22,55.0,1.0,56,,,,142,233.0,56.0,11272.0
2021-03-12,Karnal,50,12072,11364,36.0,94.14,147.0,9.0,156,,,,552,2126.0,159.0,28450.0
2021-03-12,Kurukshetra,63,9539,9061,29.0,94.99,135.0,1.0,136,,,,342,875.0,180.0,14018.0
2021-03-12,Mahindergarh,2,6618,6594,,99.64,18.0,3.0,21,,,,3,1157.0,93.0,11752.0
2021-03-12,Nuh,0,1718,1683,,97.96,20.0,10.0,30,,,,5,35.0,94.0,7892.0
2021-03-12,Palwal,0,4437,4399,,99.14,32.0,3.0,35,,,,3,203.0,31.0,10148.0
2021-03-12,Panchkula,29,11223,10769,55.0,95.95,139.0,10.0,149,,,,305,2204.0,561.0,27308.0
2021-03-12,Panipat,14,11029,10768,11.0,97.63,131.0,25.0,156,2.0,,,105,376.0,179.0,12745.0
2021-03-12,Rewari,0,11387,11305,,99.28,56.0,20.0,76,,,,6,1265.0,381.0,15221.0
2021-03-12,Rohtak,5,12337,12150,2.0,98.48,151.0,2.0,153,,,,34,698.0,592.0,17489.0
2021-03-12,Sirsa,3,8120,7974,,98.2,100.0,16.0,116,,,,30,5331.0,218.0,25354.0
2021-03-12,Sonepat,2,14894,14775,,99.2,57.0,29.0,86,,,,33,451.0,64.0,25122.0
2021-03-12,Total,385,274273,268397,253.0,97.86,2696.0,373.0,3069,4.0,,,2807,33975.0,6245.0,501916.0
2021-03-12,Yamunanagar,29,7183,6861,7.0,95.52,150.0,7.0,157,,,,165,1361.0,243.0,20877.0
2021-03-15,Ambala,18,12467,12032,21.0,96.51,137.0,11.0,148,,,,287,,,55311.0
2021-03-15,Bhiwani,3,6377,6216,6.0,97.48,129.0,16.0,145,,,,16,,,23467.0
2021-03-15,Charkhi Dadri,0,1532,1494,,97.52,20.0,6.0,26,,,,12,,,11152.0
2021-03-15,Faridabad,31,46801,46187,25.0,98.69,322.0,97.0,419,1.0,,,195,,,82910.0
2021-03-15,Fatehabad,6,4782,4631,1.0,96.84,114.0,6.0,120,,,,31,,,19495.0
2021-03-15,Gurugram,81,59930,58987,67.0,98.43,293.0,67.0,360,1.0,,,583,,,116977.0
2021-03-15,Hisar,4,17190,16838,2.0,97.95,304.0,26.0,330,,,,22,,,29900.0
2021-03-15,Jhajjar,1,5948,5844,1.0,98.25,97.0,5.0,102,,,,2,,,19898.0
2021-03-15,Jind,20,5034,4874,18.0,96.82,92.0,3.0,95,,,,65,,,12190.0
2021-03-15,Kaithal,7,4173,4013,18.0,96.17,55.0,1.0,56,,,,104,,,14466.0
2021-03-15,Karnal,31,12299,11502,43.0,93.52,149.0,9.0,158,,,,639,,,38995.0
2021-03-15,Kurukshetra,79,9724,9134,21.0,93.93,136.0,1.0,137,1.0,,,453,,,18404.0
2021-03-15,Mahindergarh,1,6620,6595,1.0,99.62,18.0,3.0,21,,,,4,,,17134.0
2021-03-15,Nuh,0,1718,1685,,98.08,20.0,10.0,30,,,,3,,,9782.0
2021-03-15,Palwal,0,4437,4400,,99.17,32.0,3.0,35,,,,2,,,16741.0
2021-03-15,Panchkula,40,11372,10868,40.0,95.57,139.0,10.0,149,,,,355,,,34873.0
2021-03-15,Panipat,9,11060,10813,9.0,97.77,133.0,25.0,158,,,,89,,,17587.0
2021-03-15,Rewari,0,11388,11309,,99.31,56.0,20.0,76,,,,3,,,20441.0
2021-03-15,Rohtak,10,12355,12154,,98.37,151.0,2.0,153,,,,48,,,24458.0
2021-03-15,Sirsa,11,8132,7982,2.0,98.16,100.0,16.0,116,,,,34,,,32860.0
2021-03-15,Sonepat,9,14927,14781,3.0,99.02,57.0,29.0,86,,,,60,,,36226.0
2021-03-15,Total,420,275557,269268,300.0,97.72,2704.0,373.0,3077,3.0,,,3212,,,681264.0
2021-03-15,Yamunanagar,59,7291,6929,22.0,95.03,150.0,7.0,157,,,,205,,,27997.0
2021-03-16,Ambala,45,12512,12062,30.0,96.4,137.0,11.0,148,,,,302,2712.0,48.0,58071.0
2021-03-16,Bhiwani,1,6378,6217,1.0,97.48,129.0,16.0,145,,,,16,3207.0,64.0,26738.0
2021-03-16,Charkhi Dadri,4,1536,1495,1.0,97.33,20.0,6.0,26,,,,15,2240.0,87.0,13479.0
2021-03-16,Faridabad,27,46828,46211,24.0,98.68,322.0,97.0,419,,,,198,5656.0,307.0,88873.0
2021-03-16,Fatehabad,3,4785,4632,1.0,96.8,114.0,6.0,120,,,,33,2337.0,44.0,21876.0
2021-03-16,Gurugram,84,60014,59042,55.0,98.38,293.0,67.0,360,,,,612,5075.0,866.0,122918.0
2021-03-16,Hisar,7,17197,16842,4.0,97.94,304.0,26.0,330,,,,25,6059.0,305.0,36264.0
2021-03-16,Jhajjar,1,5949,5844,,98.23,97.0,5.0,102,,,,3,1546.0,82.0,21526.0
2021-03-16,Jind,5,5039,4879,5.0,96.82,92.0,3.0,95,,,,65,3535.0,132.0,15857.0
2021-03-16,Kaithal,9,4182,4019,6.0,96.1,55.0,1.0,56,,,,107,2245.0,140.0,16851.0
2021-03-16,Karnal,93,12392,11543,41.0,93.15,150.0,9.0,159,1.0,,,690,3290.0,88.0,42373.0
2021-03-16,Kurukshetra,56,9780,9175,41.0,93.81,136.0,1.0,137,,,,468,2673.0,114.0,21191.0
2021-03-16,Mahindergarh,1,6621,6595,,99.61,18.0,3.0,21,,,,5,591.0,51.0,17776.0
2021-03-16,Nuh,2,1720,1685,,97.97,20.0,10.0,30,,,,5,191.0,54.0,10027.0
2021-03-16,Palwal,1,4438,4400,,99.14,32.0,3.0,35,,,,3,954.0,12.0,17707.0
2021-03-16,Panchkula,96,11468,10880,12.0,94.87,139.0,10.0,149,,,,439,1488.0,271.0,36632.0
2021-03-16,Panipat,5,11065,10818,5.0,97.77,134.0,25.0,159,1.0,,,88,1312.0,181.0,19080.0
2021-03-16,Rewari,0,11388,11309,,99.31,56.0,20.0,76,,,,3,2565.0,75.0,23081.0
2021-03-16,Rohtak,2,12357,12156,2.0,98.37,151.0,2.0,153,,,,48,886.0,208.0,25552.0
2021-03-16,Sirsa,17,8149,7982,,97.95,100.0,16.0,116,,,,51,6153.0,144.0,39157.0
2021-03-16,Sonepat,15,14942,14787,6.0,98.96,57.0,29.0,86,,,,69,5733.0,307.0,42266.0
2021-03-16,Total,523,276080,269517,249.0,97.62,2706.0,373.0,3079,2.0,,,3484,63921.0,3711.0,748896.0
2021-03-16,Yamunanagar,49,7340,6944,15.0,94.6,150.0,7.0,157,,,,239,3473.0,131.0,31601.0
2021-03-18,Ambala,91,12669,12130,47.0,95.75,139.0,11.0,150,,,,389,3544.0,134.0,63639.0
2021-03-18,Bhiwani,1,6381,6222,3.0,97.51,129.0,16.0,145,,,,14,54.0,25.0,26892.0
2021-03-18,Charkhi Dadri,1,1537,1497,1.0,97.4,20.0,6.0,26,,,,14,1416.0,74.0,14969.0
2021-03-18,Faridabad,51,46907,46248,21.0,98.6,322.0,97.0,419,,,,240,6250.0,290.0,97698.0
2021-03-18,Fatehabad,11,4823,4635,2.0,96.1,115.0,6.0,121,1.0,,,67,1172.0,34.0,23442.0
2021-03-18,Gurugram,104,60215,59197,80.0,98.31,293.0,67.0,360,,,,658,4544.0,476.0,129553.0
2021-03-18,Hisar,2,17204,16845,2.0,97.91,304.0,26.0,330,,,,29,5981.0,180.0,42872.0
2021-03-18,Jhajjar,3,5955,5845,,98.15,97.0,5.0,102,,,,8,831.0,62.0,23190.0
2021-03-18,Jind,27,5069,4897,14.0,96.61,92.0,3.0,95,,,,77,846.0,41.0,16744.0
2021-03-18,Kaithal,15,4220,4064,22.0,96.3,58.0,1.0,59,3.0,,,97,3024.0,111.0,20288.0
2021-03-18,Karnal,95,12568,11648,65.0,92.68,151.0,9.0,160,1.0,,,760,7918.0,120.0,51440.0
2021-03-18,Kurukshetra,85,9951,9284,62.0,93.3,137.0,1.0,138,,,,529,670.0,40.0,22571.0
2021-03-18,Mahindergarh,2,6623,6595,,99.58,18.0,3.0,21,,,,7,3801.0,127.0,21704.0
2021-03-18,Nuh,0,1720,1688,3.0,98.14,20.0,10.0,30,,,,2,412.0,39.0,10738.0
2021-03-18,Palwal,3,4441,4401,,99.1,32.0,3.0,35,,,,5,3707.0,7.0,21613.0
2021-03-18,Panchkula,46,11574,10961,39.0,94.7,139.0,10.0,149,,,,464,1518.0,90.0,38825.0
2021-03-18,Panipat,25,11099,10829,5.0,97.57,134.0,25.0,159,,,,111,1227.0,90.0,21136.0
2021-03-18,Rewari,5,11397,11309,,99.23,56.0,20.0,76,,,,12,3271.0,142.0,26994.0
2021-03-18,Rohtak,10,12372,12163,3.0,98.31,151.0,2.0,153,,,,56,997.0,217.0,27199.0
2021-03-18,Sirsa,5,8158,7988,4.0,97.92,100.0,16.0,116,,,,54,4904.0,77.0,44374.0
2021-03-18,Sonepat,6,14961,14797,9.0,98.9,57.0,29.0,86,,,,78,5994.0,79.0,49245.0
2021-03-18,Total,633,277268,270222,410.0,97.46,2716.0,373.0,3089,6.0,,,3957,66246.0,2612.0,831953.0
2021-03-18,Yamunanagar,45,7424,6979,28.0,94.01,152.0,7.0,159,1.0,,,286,4165.0,157.0,36827.0
2021-03-19,Ambala,88,12757,12150,20.0,95.24,139.0,11.0,150,,,,457,4361.0,131.0,68131.0
2021-03-19,Bhiwani,1,6382,6226,4.0,97.56,129.0,16.0,145,,,,11,1172.0,41.0,28105.0
2021-03-19,Charkhi Dadri,0,1537,1497,,97.4,20.0,6.0,26,,,,14,83.0,106.0,15158.0
2021-03-19,Faridabad,34,46941,46280,32.0,98.59,322.0,97.0,419,,,,242,6038.0,424.0,104160.0
2021-03-19,Fatehabad,3,4826,4637,2.0,96.08,115.0,6.0,121,,,,68,1119.0,39.0,24600.0
2021-03-19,Gurugram,184,60399,59298,101.0,98.18,293.0,67.0,360,,,,741,3399.0,640.0,133592.0
2021-03-19,Hisar,19,17223,16850,5.0,97.83,304.0,26.0,330,,,,43,5730.0,202.0,48804.0
2021-03-19,Jhajjar,3,5958,5845,,98.1,97.0,5.0,102,,,,11,644.0,92.0,23926.0
2021-03-19,Jind,22,5091,4902,5.0,96.29,92.0,3.0,95,,,,94,125.0,20.0,16889.0
2021-03-19,Kaithal,29,4249,4085,21.0,96.14,58.0,1.0,59,,,,105,3098.0,112.0,23498.0
2021-03-19,Karnal,114,12682,11804,156.0,93.08,151.0,9.0,160,,,,718,6435.0,368.0,58243.0
2021-03-19,Kurukshetra,85,10036,9323,39.0,92.9,138.0,1.0,139,1.0,,,574,3353.0,46.0,25970.0
2021-03-19,Mahindergarh,0,6623,6597,2.0,99.61,18.0,3.0,21,,,,5,3304.0,69.0,25077.0
2021-03-19,Nuh,0,1720,1688,,98.14,20.0,10.0,30,,,,2,441.0,45.0,11224.0
2021-03-19,Palwal,0,4441,4401,,99.1,32.0,3.0,35,,,,5,174.0,21.0,21808.0
2021-03-19,Panchkula,166,11740,10973,12.0,93.47,139.0,10.0,149,,,,618,1732.0,242.0,40799.0
2021-03-19,Panipat,23,11122,10837,8.0,97.44,134.0,25.0,159,,,,126,863.0,88.0,22087.0
2021-03-19,Rewari,1,11398,11311,2.0,99.24,56.0,20.0,76,,,,11,2784.0,104.0,29882.0
2021-03-19,Rohtak,7,12379,12163,,98.26,151.0,2.0,153,,,,63,555.0,311.0,28065.0
2021-03-19,Sirsa,5,8163,7990,2.0,97.88,100.0,16.0,116,,,,57,3742.0,119.0,48235.0
2021-03-19,Sonepat,29,14990,14806,9.0,98.77,57.0,29.0,86,,,,98,5062.0,62.0,54369.0
2021-03-19,Total,872,278140,270670,448.0,97.31,2717.0,373.0,3090,1.0,,,4380,57510.0,3434.0,892897.0
2021-03-19,Yamunanagar,59,7483,7007,28.0,93.64,152.0,7.0,159,,,,317,3296.0,152.0,40275.0
2021-03-20,Ambala,108,12865,12167,17.0,94.57,140.0,11.0,151,1.0,,,547,1321.0,19.0,69471.0
2021-03-20,Bhiwani,3,6385,6226,,97.51,129.0,16.0,145,,,,14,57.0,25.0,28187.0
2021-03-20,Charkhi Dadri,0,1537,1497,,97.4,20.0,6.0,26,,,,14,400.0,26.0,15584.0
2021-03-20,Faridabad,49,46990,46306,26.0,98.54,322.0,97.0,419,,,,265,2303.0,223.0,106686.0
2021-03-20,Fatehabad,11,4837,4643,6.0,95.99,115.0,6.0,121,,,,73,723.0,78.0,25401.0
2021-03-20,Gurugram,141,60540,59361,63.0,98.05,293.0,67.0,360,,,,819,1540.0,116.0,135248.0
2021-03-20,Hisar,16,17239,16853,3.0,97.76,304.0,26.0,330,,,,56,197.0,27.0,49028.0
2021-03-20,Jhajjar,6,5964,5846,1.0,98.02,97.0,5.0,102,,,,16,84.0,2.0,24012.0
2021-03-20,Jind,22,5113,4903,1.0,95.89,92.0,3.0,95,,,,115,51.0,1.0,16941.0
2021-03-20,Kaithal,14,4263,4091,6.0,95.97,58.0,1.0,59,,,,113,642.0,32.0,24172.0
2021-03-20,Karnal,123,12805,11854,50.0,92.57,152.0,9.0,161,1.0,,,790,954.0,43.0,59240.0
2021-03-20,Kurukshetra,110,10146,9395,72.0,92.6,138.0,1.0,139,,,,612,180.0,15.0,26165.0
2021-03-20,Mahindergarh,0,6623,6597,,99.61,18.0,3.0,21,,,,5,449.0,13.0,25539.0
2021-03-20,Nuh,0,1720,1688,,98.14,20.0,10.0,30,,,,2,307.0,56.0,11587.0
2021-03-20,Palwal,0,4441,4401,,99.1,32.0,3.0,35,,,,5,577.0,8.0,22393.0
2021-03-20,Panchkula,85,11825,11034,61.0,93.31,139.0,10.0,149,,,,642,1036.0,95.0,41930.0
2021-03-20,Panipat,9,11131,10847,10.0,97.45,134.0,25.0,159,,,,125,468.0,56.0,22611.0
2021-03-20,Rewari,0,11398,11311,,99.24,56.0,20.0,76,,,,11,315.0,23.0,30220.0
2021-03-20,Rohtak,6,12385,12163,,98.21,151.0,2.0,153,,,,69,183.0,109.0,28357.0
2021-03-20,Sirsa,17,8180,7991,1.0,97.69,100.0,16.0,116,,,,73,100.0,30.0,48365.0
2021-03-20,Sonepat,32,15022,14814,8.0,98.62,57.0,29.0,86,,,,122,985.0,37.0,55391.0
2021-03-20,Total,821,278961,271038,368.0,97.16,2720.0,373.0,3093,3.0,,,4830,13492.0,1089.0,907478.0
2021-03-20,Yamunanagar,69,7552,7050,43.0,93.35,153.0,7.0,160,1.0,,,342,620.0,55.0,40950.0
2021-03-22,Ambala,90,13030,12247,45.0,93.99,141.0,11.0,152,,,,631,24379.0,159.0,94029.0
2021-03-22,Bhiwani,1,6388,6231,5.0,97.54,129.0,16.0,145,,,,12,14364.0,175.0,42753.0
2021-03-22,Charkhi Dadri,0,1539,1497,,97.27,20.0,6.0,26,,,,16,6173.0,60.0,21817.0
2021-03-22,Faridabad,36,47063,46366,20.0,98.52,322.0,97.0,419,,,,278,20849.0,866.0,128644.0
2021-03-22,Fatehabad,49,4915,4656,6.0,94.73,116.0,6.0,122,1.0,,,137,6626.0,161.0,32188.0
2021-03-22,Gurugram,121,60842,59509,81.0,97.81,294.0,67.0,361,1.0,,,972,23358.0,1647.0,160253.0
2021-03-22,Hisar,12,17263,16862,8.0,97.68,304.0,26.0,330,,,,71,7636.0,265.0,57006.0
2021-03-22,Jhajjar,3,5973,5850,1.0,97.94,97.0,5.0,102,,,,21,10097.0,331.0,34440.0
2021-03-22,Jind,46,5182,4927,20.0,95.08,92.0,3.0,95,,,,160,13169.0,368.0,30478.0
2021-03-22,Kaithal,29,4315,4121,16.0,95.5,59.0,1.0,60,,,,134,5096.0,250.0,29518.0
2021-03-22,Karnal,116,13063,12001,106.0,91.87,154.0,9.0,163,1.0,,,899,11546.0,198.0,70984.0
