date,district,total_active_cases_till_yesterday,new_cases_today,discharged_cases_today,deaths_today,total_active_cases_including_today,total_indegenous_cases_till_yesterday,indegenous_cases_today,total_imported_cases_till_yesterday,imported_cases_today,total_cases_till_today,total_cases_discharged,total_deaths
2020-10-19,krishnagiri,823,65,93,3,792,5879.0,65.0,165.0,0.0,6109.0,5224,93
2020-10-19,madurai,775,64,76,4,759,17867.0,64.0,153.0,0.0,18084.0,16916,409
2020-10-19,nagapattinam,541,36,47,2,528,6159.0,36.0,88.0,0.0,6283.0,5653,102
2020-10-19,namakkal,901,98,128,1,870,7990.0,98.0,98.0,0.0,8186.0,7225,91
2020-10-19,nilgiris,629,60,129,1,559,6070.0,60.0,19.0,0.0,6149.0,5554,36
2020-10-19,perambalur,76,15,10,0,81,2048.0,15.0,2.0,0.0,2065.0,1964,20
2020-10-19,pudukottai,384,35,48,0,371,10210.0,35.0,33.0,0.0,10278.0,9760,147
2020-10-19,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-19,ramanathapuram,167,23,13,0,177,5731.0,23.0,133.0,0.0,5887.0,5585,125
2020-10-19,ranipet,357,43,80,0,320,14468.0,43.0,49.0,0.0,14560.0,14067,173
2020-10-19,salem,2038,192,241,1,1988,24704.0,192.0,419.0,0.0,25315.0,22934,393
2020-10-19,sivagangai,147,25,24,0,148,5589.0,25.0,60.0,0.0,5674.0,5402,124
2020-10-19,tenkasi,153,22,20,0,155,7669.0,22.0,49.0,0.0,7740.0,7434,151
2020-10-19,thanjavur,568,83,119,1,531,14455.0,83.0,22.0,0.0,14560.0,13817,212
2020-10-19,theni,319,32,64,0,287,15907.0,32.0,45.0,0.0,15984.0,15508,189
2020-10-19,thirupathur,356,28,86,0,298,5999.0,28.0,110.0,0.0,6137.0,5723,116
2020-10-19,thiruvallur,1356,172,161,3,1364,35998.0,172.0,8.0,0.0,36178.0,34211,603
2020-10-19,thiruvannamalai,629,53,48,2,632,16672.0,53.0,393.0,0.0,17118.0,16230,256
2020-10-19,thiruvarur,595,74,111,1,557,8969.0,74.0,37.0,0.0,9080.0,8435,88
2020-10-19,thoothukudi,549,46,35,0,560,14222.0,46.0,269.0,0.0,14537.0,13851,126
2020-10-19,tirunelveli,558,36,49,0,545,13460.0,36.0,420.0,0.0,13916.0,13166,205
2020-10-19,tiruppur,1203,140,202,1,1140,11154.0,140.0,11.0,0.0,11305.0,9999,166
2020-10-19,trichy,632,59,91,0,600,11835.0,59.0,18.0,0.0,11912.0,11150,162
2020-10-19,vellore,704,92,90,1,705,16815.0,92.0,218.0,0.0,17125.0,16127,293
2020-10-19,villupuram,577,76,94,2,557,12935.0,76.0,174.0,0.0,13185.0,12524,104
2020-10-19,virudhunagar,227,25,43,0,209,15030.0,25.0,104.0,0.0,15159.0,14733,217
2020-10-20,airport surveillance (domestic),12,0,1,0,11,0.0,0.0,982.0,0.0,982.0,970,1
2020-10-20,airport surveillance (international),3,0,0,0,3,0.0,0.0,925.0,0.0,925.0,921,1
2020-10-20,ariyalur,190,15,23,0,182,4253.0,15.0,20.0,0.0,4288.0,4060,46
2020-10-20,chengalpattu,1725,191,242,4,1670,41449.0,191.0,5.0,0.0,41645.0,39336,639
2020-10-20,chennai,12234,857,1235,11,11845,190862.0,857.0,35.0,0.0,191754.0,176363,3546
2020-10-20,coimbatore,3898,263,328,2,3831,40063.0,263.0,48.0,0.0,40374.0,36017,526
2020-10-20,cuddalore,994,69,93,1,969,22386.0,69.0,202.0,0.0,22657.0,21424,264
2020-10-20,dharmapuri,799,66,85,2,778,5026.0,66.0,214.0,0.0,5306.0,4479,49
2020-10-20,dindigul,350,20,26,0,344,9539.0,20.0,77.0,0.0,9636.0,9111,181
2020-10-20,erode,993,72,134,0,931,9124.0,72.0,94.0,0.0,9290.0,8246,113
2020-10-20,grand total,38093,3094,4403,50,36734,684247.0,3094.0,6689.0,0.0,694030.0,646555,10741
2020-10-20,kallakurichi,333,32,41,0,324,9595.0,32.0,404.0,0.0,10031.0,9605,102
2020-10-20,kancheepuram,748,93,143,4,694,24479.0,93.0,3.0,0.0,24575.0,23515,366
2020-10-20,kanyakumari,706,61,66,2,699,14252.0,61.0,109.0,0.0,14422.0,13484,239
2020-10-20,karur,364,19,37,0,346,3779.0,19.0,46.0,0.0,3844.0,3455,43
2020-10-20,krishnagiri,796,26,87,2,733,5948.0,26.0,165.0,0.0,6139.0,5311,95
2020-10-20,madurai,754,61,70,1,744,17926.0,61.0,153.0,0.0,18140.0,16986,410
2020-10-20,nagapattinam,531,33,53,2,509,6198.0,33.0,88.0,0.0,6319.0,5706,104
2020-10-20,namakkal,868,95,129,0,834,8086.0,95.0,98.0,0.0,8279.0,7354,91
2020-10-20,nilgiris,559,31,111,0,479,6130.0,31.0,19.0,0.0,6180.0,5665,36
2020-10-20,perambalur,83,8,8,0,83,2065.0,8.0,2.0,0.0,2075.0,1972,20
2020-10-20,pudukottai,371,23,44,0,350,10245.0,23.0,33.0,0.0,10301.0,9804,147
2020-10-20,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-20,ramanathapuram,178,12,21,2,167,5755.0,12.0,133.0,0.0,5900.0,5606,127
2020-10-20,ranipet,320,29,70,0,279,14511.0,29.0,49.0,0.0,14589.0,14137,173
2020-10-20,salem,1997,169,226,1,1939,24905.0,169.0,419.0,0.0,25493.0,23160,394
2020-10-20,sivagangai,149,22,15,0,156,5615.0,22.0,60.0,0.0,5697.0,5417,124
2020-10-20,tenkasi,155,8,19,0,144,7691.0,8.0,49.0,0.0,7748.0,7453,151
2020-10-20,thanjavur,532,88,108,0,512,14539.0,88.0,22.0,0.0,14649.0,13925,212
2020-10-20,theni,290,29,59,0,260,15942.0,29.0,45.0,0.0,16016.0,15567,189
2020-10-20,thirupathur,294,47,61,1,279,6023.0,47.0,110.0,0.0,6180.0,5784,117
2020-10-20,thiruvallur,1356,137,174,4,1315,36162.0,137.0,8.0,0.0,36307.0,34385,607
2020-10-20,thiruvannamalai,633,37,50,1,619,16726.0,37.0,393.0,0.0,17156.0,16280,257
2020-10-20,thiruvarur,557,64,96,1,524,9043.0,64.0,37.0,0.0,9144.0,8531,89
2020-10-20,thoothukudi,562,37,46,0,553,14270.0,37.0,269.0,0.0,14576.0,13897,126
2020-10-20,tirunelveli,543,22,69,1,495,13494.0,22.0,420.0,0.0,13936.0,13235,206
2020-10-20,tiruppur,1146,125,179,5,1087,11300.0,125.0,11.0,0.0,11436.0,10178,171
2020-10-20,trichy,605,63,51,1,616,11899.0,63.0,18.0,0.0,11980.0,11201,163
2020-10-20,vellore,712,73,84,1,700,16914.0,73.0,218.0,0.0,17205.0,16211,294
2020-10-20,villupuram,542,58,73,0,527,12996.0,58.0,174.0,0.0,13228.0,12597,104
2020-10-20,virudhunagar,211,39,46,1,203,15057.0,39.0,104.0,0.0,15200.0,14779,218
2020-10-22,airport surveillance (domestic),11,0,11,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-22,airport surveillance (international),3,0,0,0,3,0.0,0.0,925.0,0.0,925.0,921,1
2020-10-22,ariyalur,177,7,26,0,158,4275.0,7.0,20.0,0.0,4302.0,4098,46
2020-10-22,chengalpattu,1597,193,271,4,1515,41865.0,193.0,5.0,0.0,42063.0,39900,648
2020-10-22,chennai,11364,833,1077,13,11107,192431.0,833.0,35.0,0.0,193299.0,178623,3569
2020-10-22,coimbatore,3759,285,290,1,3753,40649.0,285.0,48.0,0.0,40982.0,36701,528
2020-10-22,cuddalore,947,69,145,0,871,22525.0,69.0,202.0,0.0,22796.0,21661,264
2020-10-22,dharmapuri,761,38,120,0,679,5119.0,38.0,214.0,0.0,5371.0,4644,48
2020-10-22,dindigul,328,28,27,0,329,9567.0,28.0,77.0,0.0,9672.0,9161,182
2020-10-22,erode,899,80,111,1,867,9285.0,80.0,94.0,0.0,9459.0,8476,116
2020-10-22,grand total,35480,3077,4314,45,34198,690427.0,3077.0,6689.0,0.0,700193.0,655170,10825
2020-10-22,kallakurichi,296,24,36,0,284,9646.0,24.0,404.0,0.0,10074.0,9688,102
2020-10-22,kancheepuram,665,99,133,1,630,24670.0,99.0,3.0,0.0,24772.0,23772,370
2020-10-22,kanyakumari,670,36,76,0,630,14361.0,36.0,109.0,0.0,14506.0,13637,239
2020-10-22,karur,296,37,23,0,310,3815.0,37.0,46.0,0.0,3898.0,3545,43
2020-10-22,krishnagiri,693,45,87,1,650,6011.0,45.0,165.0,0.0,6221.0,5473,98
2020-10-22,madurai,731,57,45,1,742,18046.0,57.0,153.0,0.0,18256.0,17101,413
2020-10-22,nagapattinam,511,35,66,1,479,6284.0,35.0,88.0,0.0,6407.0,5822,106
2020-10-22,namakkal,803,74,85,0,792,8250.0,74.0,98.0,0.0,8422.0,7539,91
2020-10-22,nilgiris,442,62,78,1,425,6192.0,62.0,19.0,0.0,6273.0,5811,37
2020-10-22,perambalur,85,7,10,0,82,2087.0,7.0,2.0,0.0,2096.0,1994,20
2020-10-22,pudukottai,322,27,51,0,298,10295.0,27.0,33.0,0.0,10355.0,9910,147
2020-10-22,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-22,ramanathapuram,173,9,13,0,169,5782.0,9.0,133.0,0.0,5924.0,5628,127
2020-10-22,ranipet,249,27,30,0,246,14561.0,27.0,49.0,0.0,14637.0,14216,175
2020-10-22,salem,1942,140,200,5,1877,25279.0,140.0,419.0,0.0,25838.0,23560,401
2020-10-22,sivagangai,160,14,25,0,149,5656.0,14.0,60.0,0.0,5730.0,5456,125
2020-10-22,tenkasi,151,5,6,0,150,7712.0,5.0,49.0,0.0,7766.0,7465,151
2020-10-22,thanjavur,463,72,94,2,439,14696.0,72.0,22.0,0.0,14790.0,14136,215
2020-10-22,theni,228,22,48,1,201,15998.0,22.0,45.0,0.0,16065.0,15673,191
2020-10-22,thirupathur,284,54,61,0,277,6141.0,54.0,110.0,0.0,6305.0,5911,117
2020-10-22,thiruvallur,1324,170,176,4,1314,36479.0,170.0,8.0,0.0,36657.0,34732,611
2020-10-22,thiruvannamalai,585,38,87,2,534,16827.0,38.0,393.0,0.0,17258.0,16465,259
2020-10-22,thiruvarur,508,62,86,0,484,9152.0,62.0,37.0,0.0,9251.0,8678,89
2020-10-22,thoothukudi,509,40,47,0,502,14330.0,40.0,269.0,0.0,14639.0,14011,126
2020-10-22,tirunelveli,471,26,60,0,437,13556.0,26.0,420.0,0.0,14002.0,13358,207
2020-10-22,tiruppur,1122,155,252,3,1022,11561.0,155.0,11.0,0.0,11727.0,10531,174
2020-10-22,trichy,600,55,65,3,587,12024.0,55.0,18.0,0.0,12097.0,11343,167
2020-10-22,vellore,649,62,197,0,514,17063.0,62.0,218.0,0.0,17343.0,16532,297
2020-10-22,villupuram,527,60,63,1,523,13121.0,60.0,174.0,0.0,13355.0,12727,105
2020-10-22,virudhunagar,175,30,36,0,169,15116.0,30.0,104.0,0.0,15250.0,14862,219
2020-10-23,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-23,airport surveillance (international),3,0,0,0,3,0.0,0.0,925.0,0.0,925.0,921,1
2020-10-23,ariyalur,163,11,19,0,155,4287.0,11.0,20.0,0.0,4318.0,4117,46
2020-10-23,chengalpattu,1511,186,282,1,1414,42054.0,186.0,5.0,0.0,42245.0,40182,649
2020-10-23,chennai,11103,844,1308,11,10628,193260.0,844.0,35.0,0.0,194139.0,179931,3580
2020-10-23,coimbatore,3753,280,273,2,3758,40934.0,280.0,48.0,0.0,41262.0,36974,530
2020-10-23,cuddalore,868,54,139,1,782,22591.0,54.0,202.0,0.0,22847.0,21800,265
2020-10-23,dharmapuri,677,40,97,0,620,5155.0,40.0,214.0,0.0,5409.0,4741,48
2020-10-23,dindigul,328,19,42,1,304,9594.0,19.0,77.0,0.0,9690.0,9203,183
2020-10-23,erode,866,106,104,1,867,9364.0,106.0,94.0,0.0,9564.0,8580,117
2020-10-23,grand total,34198,3057,4262,33,32960,693504.0,3057.0,6689.0,0.0,703250.0,659432,10858
2020-10-23,kallakurichi,280,25,35,0,270,9666.0,25.0,404.0,0.0,10095.0,9723,102
2020-10-23,kancheepuram,644,87,145,3,583,24783.0,87.0,3.0,0.0,24873.0,23917,373
2020-10-23,kanyakumari,630,51,74,0,607,14397.0,51.0,109.0,0.0,14557.0,13711,239
2020-10-23,karur,309,26,45,0,290,3851.0,26.0,46.0,0.0,3923.0,3590,43
2020-10-23,krishnagiri,652,47,72,1,626,6058.0,47.0,165.0,0.0,6270.0,5545,99
2020-10-23,madurai,738,71,89,0,720,18099.0,71.0,153.0,0.0,18323.0,17190,413
2020-10-23,nagapattinam,486,18,56,1,447,6326.0,18.0,88.0,0.0,6432.0,5878,107
2020-10-23,namakkal,793,95,88,0,800,8325.0,95.0,98.0,0.0,8518.0,7627,91
2020-10-23,nilgiris,425,45,99,0,371,6254.0,45.0,19.0,0.0,6318.0,5910,37
2020-10-23,perambalur,82,5,8,0,79,2094.0,5.0,2.0,0.0,2101.0,2002,20
2020-10-23,pudukottai,298,23,53,1,267,10322.0,23.0,33.0,0.0,10378.0,9963,148
2020-10-23,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-23,ramanathapuram,169,6,13,0,162,5791.0,6.0,133.0,0.0,5930.0,5641,127
2020-10-23,ranipet,248,30,16,0,262,14590.0,30.0,49.0,0.0,14669.0,14232,175
2020-10-23,salem,1881,185,195,1,1870,25423.0,185.0,419.0,0.0,26027.0,23755,402
2020-10-23,sivagangai,150,16,20,0,146,5671.0,16.0,60.0,0.0,5747.0,5476,125
2020-10-23,tenkasi,151,10,9,0,152,7718.0,10.0,49.0,0.0,7777.0,7474,151
2020-10-23,thanjavur,436,78,81,0,433,14765.0,78.0,22.0,0.0,14865.0,14217,215
2020-10-23,theni,202,20,45,0,177,16021.0,20.0,45.0,0.0,16086.0,15718,191
2020-10-23,thirupathur,276,45,58,0,263,6194.0,45.0,110.0,0.0,6349.0,5969,117
2020-10-23,thiruvallur,1295,168,172,2,1289,36630.0,168.0,8.0,0.0,36806.0,34904,613
2020-10-23,thiruvannamalai,535,37,59,1,512,16866.0,37.0,393.0,0.0,17296.0,16524,260
2020-10-23,thiruvarur,483,53,101,1,434,9213.0,53.0,37.0,0.0,9303.0,8779,90
2020-10-23,thoothukudi,506,51,59,1,497,14374.0,51.0,269.0,0.0,14694.0,14070,127
2020-10-23,tirunelveli,434,23,62,1,394,13579.0,23.0,420.0,0.0,14022.0,13420,208
2020-10-23,tiruppur,1023,130,92,2,1059,11717.0,130.0,11.0,0.0,11858.0,10623,176
2020-10-23,trichy,590,53,66,0,577,12082.0,53.0,18.0,0.0,12153.0,11409,167
2020-10-23,vellore,513,56,83,1,485,17124.0,56.0,218.0,0.0,17398.0,16615,298
2020-10-23,villupuram,528,49,83,0,494,13186.0,49.0,174.0,0.0,13409.0,12810,105
2020-10-23,virudhunagar,169,14,20,0,163,15146.0,14.0,104.0,0.0,15264.0,14882,219
2020-10-24,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-24,airport surveillance (international),3,0,0,0,3,0.0,0.0,925.0,0.0,925.0,921,1
2020-10-24,ariyalur,156,3,35,0,124,4299.0,3.0,20.0,0.0,4322.0,4152,46
2020-10-24,chengalpattu,1407,169,257,5,1314,42233.0,169.0,5.0,0.0,42407.0,40439,654
2020-10-24,chennai,10611,779,1240,3,10147,194087.0,779.0,35.0,0.0,194901.0,181171,3583
2020-10-24,coimbatore,3764,287,290,4,3757,41220.0,287.0,48.0,0.0,41555.0,37264,534
2020-10-24,cuddalore,783,49,79,0,753,22646.0,49.0,202.0,0.0,22897.0,21879,265
2020-10-24,dharmapuri,620,30,86,0,564,5195.0,30.0,214.0,0.0,5439.0,4827,48
2020-10-24,dindigul,304,16,32,1,287,9613.0,16.0,77.0,0.0,9706.0,9235,184
2020-10-24,erode,858,98,112,1,843,9461.0,98.0,94.0,0.0,9653.0,8692,118
2020-10-24,grand total,32960,2886,4024,35,31787,696561.0,2886.0,6689.0,0.0,706136.0,663456,10893
2020-10-24,kallakurichi,270,28,35,0,263,9691.0,28.0,404.0,0.0,10123.0,9758,102
2020-10-24,kancheepuram,596,140,135,4,597,24883.0,140.0,3.0,0.0,25026.0,24052,377
2020-10-24,kanyakumari,607,52,77,1,581,14448.0,52.0,109.0,0.0,14609.0,13788,240
2020-10-24,karur,293,31,22,0,302,3880.0,31.0,46.0,0.0,3957.0,3612,43
2020-10-24,krishnagiri,627,37,53,3,608,6106.0,37.0,165.0,0.0,6308.0,5598,102
2020-10-24,madurai,711,77,92,1,695,18161.0,77.0,153.0,0.0,18391.0,17282,414
2020-10-24,nagapattinam,448,29,53,2,422,6345.0,29.0,88.0,0.0,6462.0,5931,109
2020-10-24,namakkal,789,83,123,0,749,8409.0,83.0,98.0,0.0,8590.0,7750,91
2020-10-24,nilgiris,371,18,74,0,315,6299.0,18.0,19.0,0.0,6336.0,5984,37
2020-10-24,perambalur,79,4,6,0,77,2100.0,4.0,2.0,0.0,2106.0,2008,21
2020-10-24,pudukottai,266,26,40,0,252,10344.0,26.0,33.0,0.0,10403.0,10003,148
2020-10-24,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-24,ramanathapuram,166,9,13,0,162,5801.0,9.0,133.0,0.0,5943.0,5654,127
2020-10-24,ranipet,263,12,11,0,264,14621.0,12.0,49.0,0.0,14682.0,14243,175
2020-10-24,salem,1881,148,191,2,1836,25619.0,148.0,419.0,0.0,26186.0,23946,404
2020-10-24,sivagangai,147,20,27,0,140,5688.0,20.0,60.0,0.0,5768.0,5503,125
2020-10-24,tenkasi,152,7,12,0,147,7728.0,7.0,49.0,0.0,7784.0,7486,151
2020-10-24,thanjavur,435,61,93,1,402,14845.0,61.0,22.0,0.0,14928.0,14310,216
2020-10-24,theni,177,19,40,0,156,16041.0,19.0,45.0,0.0,16105.0,15758,191
2020-10-24,thirupathur,261,51,60,0,252,6237.0,51.0,110.0,0.0,6398.0,6029,117
2020-10-24,thiruvallur,1284,165,162,1,1286,36793.0,165.0,8.0,0.0,36966.0,35066,614
2020-10-24,thiruvannamalai,512,50,60,0,502,16903.0,50.0,393.0,0.0,17346.0,16584,260
2020-10-24,thiruvarur,436,49,58,0,427,9268.0,49.0,37.0,0.0,9354.0,8837,90
2020-10-24,thoothukudi,499,39,47,2,489,14427.0,39.0,269.0,0.0,14735.0,14117,129
2020-10-24,tirunelveli,392,25,51,0,366,13600.0,25.0,420.0,0.0,14045.0,13471,208
2020-10-24,tiruppur,1064,101,123,1,1041,11852.0,101.0,11.0,0.0,11964.0,10746,177
2020-10-24,trichy,576,50,78,0,548,12133.0,50.0,18.0,0.0,12201.0,11487,166
2020-10-24,vellore,490,63,81,2,470,17185.0,63.0,218.0,0.0,17466.0,16696,300
2020-10-24,villupuram,495,35,64,1,465,13236.0,35.0,174.0,0.0,13445.0,12874,106
2020-10-24,virudhunagar,167,26,12,0,181,15164.0,26.0,104.0,0.0,15294.0,14894,219
2020-10-25,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-25,airport surveillance (international),3,0,1,0,2,0.0,0.0,925.0,0.0,925.0,922,1
2020-10-25,ariyalur,122,5,11,0,116,4300.0,5.0,20.0,0.0,4325.0,4163,46
2020-10-25,chengalpattu,1407,155,220,3,1339,42495.0,155.0,5.0,0.0,42655.0,40659,657
2020-10-25,chennai,10154,764,1270,9,9639,194873.0,764.0,35.0,0.0,195672.0,182441,3592
2020-10-25,coimbatore,3761,271,336,3,3693,41511.0,271.0,48.0,0.0,41830.0,37600,537
2020-10-25,cuddalore,753,51,65,1,738,22695.0,51.0,202.0,0.0,22948.0,21944,266
2020-10-25,dharmapuri,563,31,87,2,505,5224.0,31.0,214.0,0.0,5469.0,4914,50
2020-10-25,dindigul,288,17,33,0,272,9630.0,17.0,77.0,0.0,9724.0,9268,184
2020-10-25,erode,837,76,93,1,819,9553.0,76.0,94.0,0.0,9723.0,8785,119
2020-10-25,grand total,31787,2869,4019,31,30606,699447.0,2869.0,6689.0,0.0,709005.0,667475,10924
2020-10-25,kallakurichi,261,25,37,0,249,9717.0,25.0,404.0,0.0,10146.0,9795,102
2020-10-25,kancheepuram,507,120,136,0,491,24933.0,120.0,3.0,0.0,25056.0,24188,377
2020-10-25,kanyakumari,582,57,63,0,576,14501.0,57.0,109.0,0.0,14667.0,13851,240
2020-10-25,karur,298,29,27,0,300,3907.0,29.0,46.0,0.0,3982.0,3639,43
2020-10-25,krishnagiri,607,27,86,0,548,6142.0,27.0,165.0,0.0,6334.0,5684,102
2020-10-25,madurai,687,65,114,0,638,18230.0,65.0,153.0,0.0,18448.0,17396,414
2020-10-25,nagapattinam,424,26,48,1,401,6376.0,26.0,88.0,0.0,6490.0,5979,110
2020-10-25,namakkal,751,89,90,2,748,8494.0,89.0,98.0,0.0,8681.0,7840,93
2020-10-25,nilgiris,315,31,82,0,264,6317.0,31.0,19.0,0.0,6367.0,6066,37
2020-10-25,perambalur,78,6,6,0,78,2105.0,6.0,2.0,0.0,2113.0,2014,21
2020-10-25,pudukottai,255,29,49,0,235,10373.0,29.0,33.0,0.0,10435.0,10052,148
2020-10-25,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-25,ramanathapuram,163,11,28,0,146,5811.0,11.0,133.0,0.0,5955.0,5682,127
2020-10-25,ranipet,265,20,14,0,271,14634.0,20.0,49.0,0.0,14703.0,14257,175
2020-10-25,salem,1835,196,192,2,1837,25766.0,196.0,419.0,0.0,26381.0,24138,406
2020-10-25,sivagangai,139,24,24,0,139,5707.0,24.0,60.0,0.0,5791.0,5527,125
2020-10-25,tenkasi,147,4,8,1,142,7735.0,4.0,49.0,0.0,7788.0,7494,152
2020-10-25,thanjavur,400,65,90,0,375,14904.0,65.0,22.0,0.0,14991.0,14400,216
2020-10-25,theni,157,20,30,0,147,16061.0,20.0,45.0,0.0,16126.0,15788,191
2020-10-25,thirupathur,258,45,17,1,285,6294.0,45.0,110.0,0.0,6449.0,6046,118
2020-10-25,thiruvallur,1276,161,161,0,1276,36948.0,161.0,8.0,0.0,37117.0,35227,614
2020-10-25,thiruvannamalai,504,43,42,0,505,16955.0,43.0,393.0,0.0,17391.0,16626,260
2020-10-25,thiruvarur,426,47,44,1,428,9316.0,47.0,37.0,0.0,9400.0,8881,91
2020-10-25,thoothukudi,491,42,35,0,498,14468.0,42.0,269.0,0.0,14779.0,14152,129
2020-10-25,tirunelveli,364,32,68,0,328,13623.0,32.0,420.0,0.0,14075.0,13539,208
2020-10-25,tiruppur,1044,112,171,2,983,11956.0,112.0,11.0,0.0,12079.0,10917,179
2020-10-25,trichy,550,48,65,0,533,12185.0,48.0,18.0,0.0,12251.0,11552,166
2020-10-25,vellore,464,51,91,2,422,17242.0,51.0,218.0,0.0,17511.0,16787,302
2020-10-25,villupuram,469,49,59,0,459,13275.0,49.0,174.0,0.0,13498.0,12933,106
2020-10-25,virudhunagar,182,25,26,0,181,15191.0,25.0,104.0,0.0,15320.0,14920,219
2020-10-26,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-26,airport surveillance (international),2,0,0,0,2,0.0,0.0,925.0,0.0,925.0,922,1
2020-10-26,ariyalur,116,6,15,0,107,4305.0,6.0,20.0,0.0,4331.0,4178,46
2020-10-26,chengalpattu,1342,143,238,8,1239,42653.0,143.0,5.0,0.0,42801.0,40897,665
2020-10-26,chennai,9598,747,1482,7,8856,195596.0,747.0,35.0,0.0,196378.0,183923,3599
2020-10-26,coimbatore,3694,253,193,1,3753,41783.0,253.0,48.0,0.0,42084.0,37793,538
2020-10-26,cuddalore,738,49,70,1,716,22746.0,49.0,202.0,0.0,22997.0,22014,267
2020-10-26,dharmapuri,498,30,69,1,458,5246.0,30.0,214.0,0.0,5490.0,4983,49
2020-10-26,dindigul,273,12,31,0,254,9648.0,12.0,77.0,0.0,9737.0,9299,184
2020-10-26,erode,819,83,95,0,807,9629.0,83.0,94.0,0.0,9806.0,8880,119
2020-10-26,grand total,30606,2708,4014,32,29268,702316.0,2708.0,6689.0,0.0,711713.0,671489,10956
2020-10-26,kallakurichi,249,24,32,0,241,9742.0,24.0,404.0,0.0,10170.0,9827,102
2020-10-26,kancheepuram,498,119,157,0,460,25060.0,119.0,3.0,0.0,25182.0,24345,377
2020-10-26,kanyakumari,576,56,59,2,571,14558.0,56.0,109.0,0.0,14723.0,13910,242
2020-10-26,karur,301,27,37,0,291,3937.0,27.0,46.0,0.0,4010.0,3676,43
2020-10-26,krishnagiri,549,26,35,0,540,6172.0,26.0,165.0,0.0,6363.0,5719,104
2020-10-26,madurai,635,68,96,1,606,18292.0,68.0,153.0,0.0,18513.0,17492,415
2020-10-26,nagapattinam,403,25,66,1,361,6404.0,25.0,88.0,0.0,6517.0,6045,111
2020-10-26,namakkal,749,76,122,0,703,8584.0,76.0,98.0,0.0,8758.0,7962,93
2020-10-26,nilgiris,268,38,61,1,244,6352.0,38.0,19.0,0.0,6409.0,6127,38
2020-10-26,perambalur,78,3,9,0,72,2111.0,3.0,2.0,0.0,2116.0,2023,21
2020-10-26,pudukottai,236,28,48,1,215,10403.0,28.0,33.0,0.0,10464.0,10100,149
2020-10-26,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2020-10-26,ramanathapuram,146,10,17,1,138,5822.0,10.0,133.0,0.0,5965.0,5699,128
2020-10-26,ranipet,267,19,14,1,271,14650.0,19.0,49.0,0.0,14718.0,14271,176
2020-10-26,salem,1839,165,175,0,1829,25964.0,165.0,419.0,0.0,26548.0,24313,406
2020-10-26,sivagangai,140,22,27,0,135,5732.0,22.0,60.0,0.0,5814.0,5554,125
2020-10-26,tenkasi,142,3,19,1,125,7739.0,3.0,49.0,0.0,7791.0,7513,153
2020-10-26,thanjavur,377,63,72,0,368,14971.0,63.0,22.0,0.0,15056.0,14472,216
2020-10-26,theni,147,17,37,0,127,16081.0,17.0,45.0,0.0,16143.0,15825,191
2020-10-26,thirupathur,283,41,36,0,288,6337.0,41.0,110.0,0.0,6488.0,6082,118
2020-10-26,thiruvallur,1295,133,194,1,1233,37128.0,133.0,8.0,0.0,37269.0,35421,615
2020-10-26,thiruvannamalai,505,37,36,0,506,16998.0,37.0,393.0,0.0,17428.0,16662,260
2020-10-26,thiruvarur,429,45,73,0,401,9364.0,45.0,37.0,0.0,9446.0,8954,91
2020-10-26,thoothukudi,498,38,36,0,500,14510.0,38.0,269.0,0.0,14817.0,14188,129
2020-10-26,tirunelveli,329,30,50,0,309,13656.0,30.0,420.0,0.0,14106.0,13589,208
2020-10-26,tiruppur,983,109,114,1,977,12068.0,109.0,11.0,0.0,12188.0,11031,180
2020-10-26,trichy,533,46,79,1,499,12233.0,46.0,18.0,0.0,12297.0,11631,167
2020-10-26,vellore,429,49,53,1,424,17300.0,49.0,218.0,0.0,17567.0,16840,303
2020-10-26,villupuram,460,45,50,0,455,13325.0,45.0,174.0,0.0,13544.0,12983,106
2020-10-26,virudhunagar,182,23,17,1,187,15217.0,23.0,104.0,0.0,15344.0,14937,220
2020-10-27,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,982.0,0.0,982.0,981,1
2020-10-27,airport surveillance (international),2,0,0,0,2,0.0,0.0,925.0,0.0,925.0,922,1
2020-10-27,ariyalur,106,5,33,0,78,4310.0,5.0,20.0,0.0,4335.0,4211,46
2020-10-27,chengalpattu,1245,144,184,2,1203,42802.0,144.0,5.0,0.0,42951.0,41081,667
