date,district,cases_today,deaths_today,cases_total,deaths_total,under_treatment,cured_total,patients_belonging_other_states,deaths_belonging_other_states
2021-07-03,bathinda,0,0,49,5,17,0,,
2021-07-03,faridkot,0,0,12,1,6,0,,
2021-07-03,fatehgarh sahib,0,0,8,1,5,0,,
2021-07-03,fazilka,0,0,14,1,3,0,,
2021-07-03,firozepur,0,0,15,1,5,0,,
2021-07-03,gurdaspur,0,0,25,3,20,0,,
2021-07-03,hoshiarpur,0,0,20,1,16,0,,
2021-07-03,jalandhar,0,0,45,6,24,0,,
2021-07-03,kapurthala,0,0,12,2,5,0,,
2021-07-03,ludhiana,1,0,105,8,40,0,,
2021-07-03,mansa,0,0,24,0,12,0,,
2021-07-03,moga,0,0,8,0,4,0,,
2021-07-03,pathankot,0,0,5,1,3,0,,
2021-07-03,patiala,0,0,28,2,19,0,,
2021-07-03,rupnagar (ropar),0,0,2,0,2,0,,
2021-07-03,s.a.s nagar,0,0,12,0,8,0,,
2021-07-03,sangrur,0,0,27,1,18,0,,
2021-07-03,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0,,
2021-07-03,sri muktsar sahib,0,0,31,2,18,0,,
2021-07-03,tarn taran,0,0,17,1,16,0,,
2021-07-03,other states,1,0,66,6,37,0,,
2021-07-03,grand total,2,0,599,51,337,0,,
2021-07-02,amritsar,0,0,53,4,47,0,,
2021-07-02,barnala,0,0,12,4,4,0,,
2021-07-02,bathinda,0,0,49,5,18,0,,
2021-07-02,faridkot,0,0,12,1,6,0,,
2021-07-02,fatehgarh sahib,0,0,8,1,5,0,,
2021-07-02,fazilka,0,0,14,1,3,0,,
2021-07-02,firozepur,0,0,15,1,5,0,,
2021-07-02,gurdaspur,0,0,25,3,20,0,,
2021-07-02,hoshiarpur,0,0,20,1,16,0,,
2021-07-02,jalandhar,0,0,45,6,23,0,,
2021-07-02,kapurthala,0,0,12,2,5,0,,
2021-07-02,ludhiana,1,0,104,8,44,0,,
2021-07-02,mansa,1,0,24,0,13,0,,
2021-07-02,moga,0,0,8,0,4,0,,
2021-07-02,pathankot,0,0,5,1,3,0,,
2021-07-02,patiala,1,0,28,2,19,0,,
2021-07-02,rupnagar (ropar),0,0,2,0,2,0,,
2021-07-02,s.a.s nagar,0,0,12,0,8,0,,
2021-07-02,sangrur,0,0,27,1,18,0,,
2021-07-02,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0,,
2021-07-02,sri muktsar sahib,1,0,31,2,18,0,,
2021-07-02,tarn taran,0,0,17,1,16,0,,
2021-07-02,other states,0,0,65,6,36,0,,
2021-07-02,grand total,4,0,597,51,341,0,,
2021-07-01,amritsar,1,0,53,4,47,0,,
2021-07-01,barnala,0,0,12,4,5,0,,
2021-07-01,bathinda,1,0,49,5,21,0,,
2021-07-01,faridkot,0,0,12,1,6,0,,
2021-07-01,fatehgarh sahib,0,0,8,1,5,0,,
2021-07-01,fazilka,0,0,14,1,4,0,,
2021-07-01,firozepur,0,0,15,1,6,0,,
2021-07-01,gurdaspur,0,0,25,3,20,0,,
2021-07-01,hoshiarpur,0,0,20,1,16,0,,
2021-07-01,jalandhar,0,0,45,6,23,0,,
2021-07-01,kapurthala,0,0,12,2,5,0,,
2021-07-01,ludhiana,0,0,103,8,45,0,,
2021-07-01,mansa,1,0,23,0,13,0,,
2021-07-01,moga,0,0,8,0,4,0,,
2021-07-01,pathankot,0,0,5,1,3,0,,
2021-07-01,patiala,1,0,27,2,18,0,,
2021-07-01,rupnagar (ropar),0,0,2,0,2,0,,
2021-07-01,s.a.s nagar,1,0,12,0,8,0,,
2021-07-01,sangrur,0,0,27,1,20,0,,
2021-07-01,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0,,
2021-07-01,sri muktsar sahib,0,0,30,2,17,0,,
2021-07-01,tarn taran,0,0,17,1,16,0,,
2021-07-01,other states,1,0,65,6,37,0,,
2021-07-01,grand total,6,0,593,51,349,0,,
2021-06-30,amritsar,0,0,52,4,46,0,,
2021-06-30,barnala,0,0,12,4,5,0,,
2021-06-30,bathinda,2,0,48,5,21,0,,
2021-06-30,faridkot,0,0,12,1,7,0,,
2021-06-30,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-30,fazilka,0,0,14,1,4,0,,
2021-06-30,firozepur,0,0,15,1,6,0,,
2021-06-30,gurdaspur,1,0,25,3,20,0,,
2021-06-30,hoshiarpur,0,0,20,1,16,0,,
2021-06-30,jalandhar,0,0,45,6,23,0,,
2021-06-30,kapurthala,0,0,12,2,5,0,,
2021-06-30,ludhiana,1,0,103,8,46,0,,
2021-06-30,mansa,1,0,22,0,12,0,,
2021-06-30,moga,1,0,8,0,4,0,,
2021-06-30,pathankot,0,0,5,1,3,0,,
2021-06-30,patiala,1,0,26,2,20,0,,
2021-06-30,rupnagar (ropar),0,0,2,0,2,0,,
2021-06-30,s.a.s nagar,0,0,11,0,8,0,,
2021-06-30,sangrur,1,0,27,1,20,0,,
2021-06-30,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0,,
2021-06-30,sri muktsar sahib,0,0,30,2,17,0,,
2021-06-30,tarn taran,0,0,17,1,16,0,,
2021-06-30,other states,1,0,64,6,37,0,,
2021-06-30,grand total,9,0,587,51,352,0,,
2021-06-29,amritsar,0,0,52,4,46,0,,
2021-06-29,barnala,1,0,12,4,5,0,,
2021-06-29,bathinda,1,0,46,5,19,0,,
2021-06-29,faridkot,0,0,12,1,7,0,,
2021-06-29,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-29,fazilka,0,0,14,1,5,0,,
2021-06-29,firozepur,0,0,15,1,6,0,,
2021-06-29,gurdaspur,0,0,24,3,19,0,,
2021-06-29,hoshiarpur,0,0,20,1,16,0,,
2021-06-29,jalandhar,0,0,45,6,23,0,,
2021-06-29,kapurthala,0,0,12,2,5,0,,
2021-06-29,ludhiana,1,0,102,8,45,0,,
2021-06-29,mansa,1,0,21,11,0,0,,
2021-06-29,moga,0,0,7,3,0,0,,
2021-06-29,pathankot,0,0,5,1,3,0,,
2021-06-29,patiala,0,0,25,2,19,0,,
2021-06-29,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-29,s.a.s nagar,0,0,11,8,0,0,,
2021-06-29,sangrur,1,0,26,1,19,0,,
2021-06-29,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0,,
2021-06-29,sri muktsar sahib,0,0,30,2,17,0,,
2021-06-29,tarn taran,1,0,17,1,16,0,,
2021-06-29,other states,1,0,63,6,37,0,,
2021-06-29,grand total,7,0,578,51,345,0,,
2021-06-28,amritsar,0,0,52,4,46,0,,
2021-06-28,barnala,0,0,11,4,4,0,,
2021-06-28,bathinda,1,0,45,5,19,0,,
2021-06-28,faridkot,1,0,12,1,7,0,,
2021-06-28,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-28,fazilka,0,0,14,1,5,0,,
2021-06-28,firozepur,2,0,15,1,6,0,,
2021-06-28,gurdaspur,0,0,24,3,19,0,,
2021-06-28,hoshiarpur,0,0,20,1,16,0,,
2021-06-28,jalandhar,2,0,45,6,23,0,,
2021-06-28,kapurthala,0,0,12,2,5,0,,
2021-06-28,ludhiana,-1,0,101,8,44,0,,
2021-06-28,mansa,0,0,20,10,0,0,,
2021-06-28,moga,-1,0,7,3,0,0,,
2021-06-28,pathankot,0,0,5,1,3,0,,
2021-06-28,patiala,0,0,25,2,18,0,,
2021-06-28,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-28,s.a.s nagar,0,0,11,8,0,0,,
2021-06-28,sangrur,-1,0,25,1,18,0,,
2021-06-28,shahidbhagat singh nagar(nawanshahr),1,0,9,1,8,0,,
2021-06-28,sri muktsar sahib,-1,0,30,2,17,0,,
2021-06-28,tarn taran,0,0,16,1,15,0,,
2021-06-28,other states,1,0,62,6,36,0,,
2021-06-28,grand total,4,0,571,51,338,0,,
2021-06-27,amritsar,0,0,52,4,46,0,,
2021-06-27,barnala,0,0,11,4,4,0,,
2021-06-27,bathinda,-4,0,44,5,18,0,,
2021-06-27,faridkot,1,0,11,1,6,0,,
2021-06-27,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-27,fazilka,1,0,14,1,5,0,,
2021-06-27,firozepur,1,0,13,1,5,0,,
2021-06-27,gurdaspur,0,0,24,3,19,0,,
2021-06-27,hoshiarpur,1,0,20,1,16,0,,
2021-06-27,jalandhar,1,0,43,6,23,0,,
2021-06-27,kapurthala,0,0,12,2,6,0,,
2021-06-27,ludhiana,1,0,102,8,45,0,,
2021-06-27,mansa,0,0,20,10,0,0,,
2021-06-27,moga,0,0,8,4,0,0,,
2021-06-27,pathankot,0,0,5,1,3,0,,
2021-06-27,patiala,0,0,25,2,18,0,,
2021-06-27,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-27,s.a.s nagar,0,0,11,8,0,0,,
2021-06-27,sangrur,2,0,26,1,19,0,,
2021-06-27,shahid bhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-27,sri muktsar sahib,0,0,31,2,18,0,,
2021-06-27,tarn taran,1,0,16,1,15,0,,
2021-06-27,other states,1,0,61,6,36,0,,
2021-06-27,grand total,6,0,567,51,339,0,,
2021-06-26,amritsar,2,0,52,4,47,0,,
2021-06-26,barnala,0,0,11,4,4,0,,
2021-06-26,bathinda,0,0,48,5,18,0,,
2021-06-26,faridkot,0,0,10,1,6,0,,
2021-06-26,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-26,fazilka,0,0,13,1,5,0,,
2021-06-26,firozepur,0,0,12,1,5,0,,
2021-06-26,gurdaspur,1,0,24,3,19,0,,
2021-06-26,hoshiarpur,2,0,19,1,15,0,,
2021-06-26,jalandhar,0,0,42,6,22,0,,
2021-06-26,kapurthala,0,0,12,2,8,0,,
2021-06-26,ludhiana,0,0,101,8,55,0,,
2021-06-26,mansa,0,0,20,10,0,0,,
2021-06-26,moga,0,0,8,4,0,0,,
2021-06-26,pathankot,0,0,5,1,3,0,,
2021-06-26,patiala,0,0,25,2,18,0,,
2021-06-26,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-26,s.a.s nagar,0,0,11,8,0,0,,
2021-06-26,sangrur,-1,0,24,1,20,0,,
2021-06-26,shahidbhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-26,sri muktsar sahib,0,0,31,2,18,0,,
2021-06-26,tarn taran,2,0,15,1,14,0,,
2021-06-26,other states,1,0,60,6,37,0,,
2021-06-26,grand total,7,0,561,51,351,0,,
2021-06-25,amritsar,0,0,50,4,45,0,,
2021-06-25,barnala,1,0,11,4,5,0,,
2021-06-25,bathinda,-1,0,48,5,18,0,,
2021-06-25,faridkot,0,0,10,1,6,0,,
2021-06-25,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-25,fazilka,0,0,13,1,5,0,,
2021-06-25,firozepur,0,0,12,1,5,0,,
2021-06-25,gurdaspur,0,0,23,3,18,0,,
2021-06-25,hoshiarpur,0,0,17,1,13,0,,
2021-06-25,jalandhar,-1,0,42,6,22,0,,
2021-06-25,kapurthala,0,0,12,2,8,0,,
2021-06-25,ludhiana,4,0,101,8,55,0,,
2021-06-25,mansa,2,0,20,10,0,0,,
2021-06-25,moga,0,0,8,5,0,0,,
2021-06-25,pathankot,0,0,5,1,3,0,,
2021-06-25,patiala,0,0,25,2,18,0,,
2021-06-25,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-25,s.a.s nagar,1,0,11,8,0,0,,
2021-06-25,sangrur,0,0,25,1,21,0,,
2021-06-25,shahid bhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-25,sri muktsar sahib,0,0,31,2,18,0,,
2021-06-25,tarn taran,0,0,13,1,12,0,,
2021-06-25,other states,-1,0,59,6,36,0,,
2021-06-25,grand total,5,0,554,51,346,0,,
2021-06-24,amritsar,0,0,50,4,45,0,,
2021-06-24,barnala,0,0,10,4,4,0,,
2021-06-24,bathinda,0,0,49,5,18,0,,
2021-06-24,faridkot,0,0,10,1,7,0,,
2021-06-24,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-24,fazilka,0,0,13,1,6,0,,
2021-06-24,firozepur,0,0,12,1,5,0,,
2021-06-24,gurdaspur,0,0,23,3,18,0,,
2021-06-24,hoshiarpur,0,0,17,1,13,0,,
2021-06-24,jalandhar,0,0,43,6,23,0,,
2021-06-24,kapurthala,0,0,12,2,8,0,,
2021-06-24,ludhiana,0,0,97,8,55,0,,
2021-06-24,mansa,1,0,18,8,0,0,,
2021-06-24,moga,0,0,8,5,0,0,,
2021-06-24,pathankot,0,0,5,1,3,0,,
2021-06-24,patiala,0,0,25,2,18,0,,
2021-06-24,rupnagar (ropar),0,0,2,2,0,0,,
2021-06-24,s.a.s nagar,0,0,10,7,0,0,,
2021-06-24,sangrur,0,0,25,1,21,0,,
2021-06-24,shahid bhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-24,sri muktsar sahib,1,0,31,2,18,0,,
2021-06-24,tarn taran,0,0,13,1,12,0,,
2021-06-24,other states,0,0,60,6,38,0,,
2021-06-24,grand total,2,0,549,51,347,0,,
2021-06-23,amritsar,2,0,50,4,45,0,,
2021-06-23,barnala,0,0,10,4,4,0,,
2021-06-23,bathinda,0,0,49,5,18,0,,
2021-06-23,faridkot,1,0,10,1,7,0,,
2021-06-23,fatehgarh sahib,0,0,8,1,6,0,,
2021-06-23,fazilka,0,0,13,1,7,0,,
2021-06-23,firozepur,0,0,12,1,5,0,,
2021-06-23,gurdaspur,0,0,23,3,18,0,,
2021-06-23,hoshiarpur,0,0,17,1,13,0,,
2021-06-23,jalandhar,0,0,43,6,24,0,,
2021-06-23,kapurthala,0,0,12,2,8,0,,
2021-06-23,ludhiana,2,0,97,8,55,0,,
2021-06-23,mansa,2,0,17,8,0,0,,
2021-06-23,moga,2,0,8,5,0,0,,
2021-06-23,pathankot,0,0,5,1,3,0,,
2021-06-23,patiala,0,0,25,2,18,0,,
2021-06-23,rupnagar (ropar),1,0,2,2,0,0,,
2021-06-23,s.a.s nagar,0,0,10,7,0,0,,
2021-06-23,sangrur,1,0,25,1,21,0,,
2021-06-23,shahidbhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-23,sri muktsar sahib,0,0,30,2,18,0,,
2021-06-23,tarn taran,1,0,13,1,12,0,,
2021-06-23,other states,0,0,60,6,38,0,,
2021-06-23,grand total,12,0,547,51,349,0,,
2021-06-22,amritsar,4,0,48,4,43,0,,
2021-06-22,barnala,0,0,10,4,4,0,,
2021-06-22,bathinda,0,0,49,5,18,0,,
2021-06-22,faridkot,-1,0,9,1,7,0,,
2021-06-22,fatehgarh sahib,1,0,8,1,6,0,,
2021-06-22,fazilka,0,0,13,1,7,0,,
2021-06-22,firozepur,0,0,12,1,5,0,,
2021-06-22,gurdaspur,0,0,23,3,18,0,,
2021-06-22,hoshiarpur,1,0,17,1,13,0,,
2021-06-22,jalandhar,0,0,43,6,24,0,,
2021-06-22,kapurthala,0,0,12,2,8,0,,
2021-06-22,ludhiana,0,0,95,8,54,0,,
2021-06-22,mansa,2,0,15,7,0,0,,
2021-06-22,moga,0,0,6,3,0,0,,
2021-06-22,pathankot,0,0,5,1,3,0,,
2021-06-22,patiala,0,0,25,2,18,0,,
2021-06-22,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-22,s.a.s nagar,0,0,10,7,0,0,,
2021-06-22,sangrur,1,0,24,1,20,0,,
2021-06-22,shahid bhagat singh nagar(nawanshahr),0,0,8,1,7,0,,
2021-06-22,sri muktsar sahib,2,0,30,2,18,0,,
2021-06-22,tarn taran,0,0,12,1,11,0,,
2021-06-22,other states,0,0,60,6,38,0,,
2021-06-22,grand total,10,0,535,51,340,0,,
2021-06-21,amritsar,1,0,44,4,39,0,,
2021-06-21,barnala,0,0,10,4,4,0,,
2021-06-21,bathinda,0,0,49,5,19,0,,
2021-06-21,faridkot,2,0,10,1,8,0,,
2021-06-21,fatehgarh sahib,0,0,7,1,5,0,,
2021-06-21,fazilka,0,0,13,1,7,0,,
2021-06-21,ferozepur,-1,0,12,1,5,0,,
2021-06-21,gurdaspur,0,0,23,3,18,0,,
2021-06-21,hoshiarpur,0,0,16,1,12,0,,
2021-06-21,jalandhar,0,0,43,6,24,0,,
2021-06-21,kapurthala,0,0,12,2,8,0,,
2021-06-21,ludhiana,1,0,95,8,54,0,,
2021-06-21,mansa,2,0,13,7,0,0,,
2021-06-21,moga,0,0,6,3,0,0,,
2021-06-21,pathankot,0,0,5,1,3,0,,
2021-06-21,patiala,0,0,25,2,18,0,,
2021-06-21,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-21,s.a.s nagar,1,0,10,7,0,0,,
2021-06-21,sangrur,0,0,23,1,19,0,,
2021-06-21,shahidbhagat singh nagar(nawanshahr),1,0,8,1,7,0,,
2021-06-21,sri muktsar sahib,2,0,28,2,16,0,,
2021-06-21,tarn taran,1,0,12,1,11,0,,
2021-06-21,other states,2,0,60,6,38,0,,
2021-06-21,grand total,12,0,525,51,333,0,,
2021-06-20,amritsar,0,0,43,4,38,0,,
2021-06-20,barnala,0,0,10,4,4,0,,
2021-06-20,bathinda,0,0,49,5,19,0,,
2021-06-20,faridkot,0,0,8,1,6,0,,
2021-06-20,fatehgarh sahib,1,0,7,1,5,0,,
2021-06-20,fazilka,0,0,13,1,7,0,,
2021-06-20,firozepur,0,0,13,1,6,0,,
2021-06-20,gurdaspur,0,0,23,3,18,0,,
2021-06-20,hoshiarpur,0,0,16,1,12,0,,
2021-06-20,jalandhar,0,0,43,6,24,0,,
2021-06-20,kapurthala,0,0,12,2,8,0,,
2021-06-20,ludhiana,1,0,94,8,57,0,,
2021-06-20,mansa,0,0,11,5,0,0,,
2021-06-20,moga,0,0,6,3,0,0,,
2021-06-20,pathankot,0,0,5,1,3,0,,
2021-06-20,patiala,0,0,25,2,18,0,,
2021-06-20,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-20,s.a.s nagar,0,0,9,6,0,0,,
2021-06-20,sangrur,2,0,23,1,19,0,,
2021-06-20,shahid bhagat singh nagar(nawanshahr),0,0,7,1,6,0,,
2021-06-20,sri muktsar sahib,1,0,26,2,15,0,,
2021-06-20,tarn taran,0,0,11,1,10,0,,
2021-06-20,other states,0,0,58,6,37,0,,
2021-06-20,grand total,5,0,513,51,327,0,,
2021-06-19,amritsar,0,0,43,4,38,0,,
2021-06-19,barnala,0,0,10,4,4,0,,
2021-06-19,bathinda,2,0,49,5,19,0,,
2021-06-19,faridkot,0,0,8,1,6,0,,
2021-06-19,fatehgarh sahib,0,0,6,1,4,0,,
2021-06-19,fazilka,0,0,13,1,7,0,,
2021-06-19,firozepur,1,0,13,1,6,0,,
2021-06-19,gurdaspur,2,0,23,3,18,0,,
2021-06-19,hoshiarpur,3,0,16,1,12,0,,
2021-06-19,jalandhar,4,0,43,6,24,0,,
2021-06-19,kapurthala,0,0,12,2,8,0,,
2021-06-19,ludhiana,1,0,93,8,56,0,,
2021-06-19,mansa,0,0,11,5,0,0,,
2021-06-19,moga,0,0,6,3,0,0,,
2021-06-19,pathankot,0,0,5,1,3,0,,
2021-06-19,patiala,0,0,25,2,18,0,,
2021-06-19,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-19,s.a.s nagar,0,0,9,6,0,0,,
2021-06-19,sangrur,0,0,21,1,17,0,,
2021-06-19,shahid bhagat singh nagar(nawanshahr),0,0,7,1,6,0,,
2021-06-19,sri muktsar sahib,0,0,25,2,15,0,,
2021-06-19,tarn taran,0,0,11,1,10,0,,
2021-06-19,other states,0,0,58,6,37,0,,
2021-06-19,grand total,13,0,508,51,323,0,,
2021-06-18,amritsar,1,0,43,4,38,0,,
2021-06-18,barnala,0,0,10,4,4,0,,
2021-06-18,bathinda,0,0,47,5,18,0,,
2021-06-18,faridkot,0,0,8,1,6,0,,
2021-06-18,fatehgarh sahib,0,0,6,1,4,0,,
2021-06-18,fazilka,0,0,13,1,7,0,,
2021-06-18,firozepur,0,0,12,1,5,0,,
2021-06-18,gurdaspur,1,0,21,3,17,0,,
2021-06-18,hoshiarpur,0,0,13,1,9,0,,
2021-06-18,jalandhar,3,0,39,6,20,0,,
2021-06-18,kapurthala,0,0,12,2,8,0,,
2021-06-18,ludhiana,3,0,92,8,55,0,,
2021-06-18,mansa,0,0,11,5,0,0,,
2021-06-18,moga,0,0,6,3,0,0,,
2021-06-18,pathankot,0,0,5,1,3,0,,
2021-06-18,patiala,1,0,25,2,18,0,,
2021-06-18,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-18,s.a.s nagar,0,0,9,6,0,0,,
2021-06-18,sangrur,3,0,21,1,18,0,,
2021-06-18,shahid bhagat singh nagar(nawanshahr),0,0,7,1,6,0,,
2021-06-18,sri muktsar sahib,1,0,25,2,16,0,,
2021-06-18,tarn taran,2,0,11,1,10,0,,
2021-06-18,other states,1,0,58,6,37,0,,
2021-06-18,grand total,16,0,495,51,314,0,,
2021-06-17,amritsar,0,0,42,4,37,0,,
2021-06-17,barnala,0,0,10,4,4,0,,
2021-06-17,bathinda,0,0,47,5,22,0,,
2021-06-17,faridkot,0,0,8,1,6,0,,
2021-06-17,fatehgarh sahib,0,0,6,1,4,0,,
2021-06-17,fazilka,0,0,13,1,8,0,,
2021-06-17,firozepur,1,0,12,1,5,0,,
2021-06-17,gurdaspur,1,0,20,3,16,0,,
2021-06-17,hoshiarpur,1,0,13,1,9,0,,
2021-06-17,jalandhar,0,0,36,6,17,0,,
2021-06-17,kapurthala,0,0,12,2,8,0,,
2021-06-17,ludhiana,5,0,89,8,54,0,,
2021-06-17,mansa,0,0,11,5,0,0,,
2021-06-17,moga,0,0,6,3,0,0,,
2021-06-17,pathankot,0,0,5,1,3,0,,
2021-06-17,patiala,0,0,24,2,17,0,,
2021-06-17,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-17,s.a.s nagar,0,0,9,6,0,0,,
2021-06-17,sangrur,0,0,18,1,15,0,,
2021-06-17,shahidbhagat singh nagar(nawanshahr),1,0,7,1,6,0,,
2021-06-17,sri muktsar sahib,1,0,24,2,16,0,,
2021-06-17,tarn taran,2,0,9,1,8,0,,
2021-06-17,other states,0,1,57,6,37,0,,
2021-06-17,grand total,12,1,479,51,307,0,,
2021-06-16,amritsar,-1,0,42,4,37,0,,
2021-06-16,barnala,0,0,10,4,4,0,,
2021-06-16,bathinda,2,0,47,6,23,0,,
2021-06-16,faridkot,0,0,8,1,6,0,,
2021-06-16,fatehgarh sahib,1,0,6,1,4,0,,
2021-06-16,fazilka,0,0,13,1,8,0,,
2021-06-16,firozepur,2,0,11,1,4,0,,
2021-06-16,gurdaspur,0,0,19,3,15,0,,
2021-06-16,hoshiarpur,1,0,12,1,8,0,,
2021-06-16,jalandhar,0,0,36,6,17,0,,
2021-06-16,kapurthala,0,0,12,2,8,0,,
2021-06-16,ludhiana,5,0,84,8,49,0,,
2021-06-16,mansa,0,0,11,8,0,0,,
2021-06-16,moga,0,0,6,3,0,0,,
2021-06-16,pathankot,0,0,5,1,3,0,,
2021-06-16,patiala,2,0,24,1,18,0,,
2021-06-16,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-16,s.a.s nagar,0,0,9,6,0,0,,
2021-06-16,sangrur,0,0,18,1,15,0,,
2021-06-16,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-16,sri muktsar sahib,1,0,23,2,16,0,,
2021-06-16,tarn taran,0,0,7,1,6,0,,
2021-06-16,other states,3,0,57,5,39,0,,
2021-06-16,grand total,16,0,467,50,303,0,,
2021-06-15,amritsar,6,0,43,4,38,0,,
2021-06-15,barnala,1,0,10,4,4,0,,
2021-06-15,bathinda,-4,0,45,6,25,0,,
2021-06-15,faridkot,2,0,8,1,6,0,,
2021-06-15,fatehgarh sahib,1,0,5,1,4,0,,
2021-06-15,fazilka,-1,0,13,1,8,0,,
2021-06-15,firozepur,0,0,9,1,4,0,,
2021-06-15,gurdaspur,1,0,19,3,15,0,,
2021-06-15,hoshiarpur,0,0,11,1,8,0,,
2021-06-15,jalandhar,1,0,36,6,19,0,,
2021-06-15,kapurthala,0,0,12,2,8,0,,
2021-06-15,ludhiana,4,0,79,8,48,0,,
2021-06-15,mansa,-1,0,11,9,0,0,,
2021-06-15,moga,0,0,6,4,0,0,,
2021-06-15,pathankot,0,0,5,1,3,0,,
2021-06-15,patiala,0,0,22,1,16,0,,
2021-06-15,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-15,s.a.s nagar,0,0,9,7,0,0,,
2021-06-15,sangrur,1,0,18,1,16,0,,
2021-06-15,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-15,sri muktsar sahib,-2,0,22,2,16,0,,
2021-06-15,tarn taran,0,0,7,1,6,0,,
2021-06-15,other states,1,0,54,5,44,0,,
2021-06-15,grand total,10,0,451,50,314,0,,
2021-06-14,amritsar,0,0,37,4,32,0,,
2021-06-14,barnala,0,1,9,3,4,0,,
2021-06-14,bathinda,8,1,49,5,31,0,,
2021-06-14,faridkot,-1,0,6,1,4,0,,
2021-06-14,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-14,fazilka,1,0,14,1,9,0,,
2021-06-14,firozepur,0,0,9,1,4,0,,
2021-06-14,gurdaspur,-1,-1,18,4,14,0,,
2021-06-14,hoshiarpur,0,0,11,1,8,0,,
2021-06-14,jalandhar,-3,-2,35,8,18,0,,
2021-06-14,kapurthala,0,0,12,2,8,0,,
2021-06-14,ludhiana,-1,0,75,8,45,0,,
2021-06-14,mansa,1,0,12,0,10,0,,
2021-06-14,moga,0,0,6,0,5,0,,
2021-06-14,pathankot,0,0,5,1,2,0,,
2021-06-14,patiala,1,0,22,1,16,0,,
2021-06-14,rupnagar (ropar),0,0,1,0,1,0,,
2021-06-14,s.a.s nagar,0,0,9,0,8,0,,
2021-06-14,sangrur,1,0,17,1,15,0,,
2021-06-14,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-14,sri muktsar sahib,2,0,24,2,18,0,,
2021-06-14,tarn taran,0,0,7,1,6,0,,
2021-06-14,other states,2,1,53,4,42,0,,
2021-06-14,grand total,10,0,441,50,308,0,,
2021-06-13,amritsar,-2,0,37,4,32,0,,
2021-06-13,barnala,2,0,9,3,5,0,,
2021-06-13,bathinda,3,0,41,5,25,0,,
2021-06-13,faridkot,0,0,7,1,5,0,,
2021-06-13,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-13,fazilka,0,0,13,1,9,0,,
2021-06-13,firozepur,-2,0,9,1,4,0,,
2021-06-13,gurdaspur,0,0,19,4,14,0,,
2021-06-13,hoshiarpur,0,0,11,1,8,0,,
2021-06-13,jalandhar,-1,0,38,8,19,0,,
2021-06-13,kapurthala,0,0,12,2,8,0,,
2021-06-13,ludhiana,6,0,76,8,46,0,,
2021-06-13,mansa,1,0,11,0,9,0,,
2021-06-13,moga,1,0,6,0,5,0,,
2021-06-13,pathankot,0,0,5,1,2,0,,
2021-06-13,patiala,-1,0,21,1,15,0,,
2021-06-13,rupnagar (ropar),0,0,1,0,1,0,,
2021-06-13,s.a.s nagar,0,0,9,0,8,0,,
2021-06-13,sangrur,1,0,16,1,14,0,,
2021-06-13,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-13,sri muktsar sahib,2,0,22,2,16,0,,
2021-06-13,tarn taran,1,0,7,1,6,0,,
2021-06-13,other states,1,0,51,4,42,0,,
2021-06-13,grand total,12,0,431,50,301,0,,
2021-06-12,amritsar,2,0,39,4,34,0,,
2021-06-12,barnala,0,0,7,3,3,0,,
2021-06-12,bathinda,0,0,38,5,22,0,,
2021-06-12,faridkot,0,0,7,1,5,0,,
