date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2021-06-17,tarn taran,10.0,0.89,,10 new cases,,7839.0,163.0,7326.0,350.0
2021-06-17,barnala,8.0,1.0,,8 new cases,,5791.0,255.0,5311.0,225.0
2021-06-17,on the daypunjab,726.0,1.28,,,,,,,
2021-06-17,total,,,,,,590556.0,9479.0,565339.0,15738.0
2021-06-16,patiala,69.0,1.9,,"10 contact of positive case, 59 newcases",,48151.0,623.0,46211.0,1317.0
2021-06-16,jalandhar,65.0,1.18,,65 new cases,,62200.0,876.0,59874.0,1450.0
2021-06-16,bathinda,59.0,2.96,,"7 new cases (ili), 52 new cases",,40616.0,676.0,38944.0,996.0
2021-06-16,hoshiarpur,57.0,1.77,,"21 contact of positive case, 8 newcases (ili), 28 new cases",,30054.0,493.0,28611.0,950.0
2021-06-16,sas nagar,44.0,4.09,,"8 contact of positive case, 13 newcases (ili), 23 new cases",,67920.0,663.0,66225.0,1032.0
2021-06-16,ludhiana,43.0,0.45,,"3 contact of positive case, 5 newcases (opd), 26 new cases (ili), 9new cases",,86427.0,973.0,83386.0,2068.0
2021-06-16,amritsar,40.0,1.07,,40 new cases,,46301.0,1396.0,43358.0,1547.0
2021-06-16,ferozepur,38.0,4.3,,38 new cases,,13779.0,450.0,12885.0,444.0
2021-06-16,gurdaspur,36.0,1.14,,"2 contact of positive case, 1 new case(ili), 33 new cases",,21789.0,408.0,20605.0,776.0
2021-06-16,fazilka,31.0,3.83,,"9 contact of positive case, 4 new cases(ili), 18 new cases (opd)",,19640.0,485.0,18653.0,502.0
2021-06-16,sangrur,27.0,0.88,,"3 contact of positive case, 13 newcases (ili), 11 new cases",,15384.0,319.0,14229.0,836.0
2021-06-16,muktsar,26.0,1.27,,26 new cases,,18407.0,320.0,17579.0,508.0
2021-06-16,pathankot,25.0,2.44,,25 new cases,,18351.0,237.0,17709.0,405.0
2021-06-16,faridkot,22.0,1.06,,22 new cases,,13428.0,384.0,12752.0,292.0
2021-06-16,moga,19.0,2.03,,19 new cases,,8459.0,185.0,8050.0,224.0
2021-06-16,ropar,18.0,1.68,,18 new cases,,12747.0,216.0,12130.0,401.0
2021-06-16,fg sahib,16.0,1.23,,16 new cases,,8578.0,145.0,8174.0,259.0
2021-06-16,mansa,15.0,1.33,,15 new cases,,15282.0,307.0,14722.0,253.0
2021-06-16,sbs nagar,14.0,1.03,,"5 new cases(ili), 9 new cases",,11319.0,130.0,10840.0,349.0
2021-06-16,tarn taran,10.0,0.94,,10 new cases,,7829.0,189.0,7294.0,346.0
2021-06-16,kapurthala,8.0,0.37,,8 new cases,,17384.0,304.0,16561.0,519.0
2021-06-16,barnala,6.0,0.59,,6 new cases,,5783.0,267.0,5292.0,224.0
2021-06-16,on the daypunjab,688.0,1.33,,,,,,,
2021-06-16,total,,,,,,589828.0,10046.0,564084.0,15698.0
2021-06-15,ludhiana,67.0,0.65,,"3 contact of positive case, 23 newcases (opd), 30 new cases (ili), 11new cases",,86385.0,1134.0,83186.0,2065.0
2021-06-15,sas nagar,53.0,6.43,,"6 contact of positive case, 21 newcases (ili), 26 new cases",,67878.0,713.0,66137.0,1028.0
2021-06-15,amritsar,49.0,1.97,,49 new cases,,46261.0,1503.0,43214.0,1544.0
2021-06-15,jalandhar,47.0,1.2,,47 new cases,,62135.0,927.0,59760.0,1448.0
2021-06-15,patiala,47.0,1.59,,"3 contact of positive case, 44 newcases",,48082.0,646.0,46121.0,1315.0
2021-06-15,hoshiarpur,46.0,1.84,,"18 contact of positive case, 8 newcases (ili), 20 new cases",,29998.0,540.0,28508.0,950.0
2021-06-15,bathinda,44.0,4.27,,"6 new cases (ili), 38 new cases",,40558.0,709.0,38856.0,993.0
2021-06-15,ferozepur,39.0,6.71,,39 new cases,,13743.0,462.0,12840.0,441.0
2021-06-15,gurdaspur,31.0,1.08,,31 new cases,,21753.0,409.0,20572.0,772.0
2021-06-15,muktsar,25.0,1.69,,25 new cases,,18381.0,330.0,17543.0,508.0
2021-06-15,kapurthala,24.0,1.41,,24 new cases,,17378.0,347.0,16515.0,516.0
2021-06-15,faridkot,20.0,1.74,,20 new cases,,13406.0,431.0,12683.0,292.0
2021-06-15,fg sahib,19.0,1.73,,19 new cases,,8562.0,154.0,8152.0,256.0
2021-06-15,moga,18.0,4.02,,18 new cases,,8440.0,201.0,8017.0,222.0
2021-06-15,fazilka,17.0,2.4,,"5 contact of positive case, 12 newcases (opd)",,19609.0,502.0,18607.0,500.0
2021-06-15,mansa,17.0,1.62,,17 new cases,,15268.0,334.0,14682.0,252.0
2021-06-15,sangrur,17.0,0.62,,"2 contact of positive case, 7 newcases (ili), 8 new cases",,15357.0,349.0,14177.0,831.0
2021-06-15,ropar,16.0,2.47,,16 new cases,,12730.0,245.0,12085.0,400.0
2021-06-15,tarn taran,16.0,1.98,,16 new cases,,7819.0,216.0,7260.0,343.0
2021-06-15,barnala,14.0,4.27,,14 new cases,,5777.0,278.0,5276.0,223.0
2021-06-15,pathankot,10.0,1.94,,10 new cases,,18327.0,237.0,17688.0,402.0
2021-06-15,sbs nagar,6.0,0.52,,6 new cases,,11306.0,135.0,10822.0,349.0
2021-06-15,on the daypunjab,642.0,1.56,,,,,,,
2021-06-15,total,,,,,,589153.0,10802.0,562701.0,15650.0
2021-06-14,jalandhar,98.0,1.94,,98 new cases,,62088.0,1004.0,59640.0,1444.0
2021-06-14,amritsar,55.0,1.62,,55 new cases,,46212.0,1597.0,43074.0,1541.0
2021-06-14,ludhiana,52.0,0.54,,"6 contact of positive case, 10 newcases (opd), 24 new cases (ili), 12new cases",,86317.0,1267.0,82986.0,2064.0
2021-06-14,hoshiarpur,42.0,1.83,,"21 contact of positive case, 6 newcases (ili), 15 new cases",,29952.0,571.0,28433.0,948.0
2021-06-14,bathinda,38.0,1.95,,"3 new cases (ili), 35 new cases",,40513.0,836.0,38691.0,986.0
2021-06-14,gurdaspur,38.0,1.07,,"1 contact of positive case, 1 new case(ili), 36 new cases",,21722.0,428.0,20522.0,772.0
2021-06-14,sas nagar,35.0,2.93,,"5 contact of positive case, 13 newcases (ili), 17 new cases",,67823.0,755.0,66044.0,1024.0
2021-06-14,ropar,32.0,4.46,,32 new cases,,12714.0,260.0,12055.0,399.0
2021-06-14,fazilka,28.0,2.94,,"5 contact of positive case, 23 newcases (opd)",,19607.0,570.0,18538.0,499.0
2021-06-14,mansa,27.0,2.99,,27 new cases,,15249.0,365.0,14635.0,249.0
2021-06-14,faridkot,25.0,2.05,,25 new cases,,13386.0,471.0,12624.0,291.0
2021-06-14,patiala,25.0,1.25,,"5 contact of positive case, 20 newcases",,48035.0,726.0,45996.0,1313.0
2021-06-14,ferozepur,24.0,4.65,,24 new cases,,13705.0,476.0,12788.0,441.0
2021-06-14,muktsar,17.0,1.81,,17 new cases,,18356.0,432.0,17418.0,506.0
2021-06-14,kapurthala,16.0,0.77,,16 new cases,,17360.0,383.0,16464.0,513.0
2021-06-14,pathankot,15.0,1.59,,15 new cases,,18318.0,265.0,17653.0,400.0
2021-06-14,sangrur,14.0,0.62,,14 new cases,,15340.0,448.0,14067.0,825.0
2021-06-14,sbs nagar,12.0,1.38,,12 new cases,,11299.0,148.0,10803.0,348.0
2021-06-14,moga,10.0,2.82,,10 new cases,,8420.0,188.0,8012.0,220.0
2021-06-14,tarn taran,10.0,1.17,,10 new cases,,7803.0,279.0,7183.0,341.0
2021-06-14,barnala,8.0,2.42,,8 new cases,,5763.0,290.0,5250.0,223.0
2021-06-14,fg sahib,8.0,0.59,,8 new cases,,8543.0,154.0,8134.0,255.0
2021-06-14,on the daypunjab,629.0,1.45,,,,,,,
2021-06-14,total,,,,,,588525.0,11913.0,561010.0,15602.0
2021-06-13,ludhiana,112.0,0.99,,"7 contact of positive case, 14 newcases (opd), 56 new cases (ili), 35new cases",,86265.0,1415.0,82787.0,2063.0
2021-06-13,jalandhar,106.0,1.81,,106 new cases,,61990.0,1095.0,59454.0,1441.0
2021-06-13,hoshiarpur,85.0,2.61,,"35 contact of positive case, 18 newcases (ili), 32 new cases",,29910.0,660.0,28304.0,946.0
2021-06-13,kapurthala,67.0,3.26,,67 new cases,,17341.0,399.0,16432.0,510.0
2021-06-13,amritsar,64.0,1.86,,64 new cases,,46157.0,1688.0,42930.0,1539.0
2021-06-13,patiala,64.0,1.57,,"15 contact of positive case, 49 newcases",,48010.0,801.0,45901.0,1308.0
2021-06-13,ferozepur,49.0,3.76,,49 new cases,,13681.0,540.0,12703.0,438.0
2021-06-13,sas nagar,49.0,3.17,,"5 contact of positive case, 23 newcases (ili), 21 new cases",,67792.0,794.0,65977.0,1021.0
2021-06-13,fazilka,44.0,3.49,,"7 contact of positive case, 6 new cases(ili), 31 new cases (opd)",,19579.0,624.0,18458.0,497.0
2021-06-13,bathinda,41.0,1.95,,"10 new cases (ili), 31 new cases",,40475.0,860.0,38630.0,985.0
2021-06-13,mansa,37.0,3.42,,37 new cases,,15225.0,405.0,14574.0,246.0
2021-06-13,gurdaspur,36.0,0.95,,"6 contact of positive case, 30 newcases",,21684.0,474.0,20439.0,771.0
2021-06-13,faridkot,34.0,2.14,,34 new cases,,13361.0,555.0,12515.0,291.0
2021-06-13,sangrur,32.0,1.12,,"2 contact of positive case, 19 newcases (ili), 11 new cases",,15326.0,507.0,13998.0,821.0
2021-06-13,muktsar,27.0,1.65,,27 new cases,,18339.0,458.0,17376.0,505.0
2021-06-13,fg sahib,23.0,1.66,,23 new cases,,8535.0,210.0,8070.0,255.0
2021-06-13,ropar,22.0,3.07,,22 new cases,,12682.0,259.0,12025.0,398.0
2021-06-13,moga,18.0,3.96,,18 new cases,,8410.0,205.0,7985.0,220.0
2021-06-13,pathankot,18.0,1.64,,18 new cases,,18304.0,310.0,17595.0,399.0
2021-06-13,sbs nagar,13.0,1.02,,"4 new cases (ili), 9 new cases",,11289.0,157.0,10784.0,348.0
2021-06-13,tarn taran,9.0,0.79,,9 new cases,,7793.0,271.0,7183.0,339.0
2021-06-13,barnala,8.0,1.25,,8 new cases,,5755.0,294.0,5240.0,221.0
2021-06-13,on the daypunjab,958.0,1.78,,,,,,,
2021-06-13,total,,,,,,587903.0,12981.0,559360.0,15562.0
2021-06-12,amritsar,99.0,2.65,,99 new cases,,46093.0,1777.0,42784.0,1532.0
2021-06-12,ludhiana,92.0,0.84,,"8 contact of positive case, 26 newcases (opd), 42 new cases (ili), 16new cases",,86153.0,1531.0,82562.0,2060.0
2021-06-12,jalandhar,91.0,1.42,,91 new cases,,61884.0,1160.0,59287.0,1437.0
2021-06-12,bathinda,79.0,3.6,,"10 new cases (ili), 69 new cases",,40434.0,954.0,38497.0,983.0
2021-06-12,hoshiarpur,75.0,2.77,,"29 contact of positive case, 15 newcases (ili), 31 new cases",,29826.0,746.0,28136.0,944.0
2021-06-12,ferozepur,61.0,5.71,,61 new cases,,13632.0,614.0,12581.0,437.0
2021-06-12,gurdaspur,60.0,1.53,,"4 contact of positive case, 56 newcases",,21648.0,518.0,20363.0,767.0
2021-06-12,patiala,57.0,1.77,,"4 contact of positive case, 53 newcases",,47946.0,858.0,45785.0,1303.0
2021-06-12,sas nagar,53.0,4.52,,"23 new cases (ili), 30 new cases",,67739.0,920.0,65802.0,1017.0
2021-06-12,sangrur,45.0,1.47,,"6 contact of positive case, 21 newcases (ili), 18 new cases",,15294.0,545.0,13930.0,819.0
2021-06-12,faridkot,42.0,1.94,,42 new cases,,13327.0,602.0,12434.0,291.0
2021-06-12,fazilka,38.0,2.88,,"9 contact of positive case, 9 new cases(ili), 20 new cases (opd)",,19540.0,678.0,18368.0,494.0
2021-06-12,pathankot,37.0,3.28,,37 new cases,,18287.0,351.0,17538.0,398.0
2021-06-12,mansa,30.0,2.73,,30 new cases,,15187.0,434.0,14512.0,241.0
2021-06-12,ropar,22.0,3.17,,22 new cases,,12660.0,275.0,11989.0,396.0
2021-06-12,fg sahib,20.0,1.29,,20 new cases,,8513.0,227.0,8034.0,252.0
2021-06-12,barnala,16.0,3.11,,16 new cases,,5747.0,309.0,5218.0,220.0
2021-06-12,kapurthala,14.0,0.69,,14 new cases,,17274.0,394.0,16373.0,507.0
2021-06-12,sbs nagar,14.0,1.05,,"6 new cases (ili), 8 new cases",,11275.0,158.0,10771.0,346.0
2021-06-12,muktsar,13.0,0.6,,13 new cases,,18312.0,538.0,17271.0,503.0
2021-06-12,moga,12.0,1.09,,12 new cases,,8391.0,210.0,7962.0,219.0
2021-06-12,tarn taran,9.0,0.67,,9 new cases,,7785.0,265.0,7183.0,337.0
2021-06-12,on the daypunjab,979.0,1.78,,,,,,,
2021-06-12,total,,,,,,586947.0,14064.0,557380.0,15503.0
2021-06-11,ludhiana,140.0,1.05,,"4 contact of positive case, 28 newcases (opd), 83 new cases (ili), 25new cases",,86061.0,1724.0,82279.0,2058.0
2021-06-11,amritsar,103.0,2.52,,"5 new cases (ili), 98 new cases",,45994.0,1781.0,42687.0,1526.0
2021-06-11,jalandhar,101.0,1.55,,101 new cases,,61793.0,1306.0,59052.0,1435.0
2021-06-11,patiala,91.0,2.25,,"15 contact of positive case, 76 newcases",,47889.0,923.0,45668.0,1298.0
2021-06-11,bathinda,90.0,3.61,,"4 contact of positive case,11 newcases (ili), 75 new cases",,40355.0,1054.0,38321.0,980.0
2021-06-11,hoshiarpur,74.0,2.52,,"35 contact of positive case, 15 newcases (ili), 24 new cases",,29750.0,765.0,28045.0,940.0
2021-06-11,sas nagar,70.0,4.91,,"31 new cases (ili), 39 new cases",,67686.0,1014.0,65658.0,1014.0
2021-06-11,fazilka,69.0,5.0,,"13 contact of positive case, 17 newcases (ili), 39 new cases (opd)",,19508.0,760.0,18259.0,489.0
2021-06-11,faridkot,64.0,2.65,,64 new cases,,13291.0,647.0,12357.0,287.0
2021-06-11,muktsar,62.0,3.11,,62 new cases,,18299.0,660.0,17137.0,502.0
2021-06-11,ferozepur,56.0,3.95,,56 new cases,,13577.0,651.0,12494.0,432.0
2021-06-11,gurdaspur,45.0,1.14,,"5 contact of positive case, 40 newcases",,21588.0,538.0,20288.0,762.0
2021-06-11,mansa,40.0,3.29,,40 new cases,,15154.0,434.0,14482.0,238.0
2021-06-11,kapurthala,37.0,1.75,,37 new cases,,17259.0,445.0,16311.0,503.0
2021-06-11,fg sahib,32.0,1.92,,32 new cases,,8493.0,276.0,7967.0,250.0
2021-06-11,pathankot,30.0,2.24,,30 new cases,,18256.0,374.0,17484.0,398.0
2021-06-11,sangrur,27.0,0.87,,"7 contact of positive case, 14 newcases (ili), 6 new cases",,15244.0,608.0,13825.0,811.0
2021-06-11,moga,26.0,4.68,,26 new cases,,8381.0,250.0,7913.0,218.0
2021-06-11,ropar,22.0,2.49,,22 new cases,,12638.0,310.0,11935.0,393.0
2021-06-11,tarn taran,22.0,1.89,,22 new cases,,7775.0,285.0,7154.0,336.0
2021-06-11,barnala,15.0,2.53,,15 new cases,,5732.0,320.0,5193.0,219.0
2021-06-11,sbs nagar,14.0,1.06,,"5 new cases (ili), 9 new cases",,11263.0,181.0,10736.0,346.0
2021-06-11,on the daypunjab,1230.0,2.05,,,,,,,
2021-06-11,total,,,,,,585986.0,15306.0,555245.0,15435.0
2021-06-10,jalandhar,152.0,2.44,,152 new cases,,61692.0,1405.0,58857.0,1430.0
2021-06-10,fazilka,116.0,6.82,,"28 contact of positive case, 10 newcases (ili), 78 new cases (opd)",,19449.0,756.0,18210.0,483.0
2021-06-10,amritsar,115.0,3.04,,115 new cases,,45891.0,1806.0,42565.0,1520.0
2021-06-10,ludhiana,113.0,1.07,,"9 contact of positive case, 26 newcases (opd), 49 new cases (ili), 29new cases",,85921.0,1806.0,82061.0,2054.0
2021-06-10,patiala,86.0,2.41,,"14 contact of positive case, 72 newcases",,47800.0,931.0,45574.0,1295.0
2021-06-10,bathinda,82.0,3.2,,"4 new cases (ili), 78 new cases",,40265.0,1092.0,38196.0,977.0
2021-06-10,ferozepur,68.0,5.35,,68 new cases,,13521.0,739.0,12354.0,428.0
2021-06-10,gurdaspur,66.0,1.82,,"5 contact of positive case, 2 new cases(ili), 59 new cases",,21543.0,562.0,20222.0,759.0
2021-06-10,mansa,60.0,4.57,,60 new cases,,15113.0,454.0,14424.0,235.0
2021-06-10,hoshiarpur,59.0,2.12,,"19 contact of positive case, 6 newcases (ili), 34 new cases",,29676.0,808.0,27931.0,937.0
2021-06-10,pathankot,54.0,3.05,,54 new cases,,18234.0,413.0,17423.0,398.0
2021-06-10,muktsar,51.0,2.34,,51 new cases,,18237.0,673.0,17065.0,499.0
2021-06-10,sas nagar,49.0,3.66,,"26 new cases (ili), 23 new cases",,67616.0,1146.0,65461.0,1009.0
2021-06-10,kapurthala,48.0,1.85,,48 new cases,,17224.0,480.0,16244.0,500.0
2021-06-10,sangrur,44.0,1.48,,"5 contact of positive case, 24 newcases (ili), 15 new cases",,15217.0,681.0,13729.0,807.0
2021-06-10,faridkot,40.0,2.43,,40 new cases,,13227.0,683.0,12260.0,284.0
2021-06-10,moga,30.0,2.95,,30 new cases,,8355.0,358.0,7779.0,218.0
2021-06-10,ropar,25.0,3.21,,25 new cases,,12620.0,317.0,11915.0,388.0
2021-06-10,tarn taran,23.0,1.99,,23 new cases,,7753.0,287.0,7131.0,335.0
2021-06-10,sbs nagar,21.0,1.56,,"7 new cases (ili), 14 new cases",,11250.0,195.0,10710.0,345.0
2021-06-10,fg sahib,16.0,1.02,,16 new cases,,8464.0,328.0,7889.0,247.0
2021-06-10,barnala,15.0,2.33,,15 new cases,,5717.0,324.0,5174.0,219.0
2021-06-10,on the daypunjab,1333.0,2.36,,,,,,,
2021-06-10,total,,,,,,584785.0,16244.0,553174.0,15367.0
2021-06-09,jalandhar,142.0,2.2,,142 new cases,,61540.0,1436.0,58678.0,1426.0
2021-06-09,bathinda,117.0,4.5,,"6 contact of positive case, 76 newcases (ili), 95 new cases",,40183.0,1234.0,37981.0,968.0
2021-06-09,amritsar,104.0,2.69,,104 new cases,,45776.0,1861.0,42401.0,1514.0
2021-06-09,ludhiana,104.0,0.87,,"4 contact of positive case, 20 newcases (opd), 61 new cases (ili), 19new cases",,85808.0,1916.0,81843.0,2049.0
2021-06-09,hoshiarpur,96.0,2.8,,"56 contact of positive case, 12 newcases (ili), 28 new cases",,29617.0,870.0,27812.0,935.0
2021-06-09,ferozepur,93.0,5.39,,93 new cases,,13453.0,725.0,12305.0,423.0
2021-06-09,sas nagar,86.0,5.3,,"4 contact of positive case, 27 newcases (ili), 55 new cases",,67570.0,1200.0,65365.0,1005.0
2021-06-09,patiala,81.0,2.36,,"12 contact of positive case, 69 newcases",,47714.0,1049.0,45375.0,1290.0
2021-06-09,fazilka,72.0,4.88,,"17 contact of positive case, 11 newcases (ili), 44 new cases (opd)",,19338.0,855.0,18002.0,481.0
2021-06-09,gurdaspur,65.0,1.77,,"3 contact of positive case, 62 newcases",,21477.0,594.0,20127.0,756.0
2021-06-09,faridkot,63.0,2.25,,63 new cases,,13187.0,723.0,12184.0,280.0
2021-06-09,sangrur,53.0,1.77,,"4 contact of positive case, 31 newcases (ili), 18 new cases",,15173.0,688.0,13681.0,804.0
2021-06-09,kapurthala,52.0,2.08,,52 new cases,,17177.0,516.0,16164.0,497.0
2021-06-09,pathankot,51.0,2.36,,51 new cases,,18190.0,479.0,17313.0,398.0
2021-06-09,muktsar,45.0,1.9,,45 new cases,,18186.0,766.0,16927.0,493.0
2021-06-09,fg sahib,41.0,2.5,,41 new cases,,8447.0,365.0,7838.0,244.0
2021-06-09,ropar,41.0,4.52,,41 new cases,,12595.0,322.0,11885.0,388.0
2021-06-09,mansa,34.0,2.43,,34 new cases,,15054.0,511.0,14309.0,234.0
2021-06-09,sbs nagar,21.0,1.53,,21 new cases,,11232.0,198.0,10690.0,344.0
2021-06-09,tarn taran,20.0,1.59,,20 new cases,,7730.0,294.0,7103.0,333.0
2021-06-09,moga,19.0,2.09,,19 new cases,,8325.0,401.0,7709.0,215.0
2021-06-09,barnala,7.0,0.95,,7 new cases,,5702.0,341.0,5145.0,216.0
2021-06-09,on the daypunjab,1407.0,2.29,,,,,,,
2021-06-09,total,,,,,,583474.0,17344.0,550837.0,15293.0
2021-06-08,hoshiarpur,118.0,3.26,,"69 contact of positive case, 15 newcases (ili), 34 new cases",,29521.0,1016.0,27571.0,934.0
2021-06-08,ludhiana,115.0,0.98,,"2 contact of positive case, 16 newcases (opd), 68 new cases (ili), 29new cases",,85704.0,2110.0,81553.0,2041.0
2021-06-08,sas nagar,113.0,8.35,,"13 contact of positive case, 46 newcases (ili), 54 new cases",,67481.0,1300.0,65180.0,1001.0
2021-06-08,amritsar,102.0,3.39,,"3 new cases (ili), 99 new cases",,45672.0,1918.0,42249.0,1505.0
2021-06-08,bathinda,96.0,7.63,,"1 contact of positive case, 8 new cases(ili), 87 new cases",,40066.0,1309.0,37793.0,964.0
2021-06-08,patiala,96.0,2.69,,"18 contact of positive case, 78 newcases",,47634.0,1091.0,45259.0,1284.0
2021-06-08,jalandhar,85.0,1.82,,85 new cases,,61398.0,1509.0,58469.0,1420.0
2021-06-08,fazilka,68.0,5.56,,"14 contact of positive case, 16 newcases (ili), 38 new cases (opd)",,19269.0,890.0,17900.0,479.0
2021-06-08,gurdaspur,58.0,1.97,,"3 contact of positive case, 2 new cases(ili), 53 new cases",,21415.0,646.0,20018.0,751.0
2021-06-08,sangrur,57.0,1.76,,"8 contact of positive case, 32 newcases (ili), 17 new cases",,15120.0,717.0,13604.0,799.0
2021-06-08,faridkot,51.0,2.67,,51 new cases,,13124.0,784.0,12060.0,280.0
2021-06-08,muktsar,48.0,2.21,,48 new cases,,18141.0,839.0,16810.0,492.0
2021-06-08,ferozepur,43.0,4.47,,43 new cases,,13362.0,752.0,12191.0,419.0
2021-06-08,mansa,41.0,4.31,,41 new cases,,15024.0,668.0,14125.0,231.0
2021-06-08,kapurthala,36.0,1.62,,36 new cases,,17125.0,523.0,16107.0,495.0
2021-06-08,fg sahib,27.0,1.94,,27 new cases,,8405.0,369.0,7794.0,242.0
2021-06-08,moga,23.0,3.17,,23 new cases,,8306.0,408.0,7685.0,213.0
2021-06-08,barnala,21.0,3.15,,21 new cases,,5695.0,349.0,5131.0,215.0
2021-06-08,tarn taran,20.0,2.3,,20 new cases,,7710.0,326.0,7053.0,331.0
2021-06-08,pathankot,19.0,1.96,,19 new cases,,18140.0,484.0,17260.0,396.0
2021-06-08,ropar,19.0,2.74,,19 new cases,,12554.0,327.0,11842.0,385.0
2021-06-08,sbs nagar,17.0,1.23,,"4 new cases (ili), 13 new cases",,11215.0,211.0,10662.0,342.0
2021-06-08,on the daypunjab,1273.0,2.47,,,,,,,
2021-06-08,total,,,,,,582081.0,18546.0,548316.0,15219.0
2021-06-07,ludhiana,135.0,1.1,,"3 contact of positive case, 19 newcases (opd), 79 new cases (ili), 34new cases",,85589.0,2238.0,81316.0,2035.0
2021-06-07,amritsar,133.0,4.49,,133 new cases,,45570.0,1994.0,42077.0,1499.0
2021-06-07,jalandhar,113.0,2.2,,113 new cases,,61313.0,1633.0,58267.0,1413.0
2021-06-07,bathinda,88.0,5.66,,"1 contact of positive case, 6 new cases(ili), 81 new cases",,39970.0,1441.0,37570.0,959.0
2021-06-07,hoshiarpur,86.0,3.5,,"29 contact of positive case, 15 newcases (ili), 42 new cases",,29403.0,973.0,27498.0,932.0
2021-06-07,patiala,83.0,3.68,,"15 contact of positive case, 68 newcases",,47543.0,1196.0,45068.0,1279.0
2021-06-07,sas nagar,74.0,9.99,,"6 contact of positive case, 24 newcases (ili), 44 new cases",,67368.0,1427.0,64945.0,996.0
2021-06-07,gurdaspur,68.0,1.87,,"7 contact of positive case, 2 new cases(ili), 59 new cases",,21359.0,682.0,19927.0,750.0
2021-06-07,muktsar,68.0,5.84,,68 new cases,,18093.0,913.0,16690.0,490.0
2021-06-07,faridkot,55.0,3.33,,55 new cases,,13073.0,789.0,12005.0,279.0
2021-06-07,kapurthala,49.0,2.15,,49 new cases,,17092.0,556.0,16039.0,497.0
2021-06-07,mansa,49.0,2.8,,49 new cases,,14982.0,785.0,13968.0,229.0
2021-06-07,ferozepur,47.0,5.64,,47 new cases,,13323.0,868.0,12037.0,418.0
2021-06-07,sangrur,46.0,0.9,,46 new cases,,15063.0,809.0,13458.0,796.0
2021-06-07,ropar,38.0,4.26,,38 new cases,,12537.0,390.0,11763.0,384.0
2021-06-07,fg sahib,28.0,2.42,,28 new cases,,8378.0,442.0,7694.0,242.0
2021-06-07,moga,26.0,5.73,,26 new cases,,8281.0,409.0,7664.0,208.0
2021-06-07,fazilka,25.0,1.56,,"5 contact of positive case, 6 new cases(ili), 14 new cases (opd)",,19207.0,978.0,17752.0,477.0
2021-06-07,sbs nagar,23.0,2.52,,"6 new cases (ili), 17 new cases",,11198.0,230.0,10628.0,340.0
2021-06-07,pathankot,22.0,1.69,,22 new cases,,18123.0,513.0,17216.0,394.0
2021-06-07,tarn taran,22.0,2.03,,22 new cases,,7690.0,350.0,7011.0,329.0
2021-06-07,barnala,15.0,3.33,,15 new cases,,5674.0,379.0,5081.0,214.0
2021-06-07,on the daypunjab,1293.0,2.57,,,,,,,
2021-06-07,total,,,,,,580829.0,19995.0,545674.0,15160.0
2021-06-06,ludhiana,203.0,1.64,,"11 contact of positive case, 52 newcases (opd), 100 new cases (ili), 40new cases",,85454.0,2619.0,80806.0,2029.0
2021-06-06,hoshiarpur,148.0,4.64,,"67 contact of positive case, 15 newcases (ili), 66 new cases",,29317.0,1056.0,27331.0,930.0
2021-06-06,bathinda,134.0,4.36,,"3 contact of positive case, 19 newcases (ili), 112 new cases",,39882.0,1654.0,37278.0,950.0
2021-06-06,jalandhar,115.0,1.82,,115 new cases,,61200.0,1774.0,58017.0,1409.0
2021-06-06,amritsar,111.0,2.82,,111 new cases,,45436.0,2061.0,41885.0,1490.0
2021-06-06,patiala,105.0,2.7,,"20 contact of positive case, 85 newcases",,47460.0,1330.0,44859.0,1271.0
2021-06-06,sas nagar,90.0,5.47,,"12 new cases (ili), 78 new cases",,67294.0,1575.0,64728.0,991.0
2021-06-06,fazilka,87.0,4.01,,"15 contact of positive case, 10 newcases (ili), 62 new cases (opd)",,19187.0,1120.0,17595.0,472.0
2021-06-06,faridkot,68.0,2.61,,68 new cases,,13018.0,874.0,11868.0,276.0
2021-06-06,gurdaspur,66.0,1.74,,"2 contact of positive case, 64 newcases",,21291.0,734.0,19809.0,748.0
2021-06-06,sangrur,58.0,1.69,,"39 contact of positive case, 6 newcases (ili), 13 new cases",,15017.0,850.0,13377.0,790.0
2021-06-06,pathankot,55.0,2.54,,55 new cases,,18109.0,672.0,17047.0,390.0
2021-06-06,ferozepur,52.0,3.01,,52 new cases,,13276.0,977.0,11882.0,417.0
2021-06-06,mansa,50.0,8.94,,50 new cases,,14937.0,914.0,13796.0,227.0
2021-06-06,ropar,47.0,4.12,,47 new cases,,12505.0,384.0,11741.0,380.0
2021-06-06,kapurthala,41.0,1.67,,"8 new cases (ili), 33 new cases",,17043.0,600.0,15950.0,493.0
2021-06-06,muktsar,37.0,1.37,,37 new cases,,18025.0,1033.0,16506.0,486.0
2021-06-06,moga,34.0,4.12,,34 new cases,,8255.0,442.0,7607.0,206.0
2021-06-06,tarn taran,31.0,2.71,,31 new cases,,7668.0,371.0,6969.0,328.0
2021-06-06,barnala,22.0,3.19,,22 new cases,,5659.0,428.0,5019.0,212.0
2021-06-06,sbs nagar,20.0,1.31,,"3 new cases (ili), 17 new cases",,11177.0,258.0,10579.0,340.0
2021-06-06,fg sahib,19.0,1.41,,19 new cases,,8350.0,434.0,7675.0,241.0
2021-06-06,on the daypunjab,1593.0,2.54,,,,,,,
