date,samples_total,samples_new,tests_new,cases_total,isolation,discharged_total,active_cases,deaths_total,oxygen_support_active_patients,critical_care_active_patients,ventilator_support_active_patients,healthcare_first_vaccination_today,healthcare_first_vaccination_total,frontline_first_vaccination_today,frontline_first_vaccination_total,healthcare_second_vaccination_today,healthcare_second_vaccination_total,frontline_second_vaccination_today,frontline_second_vaccination_total,above_45_first_vaccination_today,above_45_first_vaccination_total,above_45_second_vaccination_today,above_45_second_vaccinattion_total,eighteen_44_first_vaccination_today,eighteen_44_first_vaccination_total,eighteen_44_second_vaccination_today,eighteen_44_second_vaccination_total,first_vaccination_today,second_vaccination_today,total_vaccination_today
2021-03-10,5263900,26997.0,29354.0,,,176660,9402.0,5978,176,,20,3946.0,194562.0,3946.0,194562.0,3120.0,59004.0,3120.0,59004.0,,,,,,,,,,,
2021-03-11,5294288,30388.0,30475.0,,,177280,10069.0,5996,182,,20,1386.0,195948.0,1386.0,195948.0,793.0,59797.0,793.0,59797.0,,,,,,,,,,,
2021-03-12,5313932,19644.0,36412.0,,,178271,10452.0,6030,222,,23,6178.0,202126.0,6178.0,202126.0,3778.0,63575.0,3778.0,63575.0,,,,,,,,,,,
2021-03-13,5347572,33640.0,24523.0,,,179295,10916.0,6052,212,,24,3349.0,205475.0,3349.0,205475.0,2542.0,66117.0,2542.0,66117.0,,,,,,,,,,,
2021-03-14,5378531,30959.0,32330.0,,,180133,11550.0,6072,229,,29,450.0,205925.0,450.0,205925.0,361.0,66478.0,361.0,66478.0,,,,,,,,,,,
2021-03-15,5393825,15294.0,27258.0,,,181532,11942.0,6099,258,,26,4481.0,210406.0,4481.0,210406.0,3330.0,69808.0,3330.0,69808.0,,,,,,,,,,,
2021-03-16,5427097,33272.0,20164.0,,,182283,12616.0,6137,272,,26,5368.0,215774.0,5368.0,215774.0,3144.0,72952.0,3144.0,72952.0,,,,,,,,,,,
2021-03-17,5460889,33792.0,33894.0,,,183557,13320.0,6172,283,,27,4942.0,220716.0,4942.0,220716.0,2419.0,75371.0,2419.0,75371.0,,,,,,,,,,,
2021-03-18,5493673,32784.0,31821.0,,,184848,14366.0,6204,274,,21,6703.0,227419.0,6703.0,227419.0,3068.0,78439.0,3068.0,78439.0,,,,,,,,,,,
2021-03-20,5566330,37771.0,38963.0,,,187198,16988.0,6280,287,,25,7996.0,243916.0,7996.0,243916.0,2615.0,84310.0,2615.0,84310.0,,,,,,,,,,,
2021-03-21,5603286,36956.0,37131.0,,,188529,18257.0,6324,272,,23,3702.0,247618.0,3702.0,247618.0,757.0,85067.0,757.0,85067.0,,,,,,,,,,,
2021-03-22,5626458,23172.0,31974.0,,,190399,18628.0,6382,270,,23,8319.0,255937.0,8319.0,255937.0,2818.0,87885.0,2818.0,87885.0,,,,,,,,,,,
2021-03-23,5666257,39799.0,30363.0,,,191825,19403.0,6435,268,,29,8314.0,264251.0,8314.0,264251.0,2765.0,90650.0,2765.0,90650.0,,,,,,,,,,,
2021-03-24,5703944,37687.0,38829.0,,,193280,20522.0,6474,293,,29,8064.0,272315.0,8064.0,272315.0,2351.0,93001.0,2351.0,93001.0,,,,,,,,,,,
2021-03-25,5744842,40898.0,40085.0,,,195015,21405.0,6517,296,,25,7155.0,279470.0,7155.0,279470.0,2181.0,95182.0,2181.0,95182.0,,,,,,,,,,,
2021-03-26,5782674,37832.0,39406.0,,,196831,22652.0,6576,304,,25,8309.0,287779.0,8309.0,287779.0,1929.0,97111.0,1929.0,97111.0,,,,,,,,,,,
2021-03-27,5810694,28020.0,42982.0,,,198972,23271.0,6621,316,,25,8814.0,296593.0,8814.0,296593.0,1383.0,98494.0,1383.0,98494.0,,,,,,,,,,,
2021-03-30,5894441,23786.0,25260.0,,,206246,23731.0,6813,315,,39,11715.0,317836.0,11715.0,317836.0,2280.0,102126.0,2280.0,102126.0,,,,,,,,,,,
2021-03-31,5932096,37655.0,26839.0,,,209034,23832.0,6868,312,,37,16596.0,334432.0,16596.0,334432.0,2848.0,104974.0,2848.0,104974.0,,,,,,,,,,,
2021-04-02,6014612,41945.0,43968.0,,,213327,25458.0,6983,345,,33,17160.0,376666.0,17160.0,376666.0,1749.0,110743.0,1749.0,110743.0,45222.0,496251.0,1055.0,,,,,,,,
2021-04-03,6043312,28700.0,39166.0,,,216108,25314.0,7032,313,,33,30207.0,406873.0,30207.0,406873.0,2669.0,113412.0,2669.0,113412.0,97152.0,593403.0,1873.0,,,,,,,,
2021-04-04,6080083,36771.0,38448.0,,,219063,25314.0,7083,322,,33,5287.0,412160.0,5287.0,412160.0,1878.0,115290.0,1878.0,115290.0,57960.0,651363.0,969.0,,,,,,,,
2021-04-05,6101688,21605.0,35342.0,,,221578,25419.0,7155,367,,26,4821.0,416981.0,4821.0,416981.0,2825.0,118115.0,2825.0,118115.0,75618.0,726981.0,2004.0,,,,,,85268.0,85268.0,85268.0
2021-04-06,6145532,43844.0,35856.0,,,223928,25913.0,7216,357,,29,3838.0,420819.0,3838.0,420819.0,2290.0,120405.0,2290.0,120405.0,83734.0,810715.0,2484.0,,,,,,92346.0,92346.0,92346.0
2021-04-07,6189014,43482.0,44258.0,,,226887,25855.0,7278,369,,24,1721.0,422540.0,1721.0,422540.0,1858.0,122263.0,1858.0,122263.0,69542.0,880257.0,2372.0,,,,,,75493.0,75493.0,75493.0
2021-04-08,6235386,46372.0,46472.0,,,229367,26389.0,7334,386,,24,1427.0,423967.0,1427.0,423967.0,1912.0,124175.0,1912.0,124175.0,83254.0,963511.0,3215.0,,,,,,89808.0,89808.0,89808.0
2021-04-09,6270878,35492.0,41347.0,,,231885,27219.0,7390,406,,43,3904.0,427871.0,3904.0,427871.0,2389.0,126564.0,2389.0,126564.0,90170.0,1053681.0,3276.0,,,,,,99738.0,99738.0,99738.0
2021-04-10,6308652,37774.0,36813.0,,,234270,28015.0,7448,371,,35,19184.0,447055.0,19184.0,447055.0,5389.0,131953.0,5389.0,131953.0,123786.0,1177467.0,3279.0,,,,,,151638.0,151638.0,151638.0
2021-04-11,6346316,37664.0,38180.0,,,237391,27874.0,7507,342,,43,2505.0,449560.0,2505.0,449560.0,677.0,132630.0,677.0,132630.0,64080.0,1241547.0,1867.0,,,,,,69129.0,69129.0,69129.0
2021-04-12,6368902,22586.0,34515.0,,,240798,27866.0,7559,360,,45,6192.0,455752.0,6192.0,455752.0,2481.0,135111.0,2481.0,135111.0,81762.0,1323309.0,4284.0,,,,,,94719.0,94719.0,94719.0
2021-04-13,6407939,39037.0,30867.0,,,243410,28184.0,7609,363,,50,4424.0,460176.0,4424.0,460176.0,1595.0,136706.0,1595.0,136706.0,55255.0,1378564.0,3687.0,,,,,,64961.0,64961.0,64961.0
2021-04-19,6639409,29741.0,44098.0,,,261364,35311.0,7985,463,,43,8706.0,509430.0,8706.0,509430.0,2482.0,151209.0,2482.0,151209.0,59843.0,1764899.0,9492.0,,,,,,80523.0,80523.0,80523.0
2021-04-21,6744906,54108.0,56751.0,,,267289,38866.0,8114,495,,42,8488.0,527972.0,8488.0,527972.0,1816.0,156138.0,1816.0,156138.0,43089.0,1865948.0,8815.0,,,,,,62208.0,62208.0,62208.0
2021-04-22,6792211,47305.0,60432.0,,,270946,40584.0,8189,508,,38,6027.0,533999.0,6027.0,533999.0,2192.0,158330.0,2192.0,158330.0,34737.0,1900685.0,7634.0,,,,,,50590.0,50590.0,50590.0
2021-04-23,6848790,56579.0,54003.0,,,274240,43943.0,8264,527,,44,15964.0,549963.0,15964.0,549963.0,4547.0,162877.0,4547.0,162877.0,65502.0,1966187.0,13630.0,,,,,,99643.0,99643.0,99643.0
2021-04-24,6903246,54456.0,55814.0,,,277189,46565.0,8356,556,,61,19510.0,569473.0,19510.0,569473.0,4509.0,167386.0,4509.0,167386.0,74631.0,2040818.0,17828.0,,,,,,116478.0,116478.0,116478.0
2021-04-25,6961532,58286.0,59993.0,,,282504,48154.0,8432,584,,74,12802.0,582275.0,12802.0,582275.0,1958.0,169344.0,1958.0,169344.0,51662.0,2092480.0,9848.0,,,,,,76270.0,76270.0,76270.0
2021-04-26,6996890,35358.0,47091.0,,,286942,49894.0,8530,665,,85,11548.0,593823.0,11548.0,593823.0,3660.0,173004.0,3660.0,173004.0,54240.0,2146720.0,14203.0,,,,,,83651.0,83651.0,83651.0
2021-04-28,7107801,53365.0,54443.0,,,295988,53426.0,8772,700,,97,12813.0,612197.0,12813.0,612197.0,4054.0,178962.0,4054.0,178962.0,47111.0,2214342.0,16882.0,,,,,,80860.0,80860.0,80860.0
2021-04-29,7163789,55469.0,52227.0,,,301047,54954.0,8909,648,,97,16346.0,628543.0,16346.0,628543.0,3983.0,182945.0,3983.0,182945.0,42360.0,2256702.0,15909.0,,,,,,78598.0,78598.0,78598.0
2021-04-30,7221431,57642.0,58848.0,,,306153,55798.0,9022,669,,99,21503.0,650046.0,21503.0,650046.0,5886.0,188831.0,5886.0,188831.0,45591.0,2302293.0,17993.0,,,,,,90973.0,90973.0,90973.0
2021-05-01,7281978,60547.0,64331.0,,,310601,58229.0,9160,644,,114,18557.0,668603.0,18557.0,668603.0,4151.0,192982.0,4151.0,192982.0,37627.0,2339920.0,12375.0,,,,,,72710.0,72710.0,72710.0
2021-05-02,7340768,58790.0,60804.0,,,315845,60108.0,9317,7525,,229,7536.0,676139.0,7536.0,676139.0,1548.0,194530.0,1548.0,194530.0,17211.0,2357131.0,6925.0,,,,,,33220.0,33220.0,33220.0
2021-05-03,7377560,36792.0,56313.0,,,321861,60709.0,9472,7845,,213,6735.0,682874.0,6735.0,682874.0,2100.0,196630.0,2100.0,196630.0,14135.0,2371266.0,7787.0,,,,,,30757.0,30757.0,30757.0
2021-05-04,7443337,65777.0,65589.0,,,327976,61935.0,9645,8034,,231,3412.0,686286.0,3412.0,686286.0,1202.0,197832.0,1202.0,197832.0,6732.0,2377998.0,4246.0,,,,,,15592.0,15592.0,15592.0
2021-05-05,7510673,67336.0,70318.0,,,334677,63007.0,9825,8457,,240,12301.0,698587.0,12301.0,698587.0,4915.0,202747.0,4915.0,202747.0,28826.0,2406824.0,24027.0,,,,,,70069.0,70069.0,70069.0
2021-05-06,7574249,63576.0,65639.0,,,339803,66568.0,9979,8728,,238,17329.0,715916.0,17329.0,715916.0,5199.0,207946.0,5199.0,207946.0,30562.0,2437386.0,21551.0,,,,,,74641.0,74641.0,74641.0
2021-05-08,7707585,64918.0,60553.0,,,351426,71948.0,10315,9086,,288,21122.0,751759.0,21122.0,751759.0,5108.0,219647.0,5108.0,219647.0,28101.0,2491008.0,22949.0,,,,,,77280.0,77280.0,77280.0
2021-05-09,7767351,59766.0,57616.0,,,357276,74343.0,10506,9384,,296,6666.0,758425.0,6666.0,758425.0,2164.0,221811.0,2164.0,221811.0,12987.0,2503995.0,13131.0,,,,,,34948.0,34948.0,34948.0
2021-05-10,7805157,37806.0,53465.0,,,364170,75800.0,10704,9376,,298,12375.0,770800.0,12375.0,770800.0,4857.0,226668.0,4857.0,226668.0,23392.0,2527387.0,27986.0,,,,,,69494.0,69494.0,69494.0
2021-05-11,7868067,62910.0,57675.0,,,371494,76856.0,10918,9652,,324,22217.0,793017.0,22217.0,793017.0,5975.0,232643.0,5975.0,232643.0,24360.0,2551747.0,27963.0,,,,,,82688.0,82688.0,82688.0
2021-05-12,7932936,64869.0,61789.0,,,376465,79963.0,11111,9736,,342,13065.0,806082.0,13065.0,806082.0,3003.0,235646.0,3003.0,235646.0,19232.0,2570979.0,12136.0,,3509.0,6563.0,,,50945.0,50945.0,50945.0
2021-05-13,8001745,68809.0,66087.0,,,384702,79950.0,11297,9619,,429,10920.0,817002.0,10920.0,817002.0,2481.0,238127.0,2481.0,238127.0,12823.0,2583802.0,7978.0,,7555.0,14118.0,,,41757.0,41757.0,41757.0
2021-05-14,8072800,71055.0,71470.0,,,393148,79359.0,11477,9820,,421,5685.0,822687.0,5685.0,822687.0,877.0,239004.0,877.0,239004.0,5517.0,2589319.0,3440.0,,18197.0,32315.0,,,33716.0,33716.0,33716.0
2021-05-15,8140404,67600.0,72454.0,,,401273,77789.0,11693,9902,,429,4636.0,827323.0,4636.0,827323.0,686.0,239690.0,686.0,239690.0,7322.0,2596641.0,2428.0,,30284.0,62599.0,,,45356.0,45356.0,45356.0
2021-05-16,8212826,72422.0,72091.0,,,410332,75478.0,11895,9796,,443,1149.0,828472.0,1149.0,828472.0,144.0,239834.0,144.0,239834.0,4413.0,2601054.0,1147.0,,32653.0,95252.0,,,39506.0,39506.0,39506.0
2021-05-17,8273820,60994.0,59987.0,,,418884,73616.0,12086,9936,1221.0,419,1459.0,829931.0,1459.0,829931.0,283.0,240117.0,283.0,240117.0,2736.0,2603790.0,1134.0,,44668.0,139920.0,,,50281.0,50281.0,50281.0
2021-05-18,8337236,63416.0,62082.0,,,427058,72277.0,12317,8202,1213.0,422,1151.0,831082.0,1151.0,831082.0,704.0,240821.0,704.0,240821.0,1911.0,2605701.0,2049.0,,44628.0,184548.0,,,50443.0,50443.0,50443.0
2021-05-19,8410481,73245.0,73587.0,,,434930,70499.0,12525,7939,1130.0,405,3308.0,834390.0,3308.0,834390.0,524.0,241345.0,524.0,241345.0,11444.0,2617145.0,1600.0,,39265.0,223813.0,,,56171.0,56171.0,56171.0
2021-05-20,8482144,71663.0,79167.0,,,443666,67041.0,12716,7613,1133.0,407,6238.0,840628.0,6238.0,840628.0,723.0,242068.0,723.0,242068.0,27813.0,2644958.0,2071.0,,26548.0,250361.0,,,63393.0,63393.0,63393.0
2021-05-21,8556117,73973.0,76321.0,,,452318,63470.0,12888,7448,1114.0,418,7662.0,848290.0,7662.0,848290.0,1390.0,243458.0,1390.0,243458.0,23735.0,2668693.0,2723.0,,36481.0,286842.0,,,71991.0,71991.0,71991.0
2021-05-22,8636245,80128.0,82097.0,,,459681,61203.0,13089,7280,1127.0,381,11300.0,859590.0,11300.0,859590.0,1275.0,244733.0,1275.0,244733.0,34032.0,2702725.0,4422.0,,46310.0,333152.0,,,97339.0,97339.0,97339.0
2021-05-23,8719503,83258.0,82446.0,,,468208,57505.0,13281,7154,1024.0,386,4694.0,864284.0,4694.0,864284.0,272.0,245005.0,272.0,245005.0,12689.0,2715414.0,3604.0,,34616.0,367768.0,,,55875.0,55875.0,55875.0
2021-05-24,8775622,56119.0,69713.0,,,475011,54996.0,13468,6743,1011.0,387,3303.0,867587.0,3303.0,867587.0,595.0,245600.0,595.0,245600.0,12085.0,2727499.0,3373.0,,34721.0,402489.0,,,54077.0,54077.0,54077.0
2021-05-25,8850305,74653.0,65890.0,,,481462,53127.0,13642,6357,958.0,386,3351.0,870938.0,3351.0,870938.0,1933.0,247533.0,1933.0,247533.0,9307.0,2736806.0,5789.0,,16468.0,418957.0,,,36848.0,36848.0,36848.0
2021-05-26,8925740,75435.0,75818.0,,,487859,50549.0,13827,6007,942.0,354,4970.0,875908.0,4970.0,875908.0,1820.0,249353.0,1820.0,249353.0,18384.0,2755190.0,3727.0,,19148.0,438105.0,,,48049.0,48049.0,48049.0
2021-05-27,9001438,75698.0,72104.0,,,493854,48231.0,14004,5809,943.0,358,5094.0,881002.0,5094.0,881002.0,644.0,249997.0,644.0,249997.0,9921.0,2765111.0,3755.0,,6954.0,445059.0,,,26368.0,26368.0,26368.0
2021-05-28,9074280,72812.0,72702.0,,,500651,44964.0,14180,5302,920.0,369,4740.0,885742.0,4740.0,885742.0,789.0,250786.0,789.0,250786.0,6053.0,2771164.0,3091.0,,2971.0,448030.0,,,17644.0,17644.0,17644.0
2021-05-29,9142425,68145.0,68014.0,,,506349,42177.0,14305,4918,878.0,326,8613.0,894355.0,8613.0,894355.0,1037.0,251823.0,1037.0,251823.0,23620.0,2794784.0,4064.0,,4550.0,452580.0,,,41884.0,41884.0,41884.0
2021-05-30,9209841,67416.0,66949.0,,,511720,39263.0,14432,4740,861.0,310,7715.0,902070.0,7715.0,902070.0,444.0,252267.0,444.0,252267.0,18765.0,2813549.0,3260.0,,1407.0,453987.0,,,31591.0,31591.0,31591.0
2021-05-31,9256146,46304.0,56533.0,,,516624,36433.0,14550,4450,825.0,314,9152.0,911222.0,9152.0,911222.0,795.0,253062.0,795.0,253062.0,16877.0,2830426.0,4407.0,,8060.0,462047.0,,,39291.0,39291.0,39291.0
2021-06-01,9325491,69340.0,59199.0,,,521663,33444.0,14649,4163,785.0,296,9692.0,920914.0,9692.0,920914.0,653.0,253715.0,653.0,253715.0,16119.0,2846545.0,4193.0,,4550.0,466597.0,,,35207.0,35207.0,35207.0
2021-06-03,9462776,69039.0,68730.0,,,530601,28673.0,14840,3680,730.0,288,10145.0,1060266.0,10145.0,1060266.0,651.0,307979.0,651.0,307979.0,14284.0,2902938.0,2643.0,,6157.0,477700.0,148.0,202.0,34028.0,34028.0,34028.0
2021-06-04,9530712,67918.0,67449.0,,,534915,26277.0,14927,3575,735.0,284,19394.0,1079660.0,19394.0,1079660.0,1054.0,309033.0,1054.0,309033.0,30435.0,2933373.0,3067.0,,8721.0,486421.0,117.0,319.0,62788.0,62788.0,62788.0
2021-06-06,9660801,62739.0,62720.0,,,542324,22160.0,15076,3255,684.0,276,17683.0,1120741.0,17683.0,1120741.0,351.0,309955.0,351.0,309955.0,18109.0,2982118.0,1517.0,,2834.0,496187.0,123.0,474.0,40617.0,40617.0,40617.0
2021-06-07,9698676,37873.0,49156.0,,,545674,19995.0,15160,3198,723.0,250,18502.0,1139243.0,18502.0,1139243.0,841.0,310796.0,841.0,310796.0,20997.0,3003115.0,2638.0,,4528.0,500715.0,10.0,484.0,47516.0,47516.0,47516.0
2021-06-08,9762160,63480.0,51545.0,,,548316,18546.0,15219,3094,654.0,247,17951.0,1157194.0,17951.0,1157194.0,1016.0,311812.0,1016.0,311812.0,16794.0,3019909.0,2228.0,,6307.0,507022.0,27.0,511.0,44323.0,44323.0,44323.0
2021-06-09,9823991,61823.0,61350.0,,,550837,17344.0,15293,3024,619.0,240,12855.0,1170049.0,12855.0,1170049.0,754.0,312566.0,754.0,312566.0,9407.0,3029316.0,1916.0,,4841.0,511863.0,34.0,545.0,29807.0,29807.0,29807.0
2021-06-10,9880737,56743.0,56428.0,,,553174,16244.0,15367,2797,655.0,212,10371.0,1180420.0,10371.0,1180420.0,575.0,313141.0,575.0,313141.0,8859.0,3038175.0,2065.0,,4557.0,516420.0,38.0,583.0,26465.0,26465.0,26465.0
2021-06-11,9941391,60645.0,59964.0,,,555245,15306.0,15435,2716,625.0,197,24816.0,1205236.0,24816.0,1205236.0,1367.0,314508.0,1367.0,314508.0,19057.0,3057232.0,2448.0,,10316.0,526736.0,15.0,598.0,58019.0,58019.0,58019.0
2021-06-12,9996859,55456.0,54861.0,,,557380,14064.0,15503,2659,604.0,195,28701.0,1233937.0,28701.0,1233937.0,972.0,315480.0,972.0,315480.0,25808.0,3083040.0,2469.0,,38614.0,565350.0,56.0,654.0,96620.0,96620.0,96620.0
2021-06-13,10051022,54153.0,53837.0,,,559360,12981.0,15562,2567,582.0,191,12912.0,1246849.0,12912.0,1246849.0,511.0,315991.0,511.0,315991.0,15730.0,3098770.0,1438.0,,50071.0,615421.0,32.0,686.0,80694.0,80694.0,80694.0
2021-06-14,10083279,32250.0,43421.0,,,561010,11913.0,15602,2529,586.0,188,10453.0,1257302.0,10453.0,1257302.0,541.0,316532.0,541.0,316532.0,11596.0,3110366.0,1506.0,,30236.0,645657.0,28.0,714.0,54360.0,54360.0,54360.0
2021-06-15,10136118,52829.0,41272.0,,,562701,10802.0,15650,2342,520.0,185,10027.0,1267329.0,10027.0,1267329.0,1065.0,317597.0,1065.0,317597.0,13603.0,3123969.0,2626.0,,28230.0,673887.0,44.0,758.0,55595.0,55595.0,55595.0
2021-06-16,10188326,52205.0,51921.0,,,564084,10046.0,15698,2243,507.0,164,4591.0,1271920.0,4591.0,1271920.0,1027.0,318624.0,1027.0,318624.0,10495.0,3134464.0,2998.0,,59769.0,733656.0,65.0,823.0,78945.0,78945.0,78945.0
2021-06-17,10245131,56797.0,56780.0,,,565339,9479.0,15738,2117,478.0,164,6583.0,1278503.0,6583.0,1278503.0,1831.0,320455.0,1831.0,320455.0,13816.0,3148280.0,3405.0,,69330.0,802986.0,432.0,1255.0,95397.0,95397.0,95397.0
2021-06-18,10301323,56192.0,56024.0,,,566568,8829.0,15771,2062,460.0,170,4151.0,1282654.0,4151.0,1282654.0,1206.0,321661.0,1206.0,321661.0,15860.0,3164140.0,3594.0,,58456.0,861442.0,191.0,1446.0,83458.0,83458.0,83458.0
2021-06-19,10356036,54713.0,52527.0,,,567883,8077.0,15802,2010,456.0,168,3055.0,1285709.0,3055.0,1285709.0,1157.0,322818.0,1157.0,322818.0,14076.0,3178216.0,3758.0,,89984.0,951426.0,236.0,1682.0,112266.0,112266.0,112266.0
2021-06-20,10412909,56872.0,58351.0,,,569056,7421.0,15826,1896,442.0,168,6309.0,1292018.0,6309.0,1292018.0,1063.0,323881.0,1063.0,323881.0,21520.0,3199736.0,5027.0,,62954.0,1014380.0,361.0,2043.0,97234.0,97234.0,97234.0
2021-06-21,10445775,32841.0,42770.0,,,570327,6477.0,15854,1861,437.0,156,3608.0,1295626.0,3608.0,1295626.0,1453.0,325334.0,1453.0,325334.0,26562.0,3226298.0,5834.0,,54778.0,1069158.0,989.0,3032.0,93224.0,93224.0,93224.0
2021-06-22,10501071,55282.0,45131.0,,,571207,5968.0,15888,1813,438.0,155,1951.0,1297577.0,1951.0,1297577.0,1811.0,327145.0,1811.0,327145.0,35089.0,3261387.0,8733.0,,65032.0,1134190.0,2039.0,5071.0,114655.0,114655.0,114655.0
2021-06-23,10558558,57474.0,56825.0,,,572008,5641.0,15923,1804,419.0,157,2941.0,1300518.0,2941.0,1300518.0,1322.0,328467.0,1322.0,328467.0,19690.0,3281077.0,8878.0,,47564.0,1181754.0,2881.0,7952.0,83276.0,83276.0,83276.0
2021-06-24,10614550,55991.0,55977.0,,,572723,5274.0,15944,1730,390.0,127,2240.0,1302758.0,2240.0,1302758.0,1210.0,329677.0,1210.0,329677.0,27249.0,3308326.0,11749.0,,54735.0,1236489.0,3588.0,11540.0,100771.0,100771.0,100771.0
2021-06-25,10656459,41909.0,48561.0,,,573491,4832.0,15956,1676,373.0,114,2648.0,1305406.0,2648.0,1305406.0,2504.0,332181.0,2504.0,332181.0,32834.0,3341160.0,17389.0,,64591.0,1301080.0,3907.0,15447.0,123873.0,123873.0,123873.0
2021-06-26,10712980,56513.0,49027.0,,,574231,4376.0,15979,1628,373.0,120,3440.0,1308846.0,3440.0,1308846.0,2353.0,334534.0,2353.0,334534.0,39333.0,3380493.0,19516.0,,69166.0,1370246.0,4576.0,20023.0,138384.0,138384.0,138384.0
2021-06-27,10764272,51291.0,50995.0,,,574872,4020.0,15991,1602,383.0,120,1591.0,1310437.0,1591.0,1310437.0,382.0,334916.0,382.0,334916.0,18574.0,3399067.0,6924.0,,35008.0,1405254.0,1662.0,21685.0,64141.0,64141.0,64141.0
2021-06-28,10795548,31273.0,40573.0,,,575486,3639.0,16011,1560,381.0,114,2124.0,1312561.0,2124.0,1312561.0,771.0,335687.0,771.0,335687.0,14484.0,3413551.0,5405.0,,18990.0,1424244.0,1028.0,22713.0,42802.0,42802.0,42802.0
2021-06-29,10847309,51755.0,41529.0,,,575971,3347.0,16033,1509,359.0,106,1280.0,1313841.0,1280.0,1313841.0,569.0,336256.0,569.0,336256.0,10012.0,3423563.0,4100.0,,12193.0,1436437.0,1435.0,24148.0,29589.0,29589.0,29589.0
2021-06-30,10896152,48839.0,48559.0,,,576423,3134.0,16052,1501,339.0,103,1112.0,1314953.0,1112.0,1314953.0,555.0,336811.0,555.0,336811.0,8333.0,3431896.0,3215.0,,9245.0,1445682.0,1308.0,25456.0,23768.0,23768.0,23768.0
2021-07-01,10947245,51088.0,50768.0,,,576866,2961.0,16072,1471,334.0,105,454.0,1315407.0,454.0,1315407.0,1208.0,338019.0,1208.0,338019.0,5237.0,3437133.0,4460.0,,14729.0,1460411.0,1270.0,26726.0,27358.0,27358.0,27358.0
2021-07-02,10995612,48363.0,48012.0,,,577256,2752.0,16086,1478,322.0,102,223.0,1315630.0,223.0,1315630.0,1456.0,339475.0,1456.0,339475.0,4659.0,3441792.0,7824.0,,12881.0,1473292.0,975.0,27701.0,28018.0,28018.0,28018.0
2021-07-03,11040759,45146.0,44277.0,,,577624,2538.0,16103,1457,320.0,101,6379.0,1322009.0,6379.0,1322009.0,6024.0,345499.0,6024.0,345499.0,138242.0,3580034.0,92958.0,,307599.0,1780891.0,75324.0,103025.0,626526.0,626526.0,626526.0
2021-07-04,11081636,40875.0,40877.0,,,577982,2324.0,16110,1405,314.0,96,1433.0,1323442.0,1433.0,1323442.0,1009.0,346508.0,1009.0,346508.0,17691.0,3597725.0,15102.0,,42016.0,1822907.0,7372.0,110397.0,84623.0,84623.0,84623.0
2021-07-05,11107570,25932.0,33279.0,,,578310,2118.0,16122,294,93.0,45,1105.0,1324547.0,1105.0,1324547.0,514.0,347022.0,514.0,347022.0,8517.0,3606242.0,6747.0,,16954.0,1839861.0,3867.0,114264.0,37704.0,37704.0,37704.0
2021-07-06,11155450,47876.0,39327.0,,,578590,2015.0,16131,294,93.0,45,479.0,1325026.0,479.0,1325026.0,151.0,347173.0,151.0,347173.0,4101.0,3610343.0,2761.0,,8600.0,1848461.0,2154.0,116418.0,18246.0,18246.0,18246.0
2021-07-07,11203403,47948.0,48386.0,,,578865,1964.0,16141,647,217.0,89,2708.0,1327734.0,2708.0,1327734.0,1983.0,349156.0,1983.0,349156.0,38147.0,3648490.0,40891.0,,83339.0,1931800.0,22202.0,138620.0,189270.0,189270.0,189270.0
2021-07-08,11250086,46678.0,46124.0,,,579111,1927.0,16157,458,167.0,43,367.0,1349497.0,367.0,1349497.0,527.0,399145.0,527.0,399145.0,4546.0,3532270.0,5231.0,,8208.0,2094634.0,1652.0,38553.0,20531.0,20531.0,20531.0
2021-07-09,11291779,41690.0,41549.0,,,579370,1809.0,16168,417,170.0,48,118.0,1349615.0,118.0,1349615.0,382.0,399527.0,382.0,399527.0,1910.0,3534180.0,2000.0,,4578.0,2099212.0,1968.0,40521.0,10956.0,10956.0,10956.0
2021-07-10,11332750,40968.0,41027.0,,,579618,1674.0,16177,423,163.0,45,606.0,1350221.0,606.0,1350221.0,404.0,399931.0,404.0,399931.0,12628.0,3546808.0,6400.0,,27560.0,2126772.0,4840.0,45361.0,52438.0,52438.0,52438.0
2021-07-11,11376098,43345.0,43012.0,,,579829,1583.0,16186,304,105.0,13,241.0,1350462.0,241.0,1350462.0,127.0,400058.0,127.0,400058.0,5686.0,3552494.0,2205.0,,18829.0,2145601.0,3234.0,48595.0,30322.0,30322.0,30322.0
2021-07-13,11444310,41166.0,34026.0,,,580195,1427.0,16199,294,95.0,23,1003.0,1353538.0,1003.0,1353538.0,1201.0,403714.0,1201.0,403714.0,10770.0,3599231.0,11944.0,,16920.0,2240275.0,7063.0,78153.0,48901.0,48901.0,48901.0
2021-07-14,11485744,41430.0,40782.0,,,580336,1386.0,16207,196,76.0,14,623.0,1354161.0,623.0,1354161.0,527.0,404241.0,527.0,404241.0,7512.0,3606743.0,4027.0,,18496.0,2258771.0,5419.0,83572.0,36604.0,36604.0,36604.0
2021-07-15,11524579,38833.0,38438.0,,,580483,1332.0,16212,194,78.0,17,502.0,1354663.0,502.0,1354663.0,267.0,404508.0,267.0,404508.0,5128.0,3611871.0,1657.0,,11222.0,2269993.0,2846.0,86418.0,21622.0,21622.0,21622.0
2021-07-16,11567826,43246.0,43057.0,,,580677,1238.0,16215,162,66.0,13,748.0,1355411.0,748.0,1355411.0,1300.0,405808.0,1300.0,405808.0,29180.0,3641051.0,40448.0,,72209.0,2342202.0,24933.0,111351.0,168818.0,168818.0,168818.0
