date,district,cases_total,cases_new,discharged_total,discharged_new,deaths_total,deaths_new,active_cases_new,active_cases_total,last_reported_case
2020-12-02,jalpaiguri,12613,134,11688,56,135,0,78,790,2021-12-01
2020-12-02,jhargram,2608,17,2451,17,17,0,0,140,2021-12-01
2020-12-02,kalimpong,1827,14,1733,11,22,0,3,72,2021-12-01
2020-12-02,kolkata,108381,841,99550,916,2628,12,-87,6203,2021-12-01
2020-12-02,malda,11569,56,11116,40,102,0,16,351,2021-12-01
2020-12-02,murshidabad,10934,52,10415,44,126,2,6,393,2021-12-01
2020-12-02,nadia,18667,154,17394,199,234,2,-47,1039,2021-12-01
2020-12-02,north 24 parganas,102312,697,94671,914,2010,11,-228,5631,2021-12-01
2020-12-02,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-02,paschim bardhaman,13304,98,12345,86,127,0,12,832,2021-12-01
2020-12-02,paschim medinipur,18126,91,17158,45,260,3,43,708,2021-12-01
2020-12-02,purba bardhaman,10589,108,9719,76,87,1,31,783,2021-12-01
2020-12-02,purba medinipur,18297,98,17188,51,239,0,47,870,2021-12-01
2020-12-02,purulia,6176,19,5909,18,41,0,1,226,2021-12-01
2020-12-02,south 24 parganas,32279,188,30141,231,580,5,-48,1558,2021-12-01
2020-12-02,total,490070,3271,457377,3275,8527,51,-55,24166,
2020-12-02,uttar dinajpur,5868,27,5484,21,63,0,6,321,2021-12-01
2020-12-03,alipurduar,7290,47,7114,32,84,1,14,92,2021-12-02
2020-12-03,bankura,10037,63,9521,74,86,0,-11,430,2021-12-02
2020-12-03,birbhum,8283,43,7830,77,76,0,-34,377,2021-12-02
2020-12-03,coochbehar,10774,81,10286,44,65,1,36,423,2021-12-02
2020-12-03,dakshin dinajpur,7841,10,7536,19,60,0,-9,245,2021-12-02
2020-12-03,darjeeling,15722,151,14690,106,184,0,45,848,2021-12-02
2020-12-03,hooghly,25503,141,24294,123,413,4,14,796,2021-12-02
2020-12-03,howrah,31700,160,29733,177,899,8,-25,1068,2021-12-02
2020-12-03,jalpaiguri,12734,121,11759,71,137,2,48,838,2021-12-02
2020-12-03,jhargram,2647,39,2473,22,17,0,17,157,2021-12-02
2020-12-03,kalimpong,1839,12,1752,19,22,0,-7,65,2021-12-02
2020-12-03,kolkata,109155,774,100449,899,2640,12,-137,6066,2021-12-02
2020-12-03,malda,11628,59,11149,33,103,1,25,376,2021-12-02
2020-12-03,murshidabad,10987,53,10455,40,126,0,13,406,2021-12-02
2020-12-03,nadia,18826,159,17595,201,237,3,-45,994,2021-12-02
2020-12-03,north 24 parganas,103027,715,95582,911,2015,5,-201,5430,2021-12-02
2020-12-03,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-03,paschim bardhaman,13382,78,12412,67,128,1,10,842,2021-12-02
2020-12-03,paschim medinipur,18209,83,17194,36,261,1,46,754,2021-12-02
2020-12-03,purba bardhaman,10672,83,9767,48,87,0,35,818,2021-12-02
2020-12-03,purba medinipur,18376,79,17262,74,242,3,2,872,2021-12-02
2020-12-03,purulia,6207,31,5929,20,42,1,10,236,2021-12-02
2020-12-03,south 24 parganas,32507,228,30291,150,586,6,72,1630,2021-12-02
2020-12-03,total,493316,3246,460634,3257,8576,49,-60,24106,
2020-12-03,uttar dinajpur,5904,36,5498,14,63,0,22,343,2021-12-02
2020-12-04,alipurduar,7310,20,7141,27,84,0,-7,85,2021-12-03
2020-12-04,bankura,10092,55,9593,72,86,0,-17,413,2021-12-03
2020-12-04,birbhum,8350,67,7887,57,76,0,10,387,2021-12-03
2020-12-04,coochbehar,10831,57,10323,37,65,0,20,443,2021-12-03
2020-12-04,dakshin dinajpur,7854,13,7559,23,61,1,-11,234,2021-12-03
2020-12-04,darjeeling,15856,134,14789,99,187,3,32,880,2021-12-03
2020-12-04,hooghly,25688,185,24445,151,413,0,34,830,2021-12-03
2020-12-04,howrah,31840,140,29917,184,902,3,-47,1021,2021-12-03
2020-12-04,jalpaiguri,12878,144,11851,92,137,0,52,890,2021-12-03
2020-12-04,jhargram,2665,18,2496,23,17,0,-5,152,2021-12-03
2020-12-04,kalimpong,1866,27,1764,12,22,0,15,80,2021-12-03
2020-12-04,kolkata,109949,794,101310,861,2651,11,-78,5988,2021-12-03
2020-12-04,malda,11672,44,11198,49,104,1,-6,370,2021-12-03
2020-12-04,murshidabad,11037,50,10495,40,129,3,7,413,2021-12-03
2020-12-04,nadia,18959,133,17762,167,239,2,-36,958,2021-12-03
2020-12-04,north 24 parganas,103721,694,96432,850,2032,17,-173,5257,2021-12-03
2020-12-04,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-04,paschim bardhaman,13480,98,12469,57,129,1,40,882,2021-12-03
2020-12-04,paschim medinipur,18279,70,17231,37,261,0,33,787,2021-12-03
2020-12-04,purba bardhaman,10753,81,9839,72,87,0,9,827,2021-12-03
2020-12-04,purba medinipur,18471,95,17327,65,244,2,28,900,2021-12-03
2020-12-04,purulia,6235,28,5947,18,42,0,10,246,2021-12-03
2020-12-04,south 24 parganas,32723,216,30495,204,593,7,5,1635,2021-12-03
2020-12-04,total,496522,3206,463849,3215,8628,52,-61,24045,
2020-12-04,uttar dinajpur,5947,43,5516,18,64,1,24,367,2021-12-03
2020-12-05,alipurduar,7336,26,7158,17,85,1,8,93,2021-12-04
2020-12-05,bankura,10178,86,9634,41,87,1,44,457,2021-12-04
2020-12-05,birbhum,8407,57,7961,74,76,0,-17,370,2021-12-04
2020-12-05,coochbehar,10883,52,10354,31,65,0,21,464,2021-12-04
2020-12-05,dakshin dinajpur,7868,14,7593,34,61,0,-20,214,2021-12-04
2020-12-05,darjeeling,15994,138,14886,97,187,0,41,921,2021-12-04
2020-12-05,hooghly,25801,113,24525,80,414,1,32,862,2021-12-04
2020-12-05,howrah,31965,125,30056,139,906,4,-18,1003,2021-12-04
2020-12-05,jalpaiguri,12984,106,12002,151,139,2,-47,843,2021-12-04
2020-12-05,jhargram,2699,34,2521,25,17,0,9,161,2021-12-04
2020-12-05,kalimpong,1898,32,1775,11,22,0,21,101,2021-12-04
2020-12-05,kolkata,110737,788,102167,857,2665,14,-83,5905,2021-12-04
2020-12-05,malda,11744,72,11230,32,105,1,39,409,2021-12-04
2020-12-05,murshidabad,11069,32,10529,34,129,0,-2,411,2021-12-04
2020-12-05,nadia,19101,142,17874,112,241,2,28,986,2021-12-04
2020-12-05,north 24 parganas,104450,729,97264,832,2042,10,-113,5144,2021-12-04
2020-12-05,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-05,paschim bardhaman,13562,82,12592,123,132,3,-44,838,2021-12-04
2020-12-05,paschim medinipur,18345,66,17281,50,263,2,14,801,2021-12-04
2020-12-05,purba bardhaman,10825,72,9964,125,88,1,-54,773,2021-12-04
2020-12-05,purba medinipur,18513,42,17395,68,244,0,-26,874,2021-12-04
2020-12-05,purulia,6286,51,5975,28,42,0,23,269,2021-12-04
2020-12-05,south 24 parganas,32984,261,30693,198,599,6,57,1692,2021-12-04
2020-12-05,total,499697,3175,467056,3207,8677,49,-81,23964,
2020-12-05,uttar dinajpur,6002,55,5564,48,65,1,6,373,2021-12-04
2020-12-06,alipurduar,7359,23,7172,14,85,0,9,102,2021-12-05
2020-12-06,bankura,10240,62,9721,87,87,0,-25,432,2021-12-05
2020-12-06,birbhum,8470,63,8033,72,76,0,-9,361,2021-12-05
2020-12-06,coochbehar,10949,66,10387,33,66,1,32,496,2021-12-05
2020-12-06,dakshin dinajpur,7882,14,7611,18,61,0,-4,210,2021-12-05
2020-12-06,darjeeling,16145,151,15062,176,188,1,-26,895,2021-12-05
2020-12-06,hooghly,25915,114,24610,85,418,4,25,887,2021-12-05
2020-12-06,howrah,32129,164,30184,128,909,3,33,1036,2021-12-05
2020-12-06,jalpaiguri,13074,90,12114,112,139,0,-22,821,2021-12-05
2020-12-06,jhargram,2718,19,2536,15,17,0,4,165,2021-12-05
2020-12-06,kalimpong,1920,22,1785,10,22,0,12,113,2021-12-05
2020-12-06,kolkata,111555,818,102932,765,2675,10,43,5948,2021-12-05
2020-12-06,malda,11803,59,11282,52,105,0,7,416,2021-12-05
2020-12-06,murshidabad,11103,34,10576,47,130,1,-14,397,2021-12-05
2020-12-06,nadia,19242,141,18038,164,243,2,-25,961,2021-12-05
2020-12-06,north 24 parganas,105220,770,98010,746,2057,15,9,5153,2021-12-05
2020-12-06,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-06,paschim bardhaman,13650,88,12718,126,132,0,-38,800,2021-12-05
2020-12-06,paschim medinipur,18421,76,17327,46,265,2,28,829,2021-12-05
2020-12-06,purba bardhaman,10892,67,10091,127,88,0,-60,713,2021-12-05
2020-12-06,purba medinipur,18603,90,17463,68,247,3,19,893,2021-12-05
2020-12-06,purulia,6306,20,6004,29,42,0,-9,260,2021-12-05
2020-12-06,south 24 parganas,33157,173,30902,209,602,3,-39,1653,2021-12-05
2020-12-06,total,502840,3143,470223,3167,8723,46,-70,23894,
2020-12-06,uttar dinajpur,6021,19,5602,38,66,1,-20,353,2021-12-05
2020-12-07,alipurduar,7371,12,7191,19,85,0,-7,95,2021-12-06
2020-12-07,bankura,10266,26,9775,54,87,0,-28,404,2021-12-06
2020-12-07,birbhum,8510,40,8095,62,76,0,-22,339,2021-12-06
2020-12-07,coochbehar,10996,47,10430,43,66,0,4,500,2021-12-06
2020-12-07,dakshin dinajpur,7888,6,7637,26,61,0,-20,190,2021-12-06
2020-12-07,darjeeling,16206,61,15159,97,188,0,-36,859,2021-12-06
2020-12-07,hooghly,26058,143,24681,71,422,4,68,955,2021-12-06
2020-12-07,howrah,32207,78,30288,104,914,5,-31,1005,2021-12-06
2020-12-07,jalpaiguri,13132,58,12176,62,140,1,-5,816,2021-12-06
2020-12-07,jhargram,2722,4,2555,19,17,0,-15,150,2021-12-06
2020-12-07,kalimpong,1928,8,1799,14,22,0,-6,107,2021-12-06
2020-12-07,kolkata,112148,593,103493,561,2690,15,17,5965,2021-12-06
2020-12-07,malda,11830,27,11314,32,106,1,-6,410,2021-12-06
2020-12-07,murshidabad,11139,36,10608,32,130,0,4,401,2021-12-06
2020-12-07,nadia,19300,58,18147,109,244,1,-52,909,2021-12-06
2020-12-07,north 24 parganas,105803,583,98587,577,2071,14,-8,5145,2021-12-06
2020-12-07,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-07,paschim bardhaman,13692,42,12773,55,132,0,-13,787,2021-12-06
2020-12-07,paschim medinipur,18532,111,17368,41,268,3,67,896,2021-12-06
2020-12-07,purba bardhaman,10939,47,10141,50,88,0,-3,710,2021-12-06
2020-12-07,purba medinipur,18656,53,17500,37,247,0,16,909,2021-12-06
2020-12-07,purulia,6338,32,6027,23,43,1,8,268,2021-12-06
2020-12-07,south 24 parganas,33283,126,31031,129,605,3,-6,1647,2021-12-06
2020-12-07,total,505054,2214,472454,2231,8771,48,-65,23829,
2020-12-07,uttar dinajpur,6044,23,5616,14,66,0,9,362,2021-12-06
2020-12-08,alipurduar,7392,21,7213,22,85,0,-1,94,2021-12-07
2020-12-08,bankura,10357,91,9808,33,87,0,58,462,2021-12-07
2020-12-08,birbhum,8545,35,8131,36,76,0,-1,338,2021-12-07
2020-12-08,coochbehar,11041,45,10491,61,66,0,-16,484,2021-12-07
2020-12-08,dakshin dinajpur,7899,11,7655,18,61,0,-7,183,2021-12-07
2020-12-08,darjeeling,16294,88,15269,110,189,1,-23,836,2021-12-07
2020-12-08,hooghly,26264,206,24770,89,424,2,115,1070,2021-12-07
2020-12-08,howrah,32412,205,30414,126,918,4,75,1080,2021-12-07
2020-12-08,jalpaiguri,13203,71,12255,79,140,0,-8,808,2021-12-07
2020-12-08,jhargram,2745,23,2590,35,17,0,-12,138,2021-12-07
2020-12-08,kalimpong,1943,15,1809,10,22,0,5,112,2021-12-07
2020-12-08,kolkata,112858,710,104254,761,2706,16,-67,5898,2021-12-07
2020-12-08,malda,11853,23,11361,47,106,0,-24,386,2021-12-07
2020-12-08,murshidabad,11191,52,10651,43,130,0,9,410,2021-12-07
2020-12-08,nadia,19516,216,18295,148,246,2,66,975,2021-12-07
2020-12-08,north 24 parganas,106405,602,99336,749,2089,18,-165,4980,2021-12-07
2020-12-08,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-08,paschim bardhaman,13782,90,12864,91,133,1,-2,785,2021-12-07
2020-12-08,paschim medinipur,18601,69,17415,47,268,0,22,918,2021-12-07
2020-12-08,purba bardhaman,11002,63,10231,90,88,0,-27,683,2021-12-07
2020-12-08,purba medinipur,18713,57,17557,57,248,1,-1,908,2021-12-07
2020-12-08,purulia,6370,32,6060,33,43,0,-1,267,2021-12-07
2020-12-08,south 24 parganas,33466,183,31251,220,608,3,-40,1607,2021-12-07
2020-12-08,total,507995,2941,475425,2971,8820,49,-79,23750,
2020-12-08,uttar dinajpur,6077,33,5682,66,67,1,-34,328,2021-12-07
2020-12-09,alipurduar,7401,9,7230,17,85,0,-8,86,2021-12-08
2020-12-09,bankura,10412,55,9883,75,87,0,-20,442,2021-12-08
2020-12-09,birbhum,8607,62,8176,45,77,1,16,354,2021-12-08
2020-12-09,coochbehar,11075,34,10533,42,66,0,-8,476,2021-12-08
2020-12-09,dakshin dinajpur,7908,9,7670,15,61,0,-6,177,2021-12-08
2020-12-09,darjeeling,16408,114,15376,107,189,0,7,843,2021-12-08
2020-12-09,hooghly,26405,141,24838,68,424,0,73,1143,2021-12-08
2020-12-09,howrah,32541,129,30528,114,921,3,12,1092,2021-12-08
2020-12-09,jalpaiguri,13280,77,12362,107,142,2,-32,776,2021-12-08
2020-12-09,jhargram,2780,35,2607,17,17,0,18,156,2021-12-08
2020-12-09,kalimpong,1954,11,1831,22,22,0,-11,101,2021-12-08
2020-12-09,kolkata,113611,753,105044,790,2723,17,-54,5844,2021-12-08
2020-12-09,malda,11882,29,11399,38,106,0,-9,377,2021-12-08
2020-12-09,murshidabad,11253,62,10693,42,132,2,18,428,2021-12-08
2020-12-09,nadia,19655,139,18398,103,249,3,33,1008,2021-12-08
2020-12-09,north 24 parganas,107151,746,100104,768,2101,12,-34,4946,2021-12-08
2020-12-09,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-09,paschim bardhaman,13839,57,12992,128,133,0,-71,714,2021-12-08
2020-12-09,paschim medinipur,18669,68,17471,56,268,0,12,930,2021-12-08
2020-12-09,purba bardhaman,11146,144,10341,110,89,1,33,716,2021-12-08
2020-12-09,purba medinipur,18779,66,17618,61,250,2,3,911,2021-12-08
2020-12-09,purulia,6387,17,6079,19,43,0,-2,265,2021-12-08
2020-12-09,south 24 parganas,33649,183,31460,209,612,4,-30,1577,2021-12-08
2020-12-09,total,510951,2956,478434,3009,8867,47,-100,23650,
2020-12-09,uttar dinajpur,6093,16,5738,56,67,0,-40,288,2021-12-08
2020-12-10,alipurduar,7423,22,7242,12,85,0,10,96,2021-12-09
2020-12-10,bankura,10523,111,9953,70,87,0,41,483,2021-12-09
2020-12-10,birbhum,8702,95,8227,51,77,0,44,398,2021-12-09
2020-12-10,coochbehar,11113,38,10551,18,66,0,20,496,2021-12-09
2020-12-10,dakshin dinajpur,7919,11,7687,17,62,1,-7,170,2021-12-09
2020-12-10,darjeeling,16493,85,15483,107,189,0,-22,821,2021-12-09
2020-12-10,hooghly,26530,125,24913,75,424,0,50,1193,2021-12-09
2020-12-10,howrah,32687,146,30652,124,925,4,18,1110,2021-12-09
2020-12-10,jalpaiguri,13372,92,12456,94,142,0,-2,774,2021-12-09
2020-12-10,jhargram,2789,9,2646,39,17,0,-30,126,2021-12-09
2020-12-10,kalimpong,1963,9,1840,9,22,0,0,101,2021-12-09
2020-12-10,kolkata,114233,622,105800,756,2742,19,-153,5691,2021-12-09
2020-12-10,malda,11901,19,11431,32,107,1,-14,363,2021-12-09
2020-12-10,murshidabad,11285,32,10722,29,132,0,3,431,2021-12-09
2020-12-10,nadia,19756,101,18564,166,252,3,-68,940,2021-12-09
2020-12-10,north 24 parganas,107764,613,100850,746,2114,13,-146,4800,2021-12-09
2020-12-10,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-10,paschim bardhaman,13972,133,13109,117,134,1,15,729,2021-12-09
2020-12-10,paschim medinipur,18773,104,17568,97,269,1,6,936,2021-12-09
2020-12-10,purba bardhaman,11289,143,10459,118,90,1,24,740,2021-12-09
2020-12-10,purba medinipur,18855,76,17679,61,250,0,15,926,2021-12-09
2020-12-10,purulia,6416,29,6098,19,43,0,10,275,2021-12-09
2020-12-10,south 24 parganas,33816,167,31625,165,617,5,-3,1574,2021-12-09
2020-12-10,total,513752,2801,481385,2951,8916,49,-199,23451,
2020-12-10,uttar dinajpur,6112,19,5767,29,67,0,-10,278,2021-12-09
2020-12-11,alipurduar,7430,7,7255,13,85,0,-6,90,2021-12-10
2020-12-11,bankura,10587,64,10003,50,87,0,14,497,2021-12-10
2020-12-11,birbhum,8775,73,8270,43,77,0,30,428,2021-12-10
2020-12-11,coochbehar,11154,41,10612,61,66,0,-20,476,2021-12-10
2020-12-11,dakshin dinajpur,7934,15,7699,12,63,1,2,172,2021-12-10
2020-12-11,darjeeling,16577,84,15557,74,192,3,7,828,2021-12-10
2020-12-11,hooghly,26673,143,24995,82,427,3,58,1251,2021-12-10
2020-12-11,howrah,32842,155,30756,104,931,6,45,1155,2021-12-10
2020-12-11,jalpaiguri,13420,48,12541,85,143,1,-38,736,2021-12-10
2020-12-11,jhargram,2798,9,2668,22,17,0,-13,113,2021-12-10
2020-12-11,kalimpong,1977,14,1866,26,22,0,-12,89,2021-12-10
2020-12-11,kolkata,114912,679,106535,735,2755,13,-69,5622,2021-12-10
2020-12-11,malda,11937,36,11468,37,108,1,-2,361,2021-12-10
2020-12-11,murshidabad,11328,43,10763,41,133,1,1,432,2021-12-10
2020-12-11,nadia,19868,112,18671,107,253,1,4,944,2021-12-10
2020-12-11,north 24 parganas,108428,664,101589,739,2129,15,-90,4710,2021-12-10
2020-12-11,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-11,paschim bardhaman,14076,104,13203,94,134,0,10,739,2021-12-10
2020-12-11,paschim medinipur,18883,110,17690,122,271,2,-14,922,2021-12-10
2020-12-11,purba bardhaman,11353,64,10550,91,90,0,-27,713,2021-12-10
2020-12-11,purba medinipur,18954,99,17764,85,251,1,13,939,2021-12-10
2020-12-11,purulia,6435,19,6132,34,43,0,-15,260,2021-12-10
2020-12-11,south 24 parganas,33964,148,31807,182,619,2,-36,1538,2021-12-10
2020-12-11,total,516505,2753,484258,2873,8966,50,-170,23281,
2020-12-11,uttar dinajpur,6134,22,5801,34,67,0,-12,266,2021-12-10
2020-12-12,alipurduar,7450,20,7267,12,85,0,8,98,2021-12-11
2020-12-12,bankura,10663,76,10035,32,87,0,44,541,2021-12-11
2020-12-12,birbhum,8827,52,8312,42,78,1,9,437,2021-12-11
2020-12-12,coochbehar,11180,26,10645,33,66,0,-7,469,2021-12-11
2020-12-12,dakshin dinajpur,7944,10,7715,16,63,0,-6,166,2021-12-11
2020-12-12,darjeeling,16694,117,15634,77,192,0,40,868,2021-12-11
2020-12-12,hooghly,26794,121,25113,118,428,1,2,1253,2021-12-11
2020-12-12,howrah,32990,148,30888,132,936,5,11,1166,2021-12-11
2020-12-12,jalpaiguri,13504,84,12641,100,143,0,-16,720,2021-12-11
2020-12-12,jhargram,2810,12,2697,29,17,0,-17,96,2021-12-11
2020-12-12,kalimpong,1985,8,1898,32,22,0,-24,65,2021-12-11
2020-12-12,kolkata,115574,662,107265,730,2771,16,-84,5538,2021-12-11
2020-12-12,malda,11994,57,11496,28,108,0,29,390,2021-12-11
2020-12-12,murshidabad,11366,38,10799,36,134,1,1,433,2021-12-11
2020-12-12,nadia,19982,114,18782,111,255,2,1,945,2021-12-11
2020-12-12,north 24 parganas,109070,642,102311,722,2142,13,-93,4617,2021-12-11
2020-12-12,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-12,paschim bardhaman,14166,90,13291,88,134,0,2,741,2021-12-11
2020-12-12,paschim medinipur,18954,71,17789,99,272,1,-29,893,2021-12-11
2020-12-12,purba bardhaman,11411,58,10670,120,91,1,-63,650,2021-12-11
2020-12-12,purba medinipur,19057,103,17859,95,251,0,8,947,2021-12-11
2020-12-12,purulia,6458,23,6172,40,43,0,-17,243,2021-12-11
2020-12-12,south 24 parganas,34131,167,31998,191,621,2,-26,1512,2021-12-11
2020-12-12,total,519215,2710,487171,2913,9010,44,-247,23034,
2020-12-12,uttar dinajpur,6145,11,5831,30,68,1,-20,246,2021-12-11
2020-12-13,alipurduar,7463,13,7286,19,85,0,-6,92,2021-12-12
2020-12-13,bankura,10719,56,10090,55,87,0,1,542,2021-12-12
2020-12-13,birbhum,8876,49,8367,55,79,1,-7,430,2021-12-12
2020-12-13,coochbehar,11259,79,10689,44,67,1,34,503,2021-12-12
2020-12-13,dakshin dinajpur,7954,10,7735,20,65,2,-12,154,2021-12-12
2020-12-13,darjeeling,16770,76,15744,110,194,2,-36,832,2021-12-12
2020-12-13,hooghly,26906,112,25242,129,430,2,-19,1234,2021-12-12
2020-12-13,howrah,33115,125,31076,188,937,1,-64,1102,2021-12-12
2020-12-13,jalpaiguri,13591,87,12731,90,144,1,-4,716,2021-12-12
2020-12-13,jhargram,2816,6,2718,21,17,0,-15,81,2021-12-12
2020-12-13,kalimpong,1999,14,1920,22,22,0,-8,57,2021-12-12
2020-12-13,kolkata,116242,668,107977,712,2782,11,-55,5483,2021-12-12
2020-12-13,malda,12019,25,11530,34,108,0,-9,381,2021-12-12
2020-12-13,murshidabad,11404,38,10847,48,137,3,-13,420,2021-12-12
2020-12-13,nadia,20130,148,18902,120,257,2,26,971,2021-12-12
2020-12-13,north 24 parganas,109722,652,103012,701,2154,12,-61,4556,2021-12-12
2020-12-13,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-13,paschim bardhaman,14264,98,13398,107,134,0,-9,732,2021-12-12
2020-12-13,paschim medinipur,18986,32,17877,88,275,3,-59,834,2021-12-12
2020-12-13,purba bardhaman,11458,47,10768,98,91,0,-51,599,2021-12-12
2020-12-13,purba medinipur,19131,74,17952,93,254,3,-22,925,2021-12-12
2020-12-13,purulia,6493,35,6197,25,43,0,10,253,2021-12-12
2020-12-13,south 24 parganas,34262,131,32186,188,624,3,-60,1452,2021-12-12
2020-12-13,total,521795,2580,490165,2994,9057,47,-461,22573,
2020-12-13,uttar dinajpur,6150,5,5858,27,68,0,-22,224,2021-12-12
2020-12-14,alipurduar,7473,10,7297,11,85,0,-1,91,2021-12-13
2020-12-14,bankura,10767,48,10123,33,87,0,15,557,2021-12-13
2020-12-14,birbhum,8973,97,8400,33,79,0,64,494,2021-12-13
2020-12-14,coochbehar,11273,14,10753,64,67,0,-50,453,2021-12-13
2020-12-14,dakshin dinajpur,7960,6,7748,13,65,0,-7,147,2021-12-13
2020-12-14,darjeeling,16818,48,15869,125,194,0,-77,755,2021-12-13
2020-12-14,hooghly,27005,99,25440,198,435,5,-104,1130,2021-12-13
2020-12-14,howrah,33191,76,31154,78,941,4,-6,1096,2021-12-13
2020-12-14,jalpaiguri,13638,47,12833,102,148,4,-59,657,2021-12-13
2020-12-14,jhargram,2828,12,2737,19,17,0,-7,74,2021-12-13
2020-12-14,kalimpong,2007,8,1934,14,22,0,-6,51,2021-12-13
2020-12-14,kolkata,116645,403,108690,713,2798,16,-326,5157,2021-12-13
2020-12-14,malda,12060,41,11565,35,109,1,5,386,2021-12-13
2020-12-14,murshidabad,11436,32,10898,51,137,0,-19,401,2021-12-13
2020-12-14,nadia,20242,112,19073,171,258,1,-60,911,2021-12-13
2020-12-14,north 24 parganas,110128,406,103700,688,2159,5,-287,4269,2021-12-13
2020-12-14,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-14,paschim bardhaman,14310,46,13497,99,135,1,-54,678,2021-12-13
2020-12-14,paschim medinipur,19041,55,17975,98,278,3,-46,788,2021-12-13
2020-12-14,purba bardhaman,11513,55,10847,79,91,0,-24,575,2021-12-13
2020-12-14,purba medinipur,19173,42,18027,75,254,0,-33,892,2021-12-13
2020-12-14,purulia,6518,25,6229,32,43,0,-7,246,2021-12-13
2020-12-14,south 24 parganas,34404,142,32400,214,627,3,-75,1377,2021-12-13
2020-12-14,total,523629,1834,493145,2980,9100,43,-1189,21384,
2020-12-14,uttar dinajpur,6160,10,5893,35,68,0,-25,199,2021-12-13
2020-12-15,alipurduar,7490,17,7310,13,85,0,4,95,2021-12-14
2020-12-15,bankura,10809,42,10197,74,87,0,-32,525,2021-12-14
2020-12-15,birbhum,9013,40,8478,78,79,0,-38,456,2021-12-14
2020-12-15,coochbehar,11319,46,10779,26,68,1,19,472,2021-12-14
2020-12-15,dakshin dinajpur,7969,9,7760,12,66,1,-4,143,2021-12-14
2020-12-15,darjeeling,16890,72,15982,113,194,0,-41,714,2021-12-14
2020-12-15,hooghly,27109,104,25617,177,436,1,-74,1056,2021-12-14
2020-12-15,howrah,33304,113,31277,123,945,4,-14,1082,2021-12-14
2020-12-15,jalpaiguri,13706,68,12935,102,149,1,-35,622,2021-12-14
2020-12-15,jhargram,2838,10,2744,7,17,0,3,77,2021-12-14
2020-12-15,kalimpong,2028,21,1944,10,22,0,11,62,2021-12-14
2020-12-15,kolkata,117148,503,109406,716,2812,14,-227,4930,2021-12-14
2020-12-15,malda,12092,32,11593,28,109,0,4,390,2021-12-14
2020-12-15,murshidabad,11476,40,10935,37,138,1,2,403,2021-12-14
2020-12-15,nadia,20339,97,19257,184,258,0,-87,824,2021-12-14
2020-12-15,north 24 parganas,110651,523,104392,692,2172,13,-182,4087,2021-12-14
2020-12-15,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-15,paschim bardhaman,14433,123,13578,81,137,2,40,718,2021-12-14
2020-12-15,paschim medinipur,19098,57,18063,88,278,0,-31,757,2021-12-14
2020-12-15,purba bardhaman,11563,50,10917,70,91,0,-20,555,2021-12-14
2020-12-15,purba medinipur,19254,81,18113,86,257,3,-8,884,2021-12-14
2020-12-15,purulia,6554,36,6252,23,43,0,13,259,2021-12-14
2020-12-15,south 24 parganas,34568,164,32608,208,631,4,-48,1329,2021-12-14
2020-12-15,total,525918,2289,496110,2965,9145,45,-721,20663,
2020-12-15,uttar dinajpur,6201,41,5910,17,68,0,24,223,2021-12-14
2020-12-16,alipurduar,7497,7,7335,25,85,0,-18,77,2021-12-15
2020-12-16,bankura,10872,63,10256,59,87,0,4,529,2021-12-15
2020-12-16,birbhum,9058,45,8549,71,79,0,-26,430,2021-12-15
2020-12-16,coochbehar,11331,12,10835,56,68,0,-44,428,2021-12-15
2020-12-16,dakshin dinajpur,7978,9,7784,24,66,0,-15,128,2021-12-15
2020-12-16,darjeeling,16955,65,16098,116,195,1,-52,662,2021-12-15
2020-12-16,hooghly,27227,118,25753,136,441,5,-23,1033,2021-12-15
2020-12-16,howrah,33419,115,31401,124,948,3,-12,1070,2021-12-15
2020-12-16,jalpaiguri,13747,41,13026,91,150,1,-51,571,2021-12-15
2020-12-16,jhargram,2847,9,2756,12,17,0,-3,74,2021-12-15
2020-12-16,kalimpong,2034,6,1954,10,22,0,-4,58,2021-12-15
2020-12-16,kolkata,117695,547,110077,671,2829,17,-141,4789,2021-12-15
2020-12-16,malda,12132,40,11625,32,109,0,8,398,2021-12-15
2020-12-16,murshidabad,11524,48,10972,37,138,0,11,414,2021-12-15
2020-12-16,nadia,20444,105,19388,131,259,1,-27,797,2021-12-15
2020-12-16,north 24 parganas,111198,547,105020,628,2183,11,-92,3995,2021-12-15
2020-12-16,other state,66,0,63,0,3,0,0,0,2021-06-06
2020-12-16,paschim bardhaman,14545,112,13657,79,139,2,31,749,2021-12-15
