date,total_vax_today,first_dose_today,second_dose_today,cumulative_vax,cumulative_vax_first_dose,cumulative_vax_sec_dose,cvc_count,aefi_cases,vax_wastage
2021-07-14,225015.0,96680.0,128335,24385913.0,17742412.0,6643501.0,,2022.0,-7.0
2021-07-15,319395.0,114100.0,205295,24705308.0,17856512.0,6848796.0,,2058.0,-7.0
2021-07-16,232620.0,108839.0,123781,24937928.0,17965351.0,6972577.0,,2068.0,-7.0
2021-07-17,304530.0,110319.0,194211,25242458.0,18075670.0,7166788.0,,2075.0,-7.0
2021-07-18,384899.0,159226.0,225673,25627357.0,18234896.0,7392461.0,,2084.0,-7.0
2021-07-19,90508.0,46635.0,43873,25717865.0,18281531.0,7436334.0,,2086.0,-7.0
2021-07-20,324254.0,160107.0,164147,26042119.0,18441638.0,7600481.0,,2107.0,-7.0
2021-07-21,254629.0,139211.0,115418,26296748.0,18580849.0,7715899.0,,2117.0,-7.0
2021-07-22,88485.0,57033.0,31452,26385233.0,18637882.0,7747351.0,,2128.0,-7.0
2021-07-23,217496.0,117139.0,100357,26602729.0,18755021.0,7847708.0,,2152.0,-7.0
2021-07-24,340991.0,190932.0,150059,26943720.0,18945953.0,7997767.0,,2163.0,-7.0
2021-07-25,333770.0,220774.0,112996,27277490.0,19166727.0,8110763.0,,2220.0,-7.0
2021-07-26,74102.0,59262.0,14840,27351592.0,19225989.0,8125603.0,,2240.0,-7.0
2021-07-27,304537.0,212057.0,92480,27656129.0,19438046.0,8218083.0,,2266.0,-7.0
2021-07-28,261592.0,190440.0,71152,27917721.0,19628486.0,8289235.0,,2284.0,-7.0
2021-07-29,396719.0,374732.0,21987,28314440.0,20003218.0,8311222.0,,2302.0,-7.0
2021-07-30,275460.0,193344.0,82116,28589900.0,20196562.0,8393338.0,,2309.0,-7.0
2021-08-01,371595.0,293409.0,78186,29336355.0,20768841.0,8567514.0,,2340.0,-7.0
2021-08-02,271835.0,187252.0,84583,29608190.0,20956093.0,8652097.0,,2342.0,-7.0
2021-08-03,480089.0,388923.0,91166,30088279.0,21345016.0,8743263.0,,2362.0,-7.0
2021-08-04,478394.0,388408.0,89986,30566673.0,21733424.0,8833249.0,,2372.0,-7.0
2021-08-05,299805.0,239891.0,59914,30866478.0,21973315.0,8893163.0,,2384.0,-7.0
2021-08-06,409863.0,339911.0,69952,31276341.0,22313226.0,8963115.0,,2403.0,-7.0
2021-08-07,391898.0,336896.0,55002,31668239.0,22650122.0,9018117.0,,2442.0,-7.0
2021-08-08,271896.0,219927.0,51969,31940135.0,22870049.0,9070086.0,,2461.0,-7.0
2021-08-09,97755.0,87780.0,9975,32037890.0,22957829.0,9080061.0,,2475.0,-7.0
2021-08-10,294212.0,239885.0,54327,32332102.0,23197714.0,9134388.0,,2512.0,-7.0
2021-08-11,349335.0,298857.0,50478,32681437.0,23496571.0,9184866.0,,2558.0,-7.0
2021-08-12,299872.0,255895.0,43977,32981309.0,23752466.0,9228843.0,,2576.0,-7.0
2021-08-13,340072.0,288874.0,51198,33321381.0,24041340.0,9280041.0,,2604.0,-7.0
2021-08-14,445166.0,386925.0,58241,33766547.0,24428265.0,9338282.0,,2637.0,-7.0
2021-08-15,,,50944,,,,,2676.0,
2021-08-16,67217.0,61298.0,5919,34224606.0,24829461.0,9395145.0,,2740.0,-7.0
2021-08-17,357544.0,289998.0,67546,34582150.0,25119459.0,9462691.0,,2773.0,-7.0
2021-08-18,349079.0,279975.0,69104,34931229.0,25399434.0,9531795.0,,2867.0,-7.0
2021-08-19,,,77380,,,,,2967.0,
2021-08-20,292768.0,217985.0,74783,35497375.0,25813417.0,9683958.0,,3019.0,-7.0
2021-08-21,202730.0,138994.0,63736,35700105.0,25952411.0,9747694.0,,3062.0,-7.0
2021-08-22,,,132964,,,,,3091.0,
2021-08-23,98579.0,63898.0,34681,36177644.0,26262305.0,9915339.0,,3110.0,-7.0
2021-08-24,519250.0,310430.0,208820,36696894.0,26572735.0,10124159.0,,3148.0,-7.0
2021-08-25,452793.0,270896.0,181897,37149687.0,26843631.0,10306056.0,,3186.0,-7.0
2021-08-27,438782.0,278628.0,160154,38058400.0,27405427.0,10652973.0,,3279.0,-7.0
2021-08-28,556573.0,343691.0,212882,38614973.0,27749118.0,10865855.0,,3350.0,-7.0
2021-08-29,505172.0,319449.0,185723,39120145.0,28068567.0,11051578.0,,3381.0,-7.0
2021-08-30,293495.0,216106.0,77389,39413640.0,28284673.0,11128967.0,,3472.0,-7.0
2021-08-31,398358.0,271315.0,127043,39811998.0,28555988.0,11256010.0,,3510.0,-7.0
2021-09-01,1247267.0,957497.0,289770,41059265.0,29513485.0,11545780.0,,3587.0,-7.0
2021-09-02,487968.0,338999.0,148969,41547233.0,29852484.0,11694749.0,,3616.0,-7.0
2021-09-03,608700.0,440447.0,168253,42155933.0,30292931.0,11863002.0,,3616.0,-7.0
2021-09-04,543871.0,373995.0,169876,42699804.0,30666926.0,12032878.0,,3652.0,-7.0
2021-09-05,,,145988,,,,,3652.0,
2021-09-06,197059.0,129971.0,67088,43296847.0,31050893.0,12245954.0,,3652.0,-7.0
2021-09-07,704874.0,489969.0,214905,44001721.0,31540862.0,12460859.0,,3769.0,-7.0
2021-09-08,560553.0,380901.0,179652,44562274.0,31921763.0,12640511.0,,3796.0,-7.0
2021-09-09,695650.0,499681.0,195969,45257924.0,32421444.0,12836480.0,,3818.0,-7.0
2021-09-10,499781.0,339129.0,160652,45757705.0,32760573.0,12997132.0,,3848.0,-7.0
2021-09-11,747904.0,519005.0,228899,46505609.0,33279578.0,13226031.0,,3907.0,-7.0
2021-09-12,,,189463,,,,,3925.0,
2021-09-13,183858.0,143913.0,39945,47257831.0,33802392.0,13455439.0,,3928.0,-7.0
2021-09-14,448662.0,289989.0,158673,47706493.0,34092381.0,13614112.0,,3993.0,-7.0
2021-09-15,363333.0,222247.0,141086,48069826.0,34314628.0,13755198.0,,4030.0,-7.0
2021-09-16,409353.0,199898.0,209455,48479179.0,34514526.0,13964653.0,,4030.0,-7.0
2021-09-17,,,202677,,,,,4146.0,
2021-09-18,404924.0,249452.0,155472,49281189.0,34958387.0,14322802.0,,4240.0,-7.0
2021-09-19,,,339031,,,,,4274.0,
2021-09-20,,,62659,,,,,4275.0,
2021-09-21,895357.0,637727.0,257630,51717266.0,36735144.0,14982122.0,,4315.0,-7.0
2021-09-22,,,264312,,,,,4376.0,
2021-09-23,595596.0,395990.0,199606,53456771.0,38010731.0,15446040.0,,4412.0,-7.0
2021-09-24,494390.0,321097.0,173293,53951161.0,38331828.0,15619333.0,,4494.0,-7.0
2021-09-25,,,242068,,,,,4540.0,
2021-09-26,,,178406,,,,,4544.0,
2021-09-27,,,31399,,,,,4546.0,
2021-09-28,,,172382,,,,,4556.0,
2021-09-29,,,159038,,,,,4565.0,
2021-09-30,499018.0,381505.0,117513,57217365.0,40697226.0,16520139.0,,4569.0,-7.0
2021-10-01,497696.0,357318.0,140378,57715061.0,41054544.0,16660517.0,,4609.0,-7.0
2021-10-02,,,179917,,,,,4629.0,
2021-10-03,294226.0,218758.0,75468,58650132.0,41734230.0,16915902.0,,4633.0,-7.0
2021-10-04,98376.0,73903.0,24473,58748508.0,41808133.0,16940375.0,,4633.0,-7.0
2021-10-05,583520.0,422039.0,161481,59332028.0,42230172.0,17101856.0,,4649.0,-7.0
2021-10-06,1038181.0,853918.0,184263,60370209.0,43084090.0,17286119.0,,4668.0,-7.0
2021-10-07,387800.0,309980.0,77820,60758009.0,43394070.0,17363939.0,,4673.0,-7.0
2021-10-08,1142256.0,952701.0,189555,61900265.0,44346771.0,17553494.0,,4710.0,-7.0
2021-10-10,,,187724,,,,,4739.0,
2021-10-11,226673.0,192742.0,33931,64386556.0,46435336.0,17951220.0,,4742.0,-7.0
2021-10-12,503485.0,415198.0,88287,64890041.0,46850534.0,18039507.0,,4747.0,-7.0
2021-10-13,,,38846,,,,,4759.0,
2021-10-14,,,2373,,,,,4759.0,
2021-10-15,,,9848,,,,,4759.0,
2021-10-16,,,9980,,,,,4765.0,
2021-10-17,,,139885,,,,,4767.0,
2021-10-18,299947.0,263985.0,35962,66501315.0,48224914.0,18276401.0,,4768.0,-7.0
2021-10-19,1047638.0,823720.0,223918,67548953.0,49048634.0,18500319.0,,4780.0,-7.0
2021-10-20,658691.0,489172.0,169519,68207644.0,49537806.0,18669838.0,,4788.0,-7.0
2021-10-21,592500.0,469503.0,122997,68800144.0,50007309.0,18792835.0,,4795.0,-7.0
2021-10-22,1229565.0,837379.0,392186,70029709.0,50844688.0,19185021.0,,4809.0,-7.0
2021-10-23,532550.0,399737.0,132813,70562259.0,51244425.0,19317834.0,,4830.0,-7.0
2021-10-24,1238069.0,918450.0,319619,71800328.0,52162875.0,19637453.0,,4867.0,-7.0
2021-10-25,245095.0,193522.0,51573,72045423.0,52356397.0,19689026.0,,4869.0,-7.0
2021-10-26,1016814.0,659605.0,357209,73062237.0,53016002.0,20046235.0,,4892.0,-7.0
2021-10-27,908558.0,599321.0,309237,73970795.0,53615323.0,20355472.0,,4904.0,-7.0
2021-10-28,586542.0,342919.0,243623,74557337.0,53958242.0,20599095.0,,4920.0,-7.0
2021-10-29,799384.0,515399.0,283985,75356721.0,54473641.0,20883080.0,,4974.0,-7.0
2021-10-30,999610.0,685970.0,313640,76356331.0,55159611.0,21196720.0,,5029.0,-7.0
2021-10-31,1069216.0,759951.0,309265,77425547.0,55919562.0,21505985.0,,5049.0,-7.0
2021-11-01,292533.0,239319.0,53214,77718080.0,56158881.0,21559199.0,,5079.0,-7.0
2021-11-02,1166993.0,848990.0,318003,78885073.0,57007871.0,21877202.0,,5135.0,-7.0
2021-11-03,691453.0,468518.0,222935,79576526.0,57476389.0,22100137.0,,5187.0,-7.0
2021-11-04,527263.0,348034.0,179229,80103789.0,57824423.0,22279366.0,,5233.0,-7.0
2021-11-05,146032.0,96917.0,49115,80249821.0,57921340.0,22328481.0,,5235.0,-7.0
2021-11-06,393695.0,242641.0,151054,80643516.0,58163981.0,22479535.0,,5238.0,-7.0
2021-11-07,56533.0,28920.0,27613,80700049.0,58192901.0,22507148.0,,5248.0,-7.0
2021-11-08,152903.0,95918.0,56985,80852952.0,58288819.0,22564133.0,,5250.0,-7.0
2021-11-09,943462.0,517172.0,426290,81796414.0,58805991.0,22990423.0,,5291.0,-7.0
2021-11-10,703749.0,349305.0,354444,82500163.0,59155296.0,23344867.0,,5318.0,-7.0
2021-11-11,468816.0,226233.0,242583,82968979.0,59381529.0,23587450.0,,5337.0,-7.0
2021-11-12,282727.0,110950.0,171777,83251706.0,59492479.0,23759227.0,,5344.0,-7.0
2021-11-13,524264.0,236790.0,287474,83775970.0,59729269.0,24046701.0,,5376.0,-7.0
2021-11-14,376244.0,175579.0,200665,84152214.0,59904848.0,24247366.0,,5409.0,-7.0
2021-11-15,98632.0,57900.0,40732,84250846.0,59962748.0,24288098.0,,5411.0,-7.0
2021-11-16,660287.0,341351.0,318936,84911133.0,60304099.0,24607034.0,,5424.0,-7.0
2021-11-17,562661.0,254242.0,308419,85473794.0,60558341.0,24915453.0,,5456.0,-7.0
2021-11-18,459335.0,194636.0,264699,85933129.0,60752977.0,25180152.0,,5469.0,-7.0
2021-11-19,326204.0,126453.0,199751,86259333.0,60879430.0,25379903.0,,5543.0,-7.0
2021-11-20,417948.0,187534.0,230414,86677281.0,61066964.0,25610317.0,,5552.0,-7.0
2021-11-21,530380.0,246274.0,284106,87207661.0,61313238.0,25894423.0,,5564.0,-7.0
2021-11-22,144699.0,88496.0,56203,87352360.0,61401734.0,25950626.0,,5580.0,-7.0
2021-11-23,658458.0,277279.0,381179,88010818.0,61679013.0,26331805.0,,5605.0,-7.0
2021-11-24,720168.0,245178.0,474990,88730986.0,61924191.0,26806795.0,,5632.0,-7.0
2021-11-25,650839.0,221054.0,429785,89381825.0,62145245.0,27236580.0,,5651.0,-7.0
2021-11-26,521646.0,163579.0,358067,89903471.0,62308824.0,27594647.0,,5659.0,-7.0
2021-11-27,677930.0,213575.0,464355,90581401.0,62522399.0,28059002.0,,5687.0,-7.0
2021-11-28,534764.0,189919.0,344845,91116165.0,62712318.0,28403847.0,,5694.0,-7.0
2021-11-29,207559.0,99581.0,107978,91323724.0,62811899.0,28511825.0,,5696.0,-7.0
2021-11-30,639459.0,188898.0,450561,91963183.0,63000797.0,28962386.0,,5718.0,-7.0
2021-12-01,553323.0,160532.0,392791,92516506.0,63161329.0,29355177.0,,5733.0,-7.0
2021-12-02,313417.0,79700.0,233717,92829923.0,63241029.0,29588894.0,,5745.0,-7.0
2021-12-03,491547.0,106443.0,385104,93321470.0,63347472.0,29973998.0,,5750.0,-7.0
2021-12-04,528950.0,110198.0,418752,93850420.0,63457670.0,30392750.0,,5762.0,-7.0
2021-12-05,341625.0,65107.0,276518,94192045.0,63522777.0,30669268.0,,5781.0,-7.0
2021-12-06,75304.0,21075.0,54229,94267349.0,63543852.0,30723497.0,,5781.0,-7.0
2021-12-07,466328.0,68771.0,397557,94733677.0,63612623.0,31121054.0,,5788.0,-7.0
2021-12-08,448929.0,71798.0,377131,95182606.0,63684421.0,31498185.0,,5795.0,-7.0
2021-12-09,352989.0,57404.0,295585,95535595.0,63741825.0,31793770.0,,5821.0,-7.0
2021-12-10,234296.0,39511.0,194785,95769891.0,63781336.0,31988555.0,,5857.0,-7.0
2021-12-11,358605.0,52205.0,306400,96128496.0,63833541.0,32294955.0,,5867.0,-7.0
2021-12-12,383856.0,37202.0,346654,96512352.0,63870743.0,32641609.0,,5884.0,-7.0
2021-12-13,51164.0,6242.0,44922,96563516.0,63876985.0,32686531.0,,5884.0,-7.0
2021-12-14,573851.0,48537.0,525314,97137367.0,63925522.0,33211845.0,,5892.0,-7.0
2021-12-15,517276.0,40391.0,476885,97654643.0,63965913.0,33688730.0,,5911.0,-7.0
2021-12-16,424017.0,35008.0,389009,98078660.0,64000921.0,34077739.0,,5936.0,-7.0
2021-12-17,275504.0,27593.0,247911,98354164.0,64028514.0,34325650.0,,6035.0,-7.0
2021-12-18,572249.0,40957.0,531292,98926413.0,64069471.0,34856942.0,,6053.0,-7.0
2021-12-19,416275.0,30627.0,385648,99342688.0,64100098.0,35242590.0,,6058.0,-7.0
2021-12-20,65089.0,4584.0,60505,99407777.0,64104682.0,35303095.0,,6058.0,-7.0
2021-12-21,547483.0,38120.0,509363,99955260.0,64142802.0,35812458.0,,6074.0,-7.0
2021-12-22,424802.0,31801.0,393001,100380062.0,64174603.0,36205459.0,,6090.0,-7.0
2021-12-23,404655.0,28044.0,376611,100784717.0,64202647.0,36582070.0,,6095.0,-7.0
2021-12-24,288610.0,24525.0,264085,101073327.0,64227172.0,36846155.0,,6115.0,-7.0
2021-12-25,499681.0,35461.0,464220,101573008.0,64262633.0,37310375.0,,6130.0,-7.0
2021-12-26,31430.0,2442.0,28988,101604438.0,64265075.0,37339363.0,,6130.0,-7.0
2021-12-27,32859.0,2676.0,30183,101637297.0,64267751.0,37369546.0,,6136.0,-7.0
2021-12-28,510543.0,35761.0,474782,102147840.0,64303512.0,37844328.0,,6148.0,-7.0
2021-12-29,489578.0,33246.0,456332,102637418.0,64336758.0,38300660.0,,6160.0,-7.0
2021-12-30,421441.0,27256.0,394185,103058859.0,64364014.0,38694845.0,,6168.0,-7.0
2021-12-31,494298.0,29586.0,464712,103553157.0,64393600.0,39159557.0,,6176.0,-7.0
2022-01-01,585808.0,32936.0,552872,104138965.0,64426536.0,39712429.0,,6182.0,-7.0
2022-01-02,101363.0,4679.0,96684,104240328.0,64431215.0,39809113.0,,6182.0,-7.0
2022-01-03,52548.0,3540.0,49008,104292876.0,64434755.0,39858121.0,,6184.0,-7.0
2022-01-04,849781.0,200407.0,649374,105142657.0,64635162.0,40507495.0,,6241.0,-7.0
2022-01-05,865732.0,284229.0,581503,106008389.0,64919391.0,41088998.0,,6289.0,-7.0
2022-01-06,494726.0,260731.0,233995,106503115.0,65180122.0,41322993.0,,6350.0,-7.0
2022-01-07,762867.0,406008.0,356859,107265982.0,65586130.0,41679852.0,,6442.0,-7.0
2022-01-08,864463.0,439379.0,425084,108130445.0,66025509.0,42104936.0,,6468.0,-7.0
2022-01-09,621878.0,345104.0,276774,108752323.0,66370613.0,42381710.0,,6513.0,-7.0
2022-01-10,68203.0,30329.0,37874,108820526.0,66400942.0,42419584.0,,6535.0,-7.0
2022-01-11,979560.0,381985.0,562330,109800086.0,66782927.0,42981914.0,,6551.0,-7.0
2022-01-12,864725.0,344188.0,471270,110664811.0,67127115.0,43453184.0,,6562.0,-7.0
2022-01-13,485823.0,138745.0,308613,111150634.0,67265860.0,43761797.0,,6572.0,-7.0
