date,hospital_dedicated,hospital_dedicated_govt,hospital_dedicated_pvt,covid19_beds,covid19_bed_occupancy,icu_hdu_beds,n_safe_homes,safe_home_beds,n_ventilators,total_patients_home_isolation,current_patients_home_isolation,released_patients_home_isolation,current_patients_hospital,current_patients_safe_homes
2021-01-22,101.0,44,57.0,12440.0,5.8,2319,200.0,11507.0,1279.0,1260744.0,67818.0,1260744.0,,32.0
2021-01-23,101.0,44,57.0,12440.0,5.76,2319,200.0,11507.0,1279.0,1267431.0,67249.0,1267431.0,,29.0
2021-01-24,101.0,44,57.0,12440.0,5.59,2319,200.0,11507.0,1279.0,1274220.0,66662.0,1274220.0,,23.0
2021-01-25,73.0,44,29.0,10510.0,6.2,2319,200.0,11507.0,1279.0,1281114.0,66050.0,1281114.0,,27.0
2021-01-26,73.0,44,29.0,10510.0,5.81,2319,200.0,11507.0,1279.0,1288059.0,65391.0,1288059.0,,25.0
2021-01-27,73.0,44,29.0,10510.0,5.56,2319,200.0,11507.0,1279.0,1295064.0,64702.0,1295064.0,,26.0
2021-01-28,73.0,44,29.0,10510.0,5.43,2319,200.0,11507.0,1279.0,1302322.0,63990.0,1302322.0,,24.0
2021-01-29,69.0,44,25.0,8727.0,6.1,2319,200.0,11507.0,1279.0,1309580.0,63521.0,1309580.0,,21.0
2021-01-30,69.0,44,25.0,8727.0,5.83,2319,200.0,11507.0,1279.0,1317267.0,62752.0,1317267.0,,15.0
2021-01-31,69.0,44,25.0,8727.0,5.57,2319,200.0,11507.0,1279.0,1325165.0,61977.0,1325165.0,,12.0
2021-02-01,69.0,44,25.0,8727.0,5.24,2319,200.0,11507.0,1279.0,1333160.0,61612.0,1333160.0,,8.0
2021-02-02,69.0,44,25.0,8727.0,4.81,2319,200.0,11507.0,1279.0,1341272.0,60400.0,1341272.0,,5.0
2021-02-03,69.0,44,25.0,8727.0,4.69,2319,200.0,11507.0,1279.0,1349497.0,59560.0,1349497.0,,7.0
2021-02-04,69.0,44,25.0,8727.0,4.42,2319,200.0,11507.0,1279.0,1357831.0,58705.0,1357831.0,,7.0
2021-02-05,69.0,44,25.0,8727.0,4.18,2319,200.0,11507.0,1279.0,1366515.0,57825.0,1366515.0,,9.0
2021-02-06,65.0,44,21.0,8727.0,4.07,2319,200.0,11507.0,1279.0,1375227.0,56900.0,1375227.0,,7.0
2021-02-07,65.0,44,21.0,8727.0,3.84,2319,200.0,11507.0,1279.0,1384086.0,55876.0,1384086.0,,5.0
2021-02-08,65.0,44,21.0,8727.0,3.56,2319,200.0,11507.0,1279.0,1393151.0,54731.0,1393151.0,,5.0
2021-02-09,65.0,44,21.0,8727.0,3.35,2319,200.0,11507.0,1279.0,1404196.0,53503.0,1404196.0,,5.0
2021-02-10,65.0,44,21.0,8727.0,3.27,2319,200.0,11507.0,1279.0,1416667.0,52068.0,1416667.0,,5.0
2021-02-11,65.0,44,21.0,8727.0,3.17,2319,200.0,11507.0,1279.0,1430332.0,50383.0,1430332.0,,5.0
2021-02-12,65.0,44,21.0,8727.0,3.16,2319,200.0,11507.0,1279.0,1445217.0,48585.0,1445217.0,,5.0
2021-02-13,65.0,44,21.0,8727.0,3.21,2319,200.0,11507.0,1279.0,1461104.0,46588.0,1461104.0,,5.0
2021-02-14,65.0,44,21.0,8727.0,3.13,2319,200.0,11507.0,1279.0,1478546.0,44530.0,1478546.0,,4.0
2021-02-15,65.0,44,21.0,8727.0,3.05,2319,200.0,11507.0,1279.0,1497042.0,42385.0,1497042.0,,4.0
2021-02-16,65.0,44,21.0,8727.0,2.9,2319,200.0,11507.0,1279.0,1517386.0,40031.0,1517386.0,,4.0
2021-02-17,65.0,44,21.0,8727.0,2.8,2319,200.0,11507.0,1279.0,1538540.0,37475.0,1538540.0,,4.0
2021-02-18,65.0,44,21.0,8727.0,2.69,2319,200.0,11507.0,1279.0,1561414.0,34700.0,1561414.0,,4.0
2021-02-19,65.0,44,21.0,8727.0,2.76,1759,200.0,11507.0,623.0,1585901.0,31703.0,1585901.0,,2.0
2021-02-20,65.0,44,21.0,8727.0,2.6,1759,200.0,11507.0,623.0,1611479.0,28549.0,1611479.0,,2.0
2021-02-21,65.0,44,21.0,8727.0,2.45,1759,200.0,11507.0,623.0,1637591.0,25399.0,1637591.0,,2.0
2021-02-22,65.0,44,21.0,8727.0,2.48,1759,200.0,11507.0,623.0,1664706.0,22299.0,1664706.0,,2.0
2021-02-23,65.0,44,21.0,8727.0,2.36,1759,200.0,11507.0,623.0,1692039.0,19287.0,1692039.0,,2.0
2021-02-24,60.0,44,16.0,6736.0,3.15,1619,200.0,11507.0,623.0,1719551.0,17030.0,1719551.0,,2.0
2021-02-25,60.0,44,16.0,6736.0,3.16,1619,200.0,11507.0,595.0,1775391.0,15762.0,1775391.0,,2.0
2021-02-26,60.0,44,16.0,6736.0,3.31,1619,200.0,11507.0,595.0,1864332.0,14202.0,1864332.0,,0.0
2021-02-27,60.0,44,16.0,6736.0,3.1,1619,200.0,11507.0,595.0,1945443.0,12298.0,1945443.0,,0.0
2021-02-28,60.0,44,16.0,6736.0,3.15,1619,200.0,11507.0,595.0,2135668.0,11367.0,2135668.0,,0.0
2021-03-01,60.0,44,16.0,6736.0,3.25,1619,200.0,11507.0,595.0,2334678.0,10123.0,2334678.0,,0.0
2021-03-02,60.0,44,16.0,6736.0,3.16,1619,200.0,11507.0,595.0,2557678.0,9876.0,2557678.0,,0.0
2021-03-03,58.0,43,15.0,6736.0,3.22,1619,200.0,11507.0,595.0,2557680.0,9991.0,2557680.0,,0.0
2021-03-04,58.0,43,15.0,6736.0,3.25,1619,200.0,11507.0,595.0,2557682.0,9991.0,2557682.0,,0.0
2021-03-05,58.0,43,15.0,6736.0,3.27,1619,200.0,11507.0,595.0,2557685.0,9993.0,2557685.0,,0.0
2021-03-06,58.0,43,15.0,6736.0,3.47,1619,200.0,11507.0,595.0,2557700.0,9980.0,2557700.0,,0.0
2021-03-07,58.0,43,15.0,6736.0,3.61,1619,200.0,11507.0,595.0,2557725.0,9960.0,2557725.0,,0.0
2021-03-08,58.0,43,15.0,6736.0,3.7,1619,200.0,11507.0,595.0,2557759.0,9946.0,2557759.0,,0.0
2021-03-09,58.0,43,15.0,6736.0,3.41,1619,200.0,11507.0,595.0,2557789.0,9926.0,2557789.0,,0.0
2021-03-10,58.0,43,15.0,6736.0,3.46,1619,200.0,11507.0,595.0,2557800.0,9920.0,2557800.0,,0.0
2021-03-11,58.0,43,15.0,6736.0,3.34,1619,200.0,11507.0,595.0,2557824.0,9904.0,2557824.0,,0.0
2021-03-12,58.0,43,15.0,6736.0,3.27,1619,200.0,11507.0,595.0,2557838.0,9892.0,2557838.0,,0.0
2021-03-13,58.0,43,15.0,6736.0,3.46,1619,200.0,11507.0,595.0,2557859.0,9880.0,2557859.0,,3.0
2021-03-14,58.0,43,15.0,6736.0,3.5,1619,200.0,11507.0,595.0,2557913.0,9845.0,2557913.0,,3.0
2021-03-15,45.0,34,11.0,5589.0,4.29,1352,200.0,11507.0,529.0,2557983.0,9820.0,2557983.0,,3.0
2021-03-16,45.0,34,11.0,5589.0,4.1,1352,200.0,11507.0,520.0,2558034.0,9800.0,2558034.0,,3.0
2021-03-17,45.0,34,11.0,5589.0,4.44,1352,200.0,11507.0,520.0,2558119.0,9752.0,2558119.0,,3.0
2021-03-18,45.0,34,11.0,5589.0,4.6,1352,200.0,11507.0,520.0,2558179.0,9732.0,2558179.0,,3.0
2021-03-19,45.0,34,11.0,5589.0,4.62,1352,200.0,11507.0,520.0,2558228.0,9709.0,2558228.0,,3.0
2021-03-20,45.0,34,11.0,5589.0,4.92,1352,200.0,11507.0,520.0,2558284.0,9680.0,2558284.0,,0.0
2021-03-21,46.0,35,11.0,5604.0,4.84,1357,200.0,11507.0,525.0,2558345.0,9656.0,2558345.0,,0.0
2021-03-22,46.0,35,11.0,5604.0,5.21,1357,200.0,11507.0,525.0,2558395.0,9628.0,2558395.0,,0.0
2021-03-23,46.0,35,11.0,5604.0,5.64,1357,200.0,11507.0,525.0,2558436.0,9599.0,2558436.0,,0.0
2021-03-24,46.0,35,11.0,5604.0,6.0,1357,200.0,11507.0,525.0,2558483.0,9572.0,2558483.0,,0.0
2021-03-25,46.0,35,11.0,5604.0,6.3,1357,200.0,11507.0,525.0,2558529.0,9552.0,2558529.0,,0.0
2021-03-26,46.0,35,11.0,5604.0,6.85,1357,200.0,11507.0,525.0,2558559.0,9532.0,2558559.0,,0.0
2021-03-27,46.0,35,11.0,5604.0,7.23,1357,200.0,11507.0,525.0,2558602.0,9512.0,2558602.0,,0.0
2021-03-28,46.0,35,11.0,5604.0,7.48,1357,200.0,11507.0,525.0,2558639.0,9490.0,2558639.0,,0.0
2021-03-29,46.0,35,11.0,5604.0,7.82,1357,200.0,11507.0,525.0,2558680.0,9479.0,2558680.0,,0.0
2021-03-30,46.0,35,11.0,5604.0,7.91,1357,200.0,11507.0,525.0,2558709.0,9465.0,2558709.0,,1.0
2021-03-31,46.0,35,11.0,5604.0,8.58,1357,200.0,11507.0,525.0,2558748.0,9455.0,2558748.0,,1.0
2021-04-01,46.0,35,11.0,5604.0,9.96,1357,200.0,11507.0,525.0,2558767.0,9446.0,2558767.0,,1.0
2021-04-02,46.0,35,11.0,5604.0,11.33,1357,200.0,11507.0,525.0,2558770.0,9453.0,2558770.0,,1.0
2021-04-03,46.0,35,11.0,5604.0,12.71,1357,200.0,11507.0,525.0,2558772.0,9460.0,2558772.0,,1.0
2021-04-04,46.0,35,11.0,5604.0,15.19,1357,200.0,11507.0,525.0,2558779.0,9466.0,2558779.0,,2.0
2021-04-05,46.0,35,11.0,5604.0,16.74,1357,200.0,11507.0,525.0,2558790.0,9474.0,2558790.0,,3.0
2021-04-06,46.0,35,11.0,5604.0,18.95,1357,200.0,11507.0,525.0,2558802.0,9482.0,2558802.0,,2.0
2021-04-07,46.0,35,11.0,5604.0,22.32,1357,200.0,11507.0,525.0,2558812.0,9511.0,2558812.0,,6.0
2021-04-08,46.0,35,11.0,5604.0,26.25,1357,200.0,11507.0,525.0,2558824.0,9536.0,2558824.0,,10.0
2021-04-09,46.0,35,11.0,5604.0,30.0,1357,200.0,11507.0,525.0,2558830.0,9563.0,2558830.0,,17.0
2021-04-10,46.0,35,11.0,5604.0,32.92,1357,200.0,11507.0,525.0,2558849.0,9594.0,2558849.0,,19.0
2021-04-11,46.0,35,11.0,5604.0,34.94,1357,200.0,11507.0,525.0,2558862.0,9631.0,2558862.0,,23.0
2021-04-12,56.0,45,11.0,7428.0,28.15,1796,200.0,11507.0,525.0,2558865.0,9680.0,2558865.0,,26.0
2021-04-13,56.0,45,11.0,7428.0,31.09,1796,200.0,11507.0,525.0,2558870.0,9739.0,2558870.0,,25.0
2021-04-14,56.0,45,11.0,7428.0,32.15,1796,200.0,11507.0,525.0,2558876.0,9786.0,2558876.0,,25.0
2021-04-15,56.0,45,11.0,7428.0,34.29,1796,200.0,11507.0,525.0,2558882.0,9839.0,2558882.0,,46.0
2021-04-16,56.0,45,11.0,7428.0,36.51,1796,200.0,11507.0,525.0,2558889.0,9894.0,2558889.0,,70.0
2021-04-17,61.0,49,12.0,7676.0,39.59,1796,200.0,11507.0,525.0,2558900.0,9952.0,2558900.0,,83.0
2021-04-18,61.0,49,12.0,7676.0,42.57,1796,200.0,11507.0,525.0,2558914.0,9995.0,2558914.0,,100.0
2021-04-19,62.0,50,12.0,7776.0,44.74,1838,200.0,11507.0,528.0,2558926.0,10032.0,2558926.0,,155.0
2021-04-20,62.0,50,12.0,7776.0,48.37,1838,200.0,11507.0,528.0,2558932.0,10085.0,2558932.0,,227.0
2021-04-21,70.0,55,15.0,8194.0,47.18,1838,200.0,11507.0,1283.0,2558940.0,10139.0,2558940.0,,333.0
2021-04-22,70.0,55,15.0,8194.0,49.73,1838,200.0,11507.0,1283.0,2558953.0,10185.0,2558953.0,,479.0
2021-04-23,70.0,55,15.0,9220.0,46.5,1838,200.0,11507.0,1283.0,2558971.0,13989.0,2558971.0,,764.0
2021-04-24,87.0,70,17.0,9646.0,46.9,1838,200.0,11507.0,1283.0,2559065.0,17796.0,2559065.0,,789.0
2021-04-25,87.0,70,17.0,9646.0,48.54,1838,200.0,11507.0,1283.0,2559126.0,21693.0,2559126.0,,938.0
2021-04-26,140.0,105,35.0,12352.0,39.18,1838,200.0,11507.0,1283.0,2559150.0,24967.0,2559150.0,,972.0
2021-04-27,140.0,105,35.0,12352.0,42.94,1838,200.0,11507.0,1283.0,2559208.0,28002.0,2559208.0,,1045.0
2021-04-28,140.0,105,35.0,12352.0,45.14,1838,200.0,11507.0,1283.0,2559265.0,31146.0,2559265.0,,1118.0
2021-04-29,140.0,105,35.0,12352.0,46.19,1838,200.0,11507.0,1283.0,2559325.0,34653.0,2559325.0,,1241.0
2021-04-30,140.0,105,35.0,13227.0,45.48,1838,200.0,11507.0,1283.0,2559375.0,38307.0,2559375.0,,1273.0
2021-05-01,140.0,105,35.0,13227.0,46.54,1838,200.0,11507.0,1283.0,2559460.0,42117.0,2559460.0,,1397.0
2021-05-02,175.0,140,35.0,15483.0,40.77,1838,200.0,11507.0,1283.0,2559515.0,45942.0,2559515.0,,1580.0
2021-05-03,175.0,140,35.0,15483.0,44.11,1838,200.0,11507.0,1283.0,2559579.0,49716.0,2559579.0,,1651.0
2021-05-04,175.0,140,35.0,16010.0,41.2,1838,200.0,11507.0,1283.0,2559695.0,52218.0,2559695.0,,1617.0
2021-05-05,176.0,141,35.0,16414.0,41.38,1838,200.0,11507.0,1283.0,2559770.0,55156.0,2559770.0,,1674.0
2021-05-06,176.0,141,35.0,16939.0,41.17,1838,200.0,11507.0,1283.0,2559869.0,58375.0,2559869.0,,1806.0
2021-05-07,176.0,141,35.0,17009.0,42.79,1838,200.0,11507.0,1283.0,2559957.0,61680.0,2559957.0,,1947.0
2021-05-08,182.0,141,41.0,17200.0,42.74,2542,200.0,11507.0,1283.0,2560066.0,65266.0,2560066.0,,2069.0
2021-05-09,182.0,141,41.0,17200.0,44.68,2542,200.0,11507.0,1283.0,2560203.0,68046.0,2560203.0,,2134.0
2021-05-10,182.0,141,41.0,18602.0,41.74,2711,200.0,11507.0,1298.0,2560328.0,70731.0,2560328.0,,2347.0
2021-05-11,182.0,141,41.0,18629.0,41.96,2711,200.0,11507.0,1298.0,2560485.0,73429.0,2560485.0,,2329.0
2021-05-12,224.0,183,41.0,19458.0,40.68,2711,200.0,11507.0,1298.0,2560627.0,76033.0,2560627.0,,2454.0
2021-05-13,224.0,183,41.0,20043.0,40.32,2711,200.0,11507.0,1298.0,2560775.0,78880.0,2560775.0,,2560.0
2021-05-14,224.0,183,41.0,20043.0,40.47,2711,200.0,11507.0,1298.0,2560932.0,80184.0,2560932.0,,2584.0
2021-05-15,224.0,183,41.0,20043.0,41.08,2711,200.0,11507.0,1298.0,2561161.0,82171.0,2561161.0,,2672.0
2021-05-16,224.0,183,41.0,20093.0,41.42,2711,200.0,11507.0,1298.0,2561370.0,84178.0,2561370.0,,2613.0
2021-05-17,224.0,183,41.0,20093.0,41.53,2711,200.0,11507.0,1298.0,2561666.0,85865.0,2561666.0,,2554.0
2021-05-18,224.0,183,41.0,20134.0,41.21,2711,200.0,11507.0,1298.0,2562028.0,86892.0,2562028.0,,2498.0
2021-05-19,224.0,183,41.0,20394.0,40.34,2711,200.0,11507.0,1298.0,2562373.0,87908.0,2562373.0,,2583.0
2021-05-20,224.0,183,41.0,21281.0,38.49,2711,200.0,11507.0,1298.0,2562800.0,88915.0,2562800.0,,2590.0
2021-05-21,228.0,187,41.0,21696.0,37.66,2711,200.0,11507.0,1298.0,2563264.0,89924.0,2563264.0,,2669.0
2021-05-22,228.0,187,41.0,21936.0,37.58,2711,200.0,11507.0,1298.0,2563808.0,90928.0,2563808.0,,2535.0
2021-05-23,228.0,187,41.0,21936.0,37.81,2711,200.0,11507.0,1298.0,2564334.0,91932.0,2564334.0,,2591.0
2021-05-24,228.0,187,41.0,22253.0,37.15,2711,200.0,11507.0,1298.0,2564688.0,93104.0,2564688.0,,2683.0
2021-05-25,228.0,187,41.0,22303.0,36.23,2711,200.0,11507.0,1298.0,2565242.0,94108.0,2565242.0,,2641.0
2021-05-26,232.0,191,41.0,22962.0,34.1,2711,200.0,11507.0,1298.0,2565996.0,94988.0,2565996.0,,2625.0
2021-05-27,232.0,191,41.0,22962.0,34.62,3384,200.0,11507.0,1298.0,2566882.0,95590.0,2566882.0,,2632.0
2021-05-28,232.0,191,41.0,22962.0,32.86,3384,200.0,11507.0,1298.0,2568557.0,96012.0,2568557.0,,2479.0
2021-05-29,232.0,191,41.0,23737.0,30.99,3384,200.0,11507.0,1298.0,2570068.0,96354.0,2570068.0,,2373.0
2021-05-30,232.0,191,41.0,23737.0,30.3,3384,200.0,11507.0,1298.0,2571559.0,96662.0,2571559.0,,2272.0
2021-05-31,232.0,191,41.0,23737.0,29.29,3384,200.0,11507.0,1298.0,2573154.0,96949.0,2573154.0,,2158.0
2021-06-01,234.0,193,41.0,24695.0,27.01,3522,200.0,11507.0,1298.0,2574898.0,97200.0,2574898.0,,2042.0
2021-06-02,234.0,193,41.0,24695.0,26.44,3522,200.0,11507.0,1298.0,2576885.0,97401.0,2576885.0,,2205.0
2021-06-03,234.0,193,41.0,24695.0,25.71,3522,200.0,11507.0,1298.0,2578932.0,97605.0,2578932.0,,2190.0
2021-06-04,234.0,193,41.0,24695.0,24.95,3522,200.0,11507.0,1298.0,2581060.0,97805.0,2581060.0,,2201.0
2021-06-05,235.0,194,41.0,24721.0,23.88,3533,200.0,11507.0,1298.0,2583568.0,97985.0,2583568.0,,2221.0
2021-06-06,235.0,194,41.0,24721.0,23.28,3533,200.0,11507.0,1298.0,2586366.0,98155.0,2586366.0,,2209.0
2021-06-07,235.0,194,41.0,24721.0,22.55,3533,200.0,11507.0,1298.0,2589663.0,98320.0,2589663.0,,2176.0
2021-06-08,235.0,194,41.0,24721.0,21.49,3533,200.0,11507.0,1298.0,2593647.0,98462.0,2593647.0,,2046.0
2021-06-09,235.0,194,41.0,24721.0,20.24,3566,200.0,11507.0,1298.0,2597870.0,98592.0,2597870.0,,1903.0
2021-06-10,235.0,194,41.0,24721.0,19.33,3566,200.0,11507.0,1298.0,,6267.0,,,1651.0
2021-06-11,235.0,194,41.0,24721.0,18.35,3566,200.0,11507.0,1298.0,,6861.0,,,1808.0
2021-06-12,235.0,194,41.0,24721.0,17.71,3566,200.0,11507.0,1298.0,,8429.0,,,1631.0
2021-06-13,235.0,194,41.0,24721.0,16.82,3566,200.0,11507.0,1298.0,,10378.0,,,1617.0
2021-06-14,235.0,194,41.0,24796.0,16.03,3612,200.0,11507.0,1298.0,,11921.0,,,1382.0
2021-06-15,235.0,194,41.0,24796.0,15.12,3612,200.0,11507.0,1298.0,,13610.0,,,1289.0
2021-06-16,235.0,194,41.0,24796.0,14.36,3612,200.0,11507.0,1298.0,,14984.0,,,1302.0
2021-06-17,235.0,194,41.0,24796.0,13.29,3612,200.0,11507.0,1298.0,,16324.0,,,1239.0
2021-06-18,235.0,194,41.0,24796.0,12.56,3612,200.0,11507.0,1298.0,,17322.0,,,1102.0
2021-06-19,235.0,194,41.0,24796.0,11.92,3612,200.0,11507.0,1298.0,,17942.0,,,1059.0
2021-06-20,235.0,194,41.0,24796.0,11.13,3612,200.0,11507.0,1298.0,,18236.0,,,1026.0
2021-06-21,235.0,194,41.0,24796.0,10.5,3612,200.0,11507.0,1298.0,,18171.0,,,995.0
2021-06-22,235.0,194,41.0,24796.0,9.67,3612,200.0,11507.0,1298.0,,18266.0,,,941.0
2021-06-23,235.0,194,41.0,24796.0,9.04,3612,200.0,11507.0,1298.0,,18360.0,,,910.0
2021-06-24,235.0,194,41.0,24796.0,8.39,3612,200.0,11507.0,1298.0,,18505.0,,,880.0
2021-06-25,209.0,196,13.0,24348.0,8.36,3066,200.0,11507.0,,,18523.0,,2856.0,852.0
2021-06-26,209.0,196,13.0,24348.0,8.21,3066,200.0,11507.0,,,18466.0,,2792.0,841.0
2021-06-27,209.0,196,13.0,24348.0,7.75,3066,200.0,11507.0,,,18507.0,,2656.0,721.0
2021-06-28,203.0,196,7.0,23947.0,7.9,2861,200.0,11507.0,,,18291.0,,2603.0,686.0
2021-06-29,203.0,196,7.0,23947.0,7.62,2861,200.0,11507.0,,,17880.0,,2512.0,724.0
2021-06-30,203.0,196,7.0,23947.0,7.4,2861,200.0,11507.0,,,17390.0,,2440.0,755.0
2021-07-01,203.0,196,7.0,23947.0,7.24,2861,200.0,11507.0,,,17024.0,,2373.0,773.0
2021-07-02,203.0,196,7.0,23947.0,7.23,2861,200.0,11507.0,,,16617.0,,2360.0,752.0
2021-07-03,203.0,196,7.0,23947.0,7.05,2861,200.0,11507.0,,,16276.0,,2297.0,707.0
2021-07-04,203.0,196,7.0,23947.0,6.96,2861,200.0,11507.0,,,15824.0,,2262.0,694.0
2021-07-05,203.0,196,7.0,23947.0,6.79,2861,200.0,11507.0,,,15055.0,,2222.0,673.0
2021-07-06,203.0,196,7.0,23947.0,6.54,2861,200.0,11507.0,,,14478.0,,2139.0,658.0
2021-07-07,203.0,196,7.0,23947.0,6.47,2861,200.0,11507.0,,,13846.0,,2114.0,695.0
2021-07-08,203.0,196,7.0,23947.0,6.38,2861,200.0,11507.0,,,13383.0,,2087.0,673.0
2021-07-09,203.0,196,7.0,23947.0,6.11,2861,200.0,11507.0,,,13045.0,,2013.0,632.0
2021-07-10,203.0,196,7.0,23947.0,5.47,2861,200.0,11507.0,,,12791.0,,1871.0,642.0
2021-07-11,203.0,196,7.0,23947.0,5.8,2861,200.0,11507.0,,,12320.0,,1947.0,634.0
2021-07-12,203.0,196,7.0,23947.0,5.63,2861,200.0,11507.0,,,12014.0,,1911.0,606.0
2021-07-13,203.0,196,7.0,23947.0,5.42,2861,200.0,11507.0,,,11745.0,,1840.0,606.0
2021-07-14,203.0,196,7.0,23947.0,5.25,2861,200.0,11507.0,,,11494.0,,1745.0,608.0
2021-07-15,203.0,196,7.0,23947.0,5.04,2861,200.0,11507.0,,,11383.0,,1667.0,587.0
2021-07-16,203.0,196,7.0,23947.0,4.93,2861,200.0,11507.0,,,11256.0,,1651.0,577.0
2021-07-17,203.0,196,7.0,23947.0,4.29,2861,200.0,11507.0,,,11280.0,,1497.0,556.0
2021-07-18,203.0,196,7.0,23947.0,4.46,2861,200.0,11507.0,,,11036.0,,1537.0,538.0
2021-07-19,203.0,196,7.0,23947.0,4.06,2861,200.0,11507.0,,,10868.0,,1427.0,464.0
2021-07-20,203.0,196,7.0,23947.0,4.41,2861,200.0,11507.0,,,10554.0,,1489.0,466.0
2021-07-21,203.0,196,7.0,23947.0,5.48,2861,200.0,11507.0,,,10186.0,,1753.0,452.0
2021-07-22,203.0,196,7.0,23947.0,4.28,2861,200.0,11507.0,,,10321.0,,1449.0,435.0
2021-07-23,203.0,196,7.0,23947.0,4.18,2861,200.0,11507.0,,,10209.0,,1439.0,441.0
2021-07-24,203.0,196,7.0,23947.0,3.59,2861,200.0,11507.0,,,10179.0,,1290.0,422.0
2021-07-25,203.0,196,7.0,23947.0,3.88,2861,200.0,11507.0,,,10012.0,,1357.0,427.0
2021-07-26,203.0,196,7.0,23947.0,4.11,2861,200.0,11507.0,,,9697.0,,1438.0,431.0
2021-07-27,203.0,196,7.0,23947.0,4.07,2861,200.0,11507.0,,,9534.0,,1427.0,419.0
2021-07-28,203.0,196,7.0,23947.0,3.99,2861,200.0,11507.0,,,9544.0,,1393.0,433.0
2021-07-29,203.0,196,7.0,23947.0,3.98,2861,200.0,11507.0,,,9486.0,,1383.0,431.0
2021-07-30,203.0,196,7.0,23947.0,3.97,2861,200.0,11507.0,,,9366.0,,1374.0,431.0
2021-08-01,203.0,196,7.0,23947.0,4.0,2861,200.0,11507.0,,,9240.0,,1339.0,395.0
2021-08-02,203.0,196,7.0,23947.0,3.83,2861,200.0,11507.0,,,9146.0,,1278.0,379.0
2021-08-03,203.0,196,7.0,23947.0,3.76,2861,200.0,11507.0,,,9157.0,,1244.0,366.0
2021-08-04,203.0,196,7.0,23947.0,3.56,2861,200.0,11507.0,,,9192.0,,1178.0,375.0
2021-08-05,203.0,196,7.0,23947.0,3.81,2861,200.0,11507.0,,,9134.0,,1237.0,350.0
2021-08-06,203.0,196,7.0,23947.0,3.85,2861,200.0,11507.0,,,9108.0,,1232.0,302.0
2021-08-07,203.0,196,7.0,23947.0,3.66,2861,200.0,11507.0,,,9090.0,,1181.0,314.0
2021-08-08,203.0,196,7.0,23947.0,3.42,2861,200.0,11507.0,,,9051.0,,1116.0,318.0
2021-08-09,203.0,196,7.0,23947.0,3.95,2861,200.0,11507.0,,,8766.0,,1237.0,309.0
2021-08-10,203.0,196,7.0,23947.0,3.8,2861,200.0,11507.0,,,8724.0,,1192.0,299.0
2021-08-11,203.0,196,7.0,23947.0,3.79,2861,200.0,11507.0,,,8669.0,,1200.0,294.0
2021-08-12,203.0,196,7.0,23947.0,3.78,2861,200.0,11507.0,,,8653.0,,1180.0,294.0
2021-08-13,203.0,196,7.0,23947.0,3.67,2861,200.0,11507.0,,,8655.0,,1154.0,300.0
2021-08-14,203.0,196,7.0,23947.0,3.62,2861,200.0,11507.0,,,8637.0,,1143.0,298.0
2021-08-15,,196,,23947.0,,2861,200.0,11507.0,,,8666.0,,1072.0,292.0
2021-08-16,203.0,196,7.0,23947.0,3.58,2861,200.0,11507.0,,,8434.0,,1121.0,277.0
2021-08-17,203.0,196,7.0,23947.0,3.38,2861,200.0,11507.0,,,8389.0,,1070.0,277.0
2021-08-18,203.0,196,7.0,23947.0,3.58,2861,200.0,11507.0,,,8316.0,,1116.0,283.0
2021-08-19,,196,,23947.0,,2861,200.0,11507.0,,,8371.0,,1031.0,251.0
2021-08-20,203.0,196,7.0,23947.0,3.07,2861,200.0,11507.0,,,8424.0,,966.0,245.0
2021-08-21,203.0,196,7.0,23947.0,3.03,2861,200.0,11507.0,,,8388.0,,967.0,239.0
2021-08-22,,196,,23947.0,,2861,200.0,11507.0,,,8216.0,,1011.0,234.0
2021-08-23,203.0,196,7.0,23947.0,3.18,2861,200.0,11507.0,,,8083.0,,1010.0,243.0
2021-08-24,203.0,196,7.0,23947.0,2.99,2861,200.0,11507.0,,,8005.0,,961.0,251.0
2021-08-25,203.0,196,7.0,23947.0,3.05,2861,200.0,11507.0,,,7971.0,,973.0,241.0
2021-08-27,203.0,196,7.0,23947.0,3.28,2861,200.0,11507.0,,,7878.0,,1030.0,235.0
2021-08-28,203.0,196,7.0,23947.0,3.02,2861,200.0,11507.0,,,7894.0,,975.0,240.0
2021-08-29,203.0,196,7.0,23947.0,3.05,2861,200.0,11507.0,,,7841.0,,986.0,243.0
2021-08-30,203.0,196,7.0,23947.0,3.07,2861,200.0,11507.0,,,7701.0,,985.0,236.0
2021-08-31,203.0,196,7.0,23947.0,3.09,2861,200.0,11507.0,,,7575.0,,1005.0,235.0
2021-09-01,203.0,196,7.0,23947.0,3.22,2861,200.0,11507.0,,,7516.0,,1049.0,236.0
2021-09-02,203.0,196,7.0,23947.0,3.1,2861,200.0,11507.0,,,7473.0,,1023.0,238.0
2021-09-03,203.0,196,7.0,23947.0,3.24,2861,200.0,11507.0,,,7392.0,,1066.0,236.0
2021-09-04,203.0,196,7.0,23947.0,3.19,2861,200.0,11507.0,,,7398.0,,1047.0,234.0
2021-09-05,,196,,23947.0,,2861,200.0,11507.0,,,7370.0,,1029.0,253.0
2021-09-06,203.0,196,7.0,23947.0,3.43,2861,200.0,11507.0,,,7152.0,,1097.0,231.0
2021-09-07,203.0,196,7.0,23947.0,3.21,2861,200.0,11507.0,,,7110.0,,1042.0,235.0
