date,general_queries_24h,general_queries_cum,consultations_24h,consultations_total,ambulances_assigned_24h,ambulance_calls_24h,telepsych_counselling_24h,telepsych_counselling_total
2020-09-29,3564.0,1250435.0,4139.0,267036.0,504.0,,1163.0,79094.0
2020-09-30,3537.0,1253999.0,4192.0,271175.0,501.0,,1151.0,80257.0
2020-10-01,3501.0,1257536.0,4072.0,275367.0,500.0,,1134.0,81408.0
2020-10-02,3473.0,1261037.0,4128.0,279439.0,501.0,,1202.0,82542.0
2020-10-03,3386.0,1264510.0,3953.0,283567.0,502.0,,1173.0,83744.0
2020-10-04,3352.0,1267896.0,3976.0,287520.0,505.0,,1183.0,84917.0
2020-10-05,3371.0,1271248.0,3963.0,291496.0,507.0,,1149.0,86100.0
2020-10-06,3359.0,1274619.0,3992.0,295459.0,503.0,,1127.0,87249.0
2020-10-07,3307.0,1277978.0,3948.0,299451.0,502.0,,1158.0,88376.0
2020-10-08,3342.0,1281285.0,3985.0,303399.0,503.0,,1171.0,89534.0
2020-10-09,3365.0,1284627.0,3894.0,307384.0,502.0,,1163.0,90705.0
2020-10-10,3429.0,1287992.0,3973.0,311278.0,501.0,,1207.0,91868.0
2020-10-11,3384.0,1291421.0,3959.0,315251.0,499.0,,1168.0,93075.0
2020-10-12,3328.0,1294805.0,3918.0,319210.0,493.0,,1137.0,94243.0
2020-10-13,3342.0,1298133.0,3986.0,323128.0,495.0,,1125.0,95380.0
2020-10-14,3385.0,1301475.0,3932.0,327114.0,493.0,,1146.0,96505.0
2020-10-15,3347.0,1304860.0,3965.0,331046.0,492.0,,1185.0,97651.0
2020-10-16,3321.0,1308207.0,3981.0,335011.0,489.0,,1153.0,98836.0
2020-10-17,3362.0,1311528.0,3972.0,338992.0,487.0,,1145.0,99989.0
2020-10-18,3287.0,1314890.0,3948.0,342964.0,494.0,,1194.0,101134.0
2020-10-19,3242.0,1318177.0,3961.0,346912.0,497.0,,1139.0,102328.0
2020-10-20,3285.0,1321419.0,3926.0,350873.0,495.0,,1138.0,103467.0
2020-10-21,3227.0,1324704.0,3989.0,354799.0,491.0,,1163.0,104605.0
2020-10-22,3213.0,1327931.0,3962.0,358788.0,501.0,,1152.0,105768.0
2020-10-23,3246.0,1331144.0,3938.0,362750.0,503.0,,1134.0,106920.0
2020-10-24,3273.0,1334390.0,3837.0,366688.0,497.0,,1182.0,108054.0
2020-10-25,3376.0,1337663.0,3893.0,370525.0,489.0,,1237.0,109236.0
2020-10-26,3275.0,1341039.0,3724.0,374418.0,486.0,,1149.0,110473.0
2020-10-27,3137.0,1344314.0,3631.0,378142.0,482.0,,1105.0,111622.0
2020-10-28,3107.0,1347451.0,3589.0,381773.0,479.0,,1085.0,112727.0
2020-10-29,3129.0,1350558.0,3573.0,385362.0,481.0,,1063.0,113812.0
2020-10-30,3152.0,1353687.0,3548.0,388935.0,481.0,,1078.0,114875.0
2020-10-31,3183.0,1356839.0,3564.0,392483.0,482.0,,1063.0,115953.0
2020-11-01,3139.0,1360022.0,3583.0,396047.0,483.0,,1092.0,117016.0
2020-11-02,3173.0,1363161.0,3529.0,399630.0,481.0,,1063.0,118108.0
2020-11-03,3184.0,1366334.0,3508.0,403159.0,485.0,,1072.0,119171.0
2020-11-04,3127.0,1369518.0,3533.0,406667.0,483.0,,1031.0,120243.0
2020-11-05,3198.0,1372645.0,3623.0,410200.0,498.0,,1532.0,121274.0
2020-11-06,3224.0,1375843.0,3728.0,413823.0,512.0,,1746.0,122806.0
2020-11-07,3376.0,1379067.0,3823.0,417551.0,534.0,,1825.0,124552.0
2020-11-08,3342.0,1382443.0,3745.0,421374.0,529.0,,1903.0,126377.0
2020-11-09,3452.0,1385785.0,3670.0,425119.0,521.0,,2103.0,128280.0
2020-11-10,3567.0,1389237.0,3721.0,428789.0,509.0,,2431.0,130383.0
2020-11-11,3514.0,1392804.0,3677.0,432510.0,513.0,,2507.0,132814.0
2020-11-12,3465.0,1396318.0,3475.0,436187.0,485.0,,2681.0,135321.0
2020-11-13,3437.0,1399783.0,3466.0,439662.0,489.0,,2689.0,138002.0
2020-11-14,3392.0,1403220.0,3421.0,443128.0,483.0,,2709.0,140691.0
2020-11-15,3219.0,1406612.0,3367.0,446549.0,467.0,,2831.0,143400.0
2020-11-16,3160.0,1409831.0,3291.0,449916.0,469.0,,2865.0,146231.0
2020-11-17,3174.0,1412991.0,3245.0,453207.0,476.0,,2912.0,149096.0
2020-11-18,3213.0,1416165.0,3367.0,456452.0,488.0,,2989.0,152008.0
2020-11-19,3234.0,1419378.0,3243.0,459819.0,467.0,,3014.0,154997.0
2020-11-20,3167.0,1422612.0,3182.0,463062.0,474.0,,3123.0,158011.0
2020-11-21,3116.0,1425779.0,3131.0,466244.0,461.0,,3208.0,161134.0
2020-11-22,3078.0,1428895.0,3137.0,469375.0,469.0,,3215.0,164342.0
2020-11-23,3093.0,1431973.0,3159.0,472512.0,462.0,,3283.0,167557.0
2020-11-24,2985.0,1435066.0,3056.0,475671.0,457.0,,3245.0,170840.0
2020-11-25,2907.0,1438051.0,3035.0,478727.0,463.0,,3295.0,174085.0
2020-11-26,2856.0,1440958.0,2961.0,481762.0,446.0,,3184.0,177380.0
2020-11-27,2795.0,1443814.0,2857.0,484723.0,432.0,,3090.0,180564.0
2020-11-28,2724.0,1446609.0,2889.0,487580.0,427.0,,2950.0,183654.0
2020-11-29,2676.0,1449333.0,2753.0,490469.0,414.0,,2831.0,186604.0
2020-11-30,2607.0,1452009.0,2670.0,493222.0,405.0,,2764.0,189435.0
2020-12-01,2578.0,1454616.0,2615.0,495892.0,398.0,,2681.0,192199.0
2020-12-02,2523.0,1457194.0,2604.0,498507.0,392.0,,2633.0,194880.0
2020-12-03,2493.0,1459717.0,2576.0,501111.0,393.0,,2610.0,197513.0
2020-12-04,2478.0,1462210.0,2524.0,503687.0,386.0,,2593.0,200123.0
2020-12-05,2481.0,1464688.0,2519.0,506211.0,381.0,,2530.0,202716.0
2020-12-06,2476.0,1467169.0,2591.0,508730.0,375.0,,2491.0,205246.0
2020-12-07,2457.0,1469645.0,2522.0,511321.0,366.0,,2482.0,207737.0
2020-12-08,2392.0,1472102.0,2468.0,513843.0,346.0,,2355.0,210219.0
2020-12-09,2319.0,1474494.0,2390.0,516311.0,338.0,,2271.0,212574.0
2020-12-10,2267.0,1476813.0,2310.0,518701.0,335.0,,2181.0,214845.0
2020-12-11,2193.0,1479080.0,2247.0,521011.0,333.0,,2088.0,217026.0
2020-12-12,2078.0,1481273.0,2166.0,523258.0,328.0,,1979.0,219114.0
2020-12-13,2031.0,1483351.0,2073.0,525424.0,326.0,,1897.0,221093.0
2020-12-14,1989.0,1485382.0,2055.0,527497.0,323.0,,1842.0,222990.0
2020-12-15,1921.0,1487371.0,1977.0,529552.0,321.0,,1792.0,224832.0
2020-12-16,1944.0,1489292.0,1872.0,531529.0,314.0,,1731.0,226624.0
2020-12-17,1878.0,1491236.0,1864.0,533401.0,312.0,,1721.0,228355.0
2020-12-18,1823.0,1493114.0,1811.0,535265.0,309.0,,1754.0,230076.0
2020-12-19,1789.0,1494937.0,1802.0,537076.0,310.0,,1744.0,231830.0
2020-12-20,1765.0,1496726.0,1756.0,538878.0,309.0,,1732.0,233574.0
2020-12-21,1712.0,1498491.0,1709.0,540634.0,303.0,,1729.0,235306.0
2020-12-22,1687.0,1500203.0,1556.0,542343.0,298.0,,1671.0,237035.0
2020-12-23,1671.0,1501890.0,1433.0,543899.0,296.0,,1564.0,238706.0
2020-12-24,1621.0,1503561.0,1365.0,545332.0,292.0,,1477.0,240270.0
2020-12-25,1615.0,1505182.0,1278.0,546697.0,293.0,,1351.0,241747.0
2020-12-26,1603.0,1506797.0,1167.0,547975.0,291.0,,1277.0,243098.0
2020-12-27,1574.0,1508400.0,1066.0,549142.0,287.0,,1161.0,244375.0
2020-12-28,1567.0,1509974.0,952.0,550208.0,282.0,,1269.0,245536.0
2020-12-29,1540.0,1511541.0,877.0,551160.0,282.0,,1291.0,246805.0
2020-12-30,1511.0,1513081.0,823.0,552037.0,278.0,,1275.0,
2020-12-31,1493.0,1514592.0,791.0,552860.0,275.0,,1280.0,249371.0
2021-01-01,1481.0,1516085.0,774.0,553651.0,273.0,,1232.0,250651.0
2021-01-02,1395.0,1517566.0,767.0,554425.0,267.0,,1207.0,
2021-01-03,1365.0,1518961.0,745.0,555192.0,265.0,,1189.0,253090.0
2021-01-04,1276.0,1520326.0,741.0,555937.0,266.0,,1154.0,254279.0
2021-01-05,1205.0,1521602.0,733.0,556678.0,269.0,,1098.0,255433.0
2021-01-06,1186.0,1522807.0,725.0,557411.0,270.0,,1081.0,256531.0
2021-01-07,1132.0,1523993.0,719.0,558136.0,268.0,,1045.0,257612.0
2021-01-08,1109.0,1525125.0,713.0,558855.0,266.0,,1038.0,258657.0
2021-01-09,1097.0,1526234.0,702.0,559568.0,265.0,,1012.0,259695.0
2021-01-10,1066.0,1527331.0,698.0,560270.0,262.0,,998.0,260707.0
2021-01-11,1014.0,1528397.0,693.0,560968.0,263.0,,989.0,261705.0
2021-01-12,1008.0,1529411.0,691.0,561661.0,261.0,,990.0,262694.0
2021-01-13,997.0,1530419.0,682.0,562352.0,260.0,,979.0,263684.0
2021-01-14,980.0,1531416.0,678.0,563034.0,259.0,,976.0,264663.0
2021-01-15,978.0,1532396.0,671.0,563712.0,257.0,,960.0,265639.0
2021-01-16,972.0,1533374.0,672.0,564383.0,258.0,,955.0,266599.0
2021-01-17,969.0,1534346.0,666.0,565055.0,255.0,,946.0,267554.0
2021-01-18,954.0,1535315.0,649.0,565721.0,249.0,,933.0,268500.0
2021-01-19,933.0,1536269.0,640.0,566370.0,243.0,,912.0,269433.0
2021-01-20,916.0,1537202.0,596.0,567010.0,229.0,,887.0,270345.0
2021-01-21,919.0,1538118.0,578.0,567606.0,221.0,,871.0,271232.0
2021-01-22,910.0,1539037.0,543.0,568184.0,222.0,,856.0,272103.0
2021-01-23,906.0,1539947.0,533.0,568727.0,216.0,,849.0,272959.0
2021-01-24,902.0,1540853.0,518.0,569260.0,212.0,,822.0,273808.0
2021-01-25,898.0,1541755.0,504.0,569778.0,209.0,,813.0,274630.0
2021-01-26,880.0,1542653.0,483.0,570282.0,206.0,,805.0,275443.0
2021-01-27,875.0,1543533.0,478.0,570765.0,203.0,,798.0,276248.0
2021-01-28,871.0,1544408.0,472.0,571243.0,204.0,,801.0,277046.0
2021-01-29,867.0,1545279.0,475.0,571715.0,203.0,,796.0,277847.0
2021-01-30,869.0,1546146.0,472.0,572190.0,200.0,,791.0,278643.0
2021-01-31,864.0,1547015.0,465.0,572662.0,190.0,,785.0,279434.0
2021-02-01,854.0,1547879.0,441.0,573127.0,187.0,,769.0,280219.0
2021-02-02,845.0,1548733.0,431.0,573568.0,184.0,,761.0,280988.0
2021-02-03,839.0,1549578.0,432.0,573999.0,186.0,,753.0,281749.0
2021-02-04,821.0,1550417.0,389.0,574431.0,91.0,,560.0,282502.0
2021-02-05,819.0,1551238.0,363.0,574820.0,67.0,,456.0,283062.0
2021-02-06,815.0,1552057.0,359.0,575183.0,58.0,,381.0,283518.0
2021-02-07,811.0,1552872.0,310.0,575542.0,52.0,,309.0,283899.0
2021-02-08,807.0,1553683.0,301.0,575852.0,47.0,,310.0,284208.0
2021-02-09,802.0,1554490.0,295.0,576153.0,45.0,,306.0,284518.0
2021-02-10,803.0,1555292.0,289.0,576448.0,41.0,,304.0,284824.0
2021-02-11,798.0,1556095.0,278.0,576737.0,38.0,,307.0,285128.0
2021-02-12,792.0,1556893.0,272.0,577015.0,36.0,,303.0,285435.0
2021-02-13,793.0,1557685.0,273.0,577287.0,35.0,,306.0,285738.0
2021-02-14,795.0,1558478.0,271.0,577560.0,32.0,,307.0,286044.0
2021-02-15,767.0,1559273.0,267.0,577831.0,30.0,,307.0,286351.0
2021-02-16,754.0,1560040.0,262.0,578098.0,29.0,,301.0,286658.0
2021-02-17,739.0,1560794.0,259.0,578360.0,28.0,,296.0,286959.0
2021-02-18,732.0,1561533.0,255.0,578619.0,27.0,,294.0,287255.0
2021-02-19,742.0,1562265.0,252.0,578874.0,28.0,,297.0,287549.0
2021-02-20,738.0,1563007.0,258.0,579126.0,26.0,,292.0,287846.0
2021-02-21,732.0,1563745.0,255.0,579384.0,25.0,,290.0,288138.0
2021-02-22,726.0,1564477.0,251.0,579639.0,26.0,,292.0,288428.0
2021-02-23,743.0,1565203.0,243.0,579890.0,25.0,,295.0,288720.0
2021-02-24,751.0,1565946.0,248.0,580133.0,22.0,,297.0,289015.0
2021-02-25,746.0,1566697.0,245.0,580381.0,23.0,,290.0,289312.0
2021-02-26,755.0,1567443.0,240.0,580626.0,25.0,,295.0,289602.0
2021-02-27,753.0,1568198.0,247.0,580866.0,24.0,,290.0,289897.0
2021-02-28,740.0,1568951.0,238.0,581113.0,28.0,,282.0,290187.0
2021-03-01,747.0,1569691.0,219.0,581351.0,23.0,,275.0,290469.0
2021-03-02,743.0,1570438.0,207.0,581570.0,21.0,,270.0,290744.0
2021-03-03,736.0,1571181.0,224.0,581777.0,20.0,,272.0,291014.0
2021-03-04,713.0,1571917.0,214.0,582001.0,21.0,,271.0,291286.0
2021-03-05,701.0,1572630.0,210.0,582215.0,20.0,,269.0,291557.0
2021-03-06,697.0,1573331.0,203.0,582425.0,23.0,,264.0,291826.0
2021-03-07,693.0,1574028.0,201.0,582628.0,21.0,,261.0,292090.0
2021-03-08,691.0,1574721.0,200.0,582829.0,24.0,,257.0,292351.0
2021-03-09,693.0,1575412.0,211.0,583029.0,23.0,,254.0,292608.0
2021-03-10,687.0,1576105.0,203.0,583240.0,20.0,,251.0,292862.0
2021-03-11,683.0,1576792.0,204.0,583443.0,26.0,,259.0,293113.0
2021-03-12,679.0,1577475.0,201.0,583647.0,23.0,,254.0,293372.0
2021-03-13,672.0,1578154.0,210.0,583848.0,21.0,,255.0,293626.0
2021-03-14,672.0,1578826.0,208.0,584058.0,22.0,,251.0,293881.0
2021-03-15,671.0,1579498.0,203.0,584266.0,21.0,,254.0,294132.0
2021-03-16,674.0,1580169.0,202.0,584469.0,23.0,,251.0,294386.0
2021-03-17,678.0,1580843.0,205.0,584671.0,25.0,,246.0,294637.0
2021-03-18,683.0,1581521.0,209.0,584876.0,23.0,,251.0,294883.0
2021-03-19,688.0,1582204.0,212.0,585085.0,25.0,,253.0,295134.0
2021-03-20,690.0,1582892.0,214.0,585297.0,25.0,,255.0,295387.0
2021-03-21,685.0,1583582.0,209.0,585511.0,25.0,,249.0,295642.0
2021-03-22,673.0,1584267.0,201.0,585720.0,22.0,,238.0,295891.0
2021-03-23,678.0,1584940.0,202.0,585921.0,22.0,,238.0,296129.0
2021-03-24,688.0,1585618.0,209.0,586123.0,26.0,,248.0,296367.0
2021-03-25,686.0,1586306.0,215.0,586332.0,25.0,,246.0,296615.0
2021-03-26,688.0,1586992.0,212.0,586547.0,25.0,,250.0,296861.0
2021-03-27,684.0,1587680.0,211.0,586759.0,23.0,,241.0,297111.0
2021-03-28,683.0,1588364.0,215.0,586970.0,24.0,,245.0,297352.0
2021-03-29,676.0,1589047.0,206.0,587185.0,21.0,,236.0,297597.0
2021-03-30,677.0,1589723.0,204.0,587391.0,21.0,,232.0,297833.0
2021-03-31,758.0,1590400.0,215.0,587595.0,27.0,,289.0,298065.0
2021-04-01,846.0,1591158.0,225.0,587810.0,34.0,,361.0,298354.0
2021-04-02,920.0,1592004.0,229.0,588035.0,38.0,,415.0,298715.0
2021-04-03,928.0,1592924.0,236.0,588264.0,39.0,,419.0,299130.0
2021-04-04,930.0,1593852.0,240.0,588500.0,41.0,,420.0,299549.0
2021-04-05,928.0,1594782.0,239.0,588740.0,39.0,,416.0,299969.0
2021-04-06,934.0,1595710.0,242.0,588979.0,41.0,,422.0,300385.0
2021-04-07,932.0,1596644.0,245.0,589221.0,41.0,,424.0,300807.0
2021-04-08,939.0,1597576.0,249.0,589466.0,40.0,,426.0,301231.0
2021-04-09,946.0,1598515.0,253.0,589715.0,42.0,,434.0,301657.0
2021-04-10,948.0,1599461.0,255.0,589968.0,42.0,,436.0,302091.0
2021-04-11,953.0,1600409.0,259.0,590223.0,45.0,,441.0,302527.0
2021-04-12,1208.0,1601362.0,423.0,590482.0,98.0,,619.0,302968.0
2021-04-13,1592.0,1602570.0,679.0,590905.0,196.0,,753.0,303587.0
2021-04-14,1624.0,1604162.0,810.0,591584.0,301.0,,864.0,304340.0
2021-04-15,1685.0,1605786.0,972.0,592394.0,364.0,,892.0,305204.0
2021-04-16,1673.0,1607471.0,967.0,593366.0,356.0,,885.0,306096.0
2021-04-17,1689.0,1609144.0,981.0,594333.0,375.0,,888.0,306981.0
2021-04-18,1701.0,1610833.0,999.0,595314.0,399.0,,898.0,307869.0
2021-04-19,1799.0,1612534.0,1187.0,596313.0,475.0,,970.0,308767.0
2021-04-20,2027.0,1614333.0,1437.0,597500.0,471.0,,953.0,309737.0
2021-04-21,2623.0,1616360.0,1482.0,598937.0,479.0,,975.0,310690.0
2021-04-22,2689.0,1618983.0,1484.0,600419.0,480.0,,982.0,311665.0
2021-04-23,2759.0,1621672.0,1517.0,601903.0,498.0,,992.0,312647.0
2021-04-24,2771.0,1624431.0,1582.0,603420.0,499.0,,999.0,313639.0
2021-04-25,2786.0,1627202.0,1596.0,605002.0,497.0,,995.0,314638.0
2021-04-26,3716.0,1629988.0,2408.0,606598.0,839.0,,1260.0,315633.0
2021-04-27,4108.0,1633704.0,2688.0,609006.0,1004.0,,1263.0,316893.0
2021-04-28,4428.0,1637812.0,2697.0,611694.0,1274.0,,1251.0,318156.0
2021-04-29,4520.0,1642240.0,2711.0,614391.0,1301.0,,1263.0,319407.0
2021-04-30,4536.0,1646760.0,2752.0,617102.0,1345.0,,1264.0,320670.0
2021-05-01,4579.0,1651296.0,2763.0,619854.0,1367.0,,1272.0,321934.0
2021-05-02,4603.0,1655875.0,2779.0,622617.0,1396.0,,1281.0,323206.0
2021-05-03,4877.0,1660478.0,2614.0,625396.0,1321.0,,1297.0,324487.0
2021-05-04,4901.0,1665355.0,2622.0,628010.0,1301.0,,1285.0,325784.0
2021-05-05,4984.0,1670256.0,2616.0,630632.0,1296.0,,1271.0,327069.0
2021-05-06,5016.0,1675240.0,2703.0,633248.0,1271.0,,1277.0,328340.0
2021-05-07,5370.0,1680256.0,2619.0,635951.0,1249.0,,1251.0,329617.0
2021-05-08,5381.0,1685626.0,2625.0,638570.0,1253.0,,1253.0,330868.0
2021-05-09,5493.0,1691007.0,2640.0,641195.0,1258.0,,1254.0,332121.0
2021-05-10,5692.0,1696500.0,2781.0,643835.0,1178.0,,1228.0,333375.0
2021-05-11,5710.0,1702192.0,2783.0,646616.0,1112.0,,1212.0,334603.0
2021-05-12,5799.0,1707902.0,2798.0,649399.0,1014.0,,1201.0,335815.0
2021-05-13,5816.0,1713701.0,2671.0,652197.0,1001.0,,1214.0,337016.0
2021-05-14,5715.0,1719517.0,2651.0,654868.0,987.0,,1197.0,338230.0
2021-05-15,5510.0,1725232.0,2411.0,657519.0,819.0,,1077.0,339427.0
2021-05-16,5501.0,1730742.0,2409.0,659930.0,815.0,,1064.0,340504.0
2021-05-17,5512.0,1736243.0,2406.0,662339.0,821.0,,1051.0,341568.0
2021-05-18,5519.0,1741755.0,2412.0,664745.0,830.0,,1047.0,342619.0
2021-05-19,5502.0,1747274.0,2402.0,667157.0,828.0,,1015.0,343666.0
2021-05-20,5497.0,1752776.0,2319.0,669559.0,841.0,,1009.0,344681.0
2021-05-21,5401.0,1758273.0,2302.0,671878.0,829.0,,1010.0,345690.0
2021-05-22,5396.0,1763674.0,2296.0,674180.0,814.0,,1013.0,346700.0
2021-05-23,5321.0,1769070.0,2214.0,676476.0,802.0,,1015.0,347713.0
2021-05-24,5310.0,1774391.0,2205.0,678690.0,793.0,,1005.0,348728.0
2021-05-25,5289.0,1779701.0,2201.0,680895.0,791.0,,1002.0,349733.0
2021-05-26,5214.0,1784990.0,2197.0,683096.0,790.0,,1009.0,350735.0
2021-05-27,5208.0,1790204.0,2167.0,685293.0,785.0,,1012.0,351744.0
2021-05-28,5217.0,1795412.0,2179.0,687460.0,770.0,,1008.0,352756.0
2021-05-29,5201.0,1800629.0,2135.0,689639.0,751.0,,1005.0,353764.0
2021-05-30,5981.0,1805830.0,2127.0,691774.0,747.0,,1002.0,354769.0
2021-05-31,5610.0,1811811.0,2485.0,693901.0,737.0,,927.0,355771.0
2021-06-01,5581.0,1817421.0,2471.0,696386.0,731.0,,918.0,356698.0
2021-06-02,5541.0,1823002.0,2451.0,698857.0,718.0,,909.0,357616.0
2021-06-03,5512.0,1828543.0,2412.0,701308.0,706.0,,903.0,358525.0
2021-06-04,5501.0,1834055.0,2401.0,703720.0,701.0,,901.0,359428.0
2021-06-05,5497.0,1839556.0,2400.0,706121.0,700.0,,900.0,360329.0
2021-06-06,5410.0,1845053.0,2411.0,708521.0,702.0,,902.0,361229.0
2021-06-07,5406.0,1850463.0,2388.0,710932.0,691.0,,901.0,362131.0
2021-06-08,4978.0,1855869.0,2310.0,713320.0,695.0,,884.0,363032.0
2021-06-09,4677.0,1860847.0,2302.0,715630.0,693.0,,881.0,363916.0
2021-06-10,4417.0,1865524.0,2297.0,717932.0,695.0,,880.0,364797.0
2021-06-11,4318.0,1869941.0,2215.0,720229.0,692.0,,882.0,365677.0
2021-06-12,4118.0,1874259.0,2209.0,722444.0,688.0,,819.0,366559.0
2021-06-13,4115.0,1878377.0,2215.0,724653.0,693.0,,822.0,367378.0
2021-06-14,,,,,,,,
2021-06-15,,,,,,,,
2021-06-16,,,,,,,,
2021-06-17,,,,,,,,
2021-06-18,,,,,,,,
2021-06-19,,,,,,,,
2021-06-20,,,,,,,,
2021-06-21,,,,,,,,
2021-06-22,,,,,,,,
2021-06-23,,,,,,,,
2021-06-24,,,,,,,,
2021-06-25,,,,,,,,
2021-06-26,,,,,,,,
2021-06-27,,,,,,,,
2021-06-28,,,,,,,,
2021-06-29,,,,,,,,
2021-06-30,,,,,,,,
2021-07-01,,,,,,,,
2021-07-02,,,,,,,,
2021-07-03,,,,,,,,
2021-07-04,,,,,,,,
2021-07-05,,,,,,,,
2021-07-06,,,,,,,,
2021-07-07,,,,,,,,
2021-07-08,,,,,,,,
2021-07-09,,,,,,,,
2021-07-10,,,,,,,,
2021-07-11,,,,,,,,
2021-07-12,,,,,,,,
2021-07-13,,,,,,,,
2021-07-14,,,,,,,,
2021-07-15,,,,,,,,
2021-07-16,,,,,,,,
2021-07-17,,,,,,,,
2021-07-18,,,,,,,,
2021-07-19,,,,,,,,
2021-07-20,,,,,,,,
2021-07-21,,,,,,,,
2021-07-22,,,,,,,,
2021-07-23,,,,,,,,
2021-07-24,,,,,,,,
2021-07-25,2885.0,2043363.0,1655.0,814191.0,434.0,,677.0,401484.0
2021-07-26,,,,,,,,
2021-07-27,,,,,,,,
2021-07-28,,,,,,,,
2021-07-29,,,,,,,,
2021-07-30,,,,,,,,
2021-08-01,,,,,,,,
2021-08-02,,,,,,,,
2021-08-03,,,,,,,,
2021-08-04,,,,,,,,
2021-08-05,,,,,,,,
2021-08-06,,,,,,,,
2021-08-07,,,,,,,,
2021-08-08,,,,,,,,
2021-08-09,,,,,,,,
2021-08-10,,,,,,,,
2021-08-11,,,,,,,,
2021-08-12,,,,,,,,
2021-08-13,,,,,,,,
2021-08-14,,,,,,,,
2021-08-15,2505.0,2099677.0,1365.0,,219.0,,541.0,
